age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
,Private,31327,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Female,0,,5,United-States,<=50K
20,Private,185057,,,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,1848,42,United-States,<=50K
55,Federal-gov,181597,HS-grad,1,,Tech-support,Husband,Other,Male,0,0,5,United-States,>50K
25,Private,124906,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,,1887,5,United-States,>50K
17,Private,207973,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
20,Private,182836,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,,United-States,<=50K
28,Private,,Bachelors,1,,Adm-clerical,Husband,White,Male,2062,0,5,United-States,>50K.
24,Private,182757,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,,40,United-States,>50K
25,Private,49325,,1,Never-married,Craft-repair,Own-child,White,Female,0,,,United-States,<=50K
,Private,49325,Assoc-acdm,2,Divorced,Adm-clerical,Unmarried,White,Female,,,5,United-States,<=50K.
20,Private,35945,,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,,United-States,>50K.
24,Self-emp-not-inc,,9th,6,,Craft-repair,Husband,Black,Male,0,0,,Haiti,<=50K
20,Private,37215,HS-grad,1,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
23,Local-gov,49593,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
20,Self-emp-not-inc,93034,Bachelors,,Married-civ-spouse,,Husband,White,,0,,60,United-States,>50K
45,Private,95918,11th,1,Widowed,Adm-clerical,Unmarried,White,Female,,0,,,<=50K
22,Private,86459,HS-grad,1,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,,>50K
20,,166297,Some-college,15,Never-married,,,Asian-Pac-Islander,Male,0,,,United-States,<=50K
60,Local-gov,114066,Masters,,Married-civ-spouse,Prof-specialty,Husband,Other,,0,0,40,United-States,>50K
,Private,201520,HS-grad,1,,Adm-clerical,Husband,White,Male,27828,0,55,United-States,>50K
60,Private,35945,10th,,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,0,5,United-States,>50K.
20,Private,104525,Masters,,Married-civ-spouse,Sales,Husband,White,Male,,,40,India,>50K
17,Private,233150,9th,1,Never-married,Handlers-cleaners,Own-child,,,0,0,30,United-States,<=50K
,Private,49325,HS-grad,9,Divorced,Craft-repair,,White,Male,,,5,United-States,<=50K
20,,277471,Assoc-voc,,Married-civ-spouse,Tech-support,Husband,White,Male,,0,8,United-States,>50K
56,Private,34452,HS-grad,,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,,,45,,<=50K
20,,182313,Some-college,1,Never-married,Exec-managerial,Own-child,White,Female,,0,,,<=50K
,Private,131463,,1,Divorced,,Not-in-family,White,Female,0,0,40,,<=50K.
21,Private,95918,Bachelors,1,Married-civ-spouse,Sales,Husband,Black,Male,0,,5,United-States,>50K
42,Private,144778,HS-grad,,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,5,United-States,<=50K
22,Private,236543,Some-college,,Never-married,Adm-clerical,Not-in-family,White,Female,0,,40,United-States,<=50K
20,Private,75619,HS-grad,9,Divorced,Transport-moving,Other-relative,White,Male,,0,5,United-States,<=50K.
33,Self-emp-not-inc,312197,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,,,5,,>50K
24,Private,93034,Bachelors,1,Never-married,Prof-specialty,Not-in-family,,Male,0,0,5,United-States,
20,Private,,HS-grad,,,Adm-clerical,Unmarried,White,Female,,0,,United-States,<=50K
43,Private,39026,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,,,,40,Mexico,>50K.
,?,31327,Some-college,,Never-married,?,,White,Male,0,0,5,United-States,<=50K
33,Private,169837,HS-grad,,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Columbia,<=50K.
53,State-gov,26898,HS-grad,,Married-civ-spouse,Adm-clerical,Husband,White,Male,4064,0,5,United-States,>50K
,Private,35411,Some-college,1,Never-married,,Own-child,White,Male,0,0,40,United-States,<=50K.
20,,23686,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,>50K
20,Local-gov,266337,10th,1,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K.
24,Private,173495,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,,0,40,United-States,>50K
20,Private,169837,9th,5,Never-married,Transport-moving,Own-child,White,Male,0,0,,United-States,<=50K
,Private,73054,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Male,0,,5,United-States,>50K
34,Self-emp-not-inc,35459,HS-grad,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,State-gov,35459,HS-grad,,Never-married,Other-service,Unmarried,,Female,0,0,38,United-States,<=50K
71,Private,218781,HS-grad,9,Married-civ-spouse,,,White,Male,0,0,50,United-States,<=50K.
20,Private,376474,HS-grad,1,Married-civ-spouse,,Husband,White,Male,0,0,,United-States,>50K
20,State-gov,137613,Masters,,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,,0,5,Taiwan,>50K
39,State-gov,,Bachelors,3,,Exec-managerial,Husband,White,Male,0,,5,United-States,<=50K
40,Private,124906,HS-grad,1,Divorced,Adm-clerical,Unmarried,White,Male,0,0,5,United-States,<=50K
26,Private,31327,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,,0,5,,>50K
24,Private,118909,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,,Male,0,0,55,United-States,>50K.
20,Private,195868,9th,,Never-married,,Own-child,White,Female,,0,,United-States,>50K
52,Private,104525,HS-grad,,Married-civ-spouse,Transport-moving,Husband,White,Male,0,,5,United-States,>50K
22,Private,190107,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,
20,Private,222853,,1,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,,90,Mexico,
22,Private,49325,Some-college,1,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,5,United-States,>50K
44,,169837,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,2062,0,40,United-States,>50K
61,Federal-gov,182117,Bachelors,,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,5,United-States,>50K
25,State-gov,,Masters,4,Married-civ-spouse,,Husband,White,Male,,0,42,United-States,>50K
20,Private,,HS-grad,1,Never-married,,Not-in-family,White,Male,0,,40,Mexico,
,Private,181597,11th,1,Separated,Craft-repair,,White,Male,,0,40,,<=50K
27,Private,228516,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,,90,United-States,<=50K.
25,Private,39026,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,,50,,>50K
20,Private,235894,Assoc-voc,1,Never-married,Prof-specialty,Not-in-family,White,,,0,5,United-States,<=50K.
28,Private,169882,9th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,5,United-States,<=50K.
60,Private,201435,,2,Divorced,Priv-house-serv,Not-in-family,White,Male,0,0,,United-States,<=50K
20,,262515,11th,1,Never-married,,Other-relative,White,Male,0,0,20,United-States,<=50K
72,Self-emp-not-inc,,7th-8th,,Married-civ-spouse,Farming-fishing,Husband,White,Male,,0,50,United-States,<=50K.
,Private,169882,Some-college,7,Separated,Exec-managerial,Not-in-family,White,,0,0,5,,>50K
,,185459,HS-grad,?,Married-civ-spouse,Craft-repair,,,Male,,0,40,United-States,>50K
40,Private,187505,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
28,Private,187505,5th-6th,,Never-married,Farming-fishing,Unmarried,Black,Male,,0,5,Mexico,<=50K.
44,Private,173495,HS-grad,9,Never-married,,Unmarried,White,Male,,0,40,United-States,<=50K
20,Self-emp-inc,109282,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,99,United-States,>50K
24,Private,,HS-grad,9,Married-civ-spouse,,Husband,Other,Male,,0,40,United-States,>50K
50,Private,169605,Assoc-voc,4,Married-civ-spouse,Prof-specialty,,White,Male,,1902,45,United-States,<=50K
,Private,311914,Some-college,1,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,55,United-States,>50K.
20,Private,23686,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
20,Private,,Some-college,1,Never-married,Sales,Not-in-family,Other,Female,,0,15,United-States,
20,Private,214881,Assoc-acdm,,Widowed,Other-service,Not-in-family,White,Female,0,,5,United-States,
20,Private,35459,Some-college,7,Never-married,Craft-repair,Not-in-family,,Male,0,?,5,United-States,<=50K
20,,86459,Assoc-acdm,1,,Exec-managerial,Unmarried,Other,Male,0,0,50,United-States,<=50K
20,Local-gov,34273,Bachelors,,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,34273,7th-8th,4,Widowed,Other-service,Unmarried,White,Female,0,0,10,United-States,>50K
21,Private,195868,HS-grad,1,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Private,165418,Assoc-acdm,,Married-civ-spouse,Craft-repair,Husband,White,Male,0,,5,United-States,<=50K.
20,Private,228516,HS-grad,,Married-civ-spouse,Craft-repair,Husband,White,Male,0,,40,United-States,
,Private,108140,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
25,Private,34273,HS-grad,1,Never-married,,Other-relative,,Male,,,5,United-States,<=50K
52,Private,,10th,1,Divorced,Other-service,Other-relative,Black,,0,0,25,United-States,<=50K
20,Private,,9th,?,,Handlers-cleaners,,White,Male,0,0,40,United-States,<=50K
20,Private,35945,HS-grad,,Never-married,Protective-serv,Other-relative,White,Male,0,0,42,United-States,>50K
20,Private,182313,HS-grad,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,,,40,United-States,<=50K
24,Self-emp-not-inc,26898,HS-grad,1,Married-civ-spouse,Other-service,Wife,Other,Male,,0,5,,>50K
35,Private,108140,,3,Married-AF-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
25,Private,195868,HS-grad,,Never-married,Adm-clerical,Own-child,,Female,2105,1887,40,United-States,<=50K.
25,Private,,,1,Married-civ-spouse,Handlers-cleaners,Own-child,,Male,0,0,,United-States,
20,Private,,Some-college,10,Never-married,,Own-child,White,,0,0,5,United-States,<=50K
20,State-gov,376474,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,,,40,United-States,>50K.
23,Self-emp-not-inc,218781,Bachelors,,Married-AF-spouse,Sales,Husband,White,Male,0,0,60,Iran,<=50K
20,Private,34452,Bachelors,1,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,
20,Private,236543,9th,9,Never-married,Adm-clerical,,White,Female,,0,24,United-States,<=50K
23,Local-gov,31327,Bachelors,1,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,5,,>50K
71,Self-emp-inc,201520,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,,,,United-States,>50K
66,?,357750,11th,,Widowed,?,Not-in-family,Black,,,0,40,United-States,<=50K
,Private,182836,HS-grad,1,Married-AF-spouse,,Husband,White,Male,0,0,,United-States,<=50K
20,Private,,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,35,United-States,<=50K.
20,Private,168981,HS-grad,2,Married-civ-spouse,Farming-fishing,Husband,White,,0,0,40,United-States,>50K
24,Private,49996,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,5,United-States,<=50K.
36,Private,185057,HS-grad,,Married-civ-spouse,Craft-repair,Husband,White,Male,,0,5,,>50K
20,Private,205100,Some-college,10,,Exec-managerial,Wife,White,Female,,0,40,United-States,>50K.
19,Private,169837,,1,Never-married,Handlers-cleaners,Own-child,White,,0,0,40,United-States,<=50K
22,Private,190273,HS-grad,,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K.
,?,,Assoc-voc,1,Married-civ-spouse,?,Own-child,Other,Female,,0,44,United-States,
,Private,,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,,,0,40,United-States,>50K
48,Private,49325,HS-grad,1,,Adm-clerical,Husband,White,Male,,0,40,United-States,>50K
