AAGE,ACLSWKR,ADTINK,ADTOCC,AHGA,AHSCOL,AMARITL,AMJIND,AMJOCC,ARACE,AREORGN,ASEX,AUNMEM,AUNTYPE,AWKSTAT,CAPGAIN,GAPLOSS,DIVVAL,FILESTAT,GRINREG,GRINST,HHDFMX,HHDREL,MARSUPWRT,MIGMTR1,MIGMTR3,MIGMTR4,MIGSAME,MIGSUN,NOEMP,PARENT,PEFNTVTY,PEMNTVTY,PENATVTY,PRCITSHP,SEOTR,VETQVA,VETYN,WKSWORK,AHRSPAY,year,income
3, Private,4,3, High school graduate, Not in universe, Divorced, Construction, Executive admin and managerial, White, All other, Female, No, Not in universe, Children or Armed Forces,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,1433.34, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,1,20,0,94,-50000
3, Private,4,20, High school graduate, Not in universe, Married-civilian spouse present, Personal services except private HH, Other service, Black, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,15, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1013.08, Nonmover, Abroad, Abroad, Not in universe under 1 year old, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,52,0,94,-50000
41, Private,4,3, Bachelors degree(BA AB BS), Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Professional specialty, White, All other, Male, No, Not in universe, Children or Armed Forces,0,323,5, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1722.58, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,50,438,94, 50000+.
90, Private,4,3, 1st 2nd 3rd or 4th grade, Not in universe, Married-civilian spouse present, Agriculture, Professional specialty, White, Mexican (Mexicano), Female, Not in universe, Job loser - on layoff, Unemployed full-time,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,2520.1, Nonmover, Abroad, Not in universe, Not in universe under 1 year old, Not in universe,0, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,0,0,0,95,-50000
3, Private,41,3, Bachelors degree(BA AB BS), Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Professional specialty, White, All other, Male, Not in universe, Not in universe, Full-time schedules,,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,803.49, Nonmover, Abroad, Not in universe, Not in universe under 1 year old, Not in universe,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,0,95, 50000+.
3, Self-employed-not incorporated,4,3, 11th grade, Not in universe, Married-civilian spouse present, Transportation, Transportation and material moving, White, All other, Male, Not in universe, Not in universe, Full-time schedules,7298,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1788.4, MSA to MSA, Abroad, Not in universe, Not in universe under 1 year old, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,20,0,95,-50000
2, Private,17,10, High school graduate, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Adm support including clerical, White, All other, Male, Not in universe, Other job loser, Children or Armed Forces,0,2051,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1034.16, Nonmover, Nonmover, Nonmover, No, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,2,94,-50000
3, Not in universe,1,0, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1848.2, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
4, Private,32,3, High school graduate, Not in universe, Married-civilian spouse present, Wholesale trade, Sales, White, Mexican-American, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1000.33, MSA to MSA, Abroad, Not in universe, Not in universe under 1 year old, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,25,0,94,-50000
6, Not in universe,4,3, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican-American, Male, Not in universe, Not in universe, Children or Armed Forces,0,,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1339.61, Nonmover, Not in universe, Not in universe, Not in universe under 1 year old, Not in universe,0, Both parents present, Mexico, United-States, United-States, Native- Born in the United States,0, Not in universe,0,1,0,94,-50000
12, Not in universe,4,1, Some college but no degree, College or university, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,,0, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,2738.79, Nonmover, Nonmover, Nonmover, No, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
20, Not in universe,4,7, Some college but no degree, College or university, Never married, Not in universe or children, Not in universe, Asian or Pacific Islander, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,1902,0, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,1682.7, Nonmover, Nonmover, Nonmover, No, Not in universe,0, Not in universe, United-States, Italy, Taiwan, Foreign born- U S citizen by naturalization,0, Not in universe,0,0,0,94,-50000
3, Not in universe,4,3, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1239.35, Nonmover, Not in universe, Not in universe, Not in universe under 1 year old, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
5, Local government,4,23, High school graduate, Not in universe, Married-civilian spouse present, Education, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, PT for non-econ reasons usually FT,0,,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,420.65, Nonmover, Abroad, Not in universe, Not in universe under 1 year old, Not in universe,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,34,0,95,-50000
20, Private,17,10, High school graduate, Not in universe, Married-civilian spouse present, Retail trade, Adm support including clerical, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,2, Joint both under 65, Not in universe, Not in universe, Nonfamily householder, Householder,1827.04, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,2,94,-50000
3, Not in universe,4,3, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Midwest, Wyoming, Child <18 never marr not in subfamily, Child under 18 never married,2075.7, NonMSA to nonMSA, Same county, Same county, No, No,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
3, Not in universe,17,3, Children, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,2, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2075.7, Nonmover, Not in universe, Not in universe, Not in universe under 1 year old, Not in universe,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,1,0,94,-50000
3, Not in universe,3,3, 10th grade, Not in universe, Divorced, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Nonfamily householder, Householder,1184.87, Nonmover, Abroad, Not in universe, Not in universe under 1 year old, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
3, Not in universe,4,0, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2138.7, Nonmover, Not in universe, Not in universe, Not in universe under 1 year old, Not in universe,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
7, Not in universe,4,4, 10th grade, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both 65+, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1747.59, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,0,94,-50000
3, Private,42,26, High school graduate, Not in universe, Married-civilian spouse present, Medical except hospital, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,,15, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1743.8, Nonmover, Abroad, Not in universe, Not in universe under 1 year old, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
77, Not in universe,4,3, High school graduate, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,,,100, Joint both 65+, Not in universe, Not in universe, Spouse of householder, Spouse of householder,2037.18, Nonmover, Nonmover, Nonmover, Yes, Not in universe,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
24, Not in universe,3,3, Some college but no degree, College or university, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,,0,0, Nonfiler, Not in universe, Not in universe, Nonfamily householder, Householder,1743.8, Nonmover, Abroad, Not in universe, Not in universe under 1 year old, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
8, Not in universe,4,3, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,2, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2138.7, MSA to MSA, Not in universe, Not in universe, Not in universe under 1 year old, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,1,0,94,-50000
3, Not in universe,4,3, 9th grade, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican-American, Male, Not in universe, Not in universe, Children or Armed Forces,,0,0, Nonfiler, Not in universe, Not in universe, Householder, Householder,1682.7, Nonmover, Nonmover, Nonmover, No, Not in universe,0, Not in universe, Mexico, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
33, Not in universe,4,0, High school graduate, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,401,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1848.2, Nonmover, Abroad, Not in universe, Not in universe under 1 year old, Not in universe,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,1,50,0,95,-50000
6, Not in universe,0,3, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, West, West Virginia, Child under 18 of RP of unrel subfamily, Nonrelative of householder,1848.2, MSA to MSA, Different county same state, Different county same state, No, No,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
3, Not in universe,4,0, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2075.7, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,2,94,-50000
3, Not in universe,4,0, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,2, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2520.1, MSA to MSA, Not in universe, Not in universe, Not in universe under 1 year old, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,2,95,-50000
0, Not in universe,3,2, Some college but no degree, College or university, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,951.66, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, Portugal, Portugal, Portugal, Foreign born- Not a citizen of U S ,0, Not in universe,0,10,0,94,-50000
6, Not in universe,0,0, High school graduate, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,1700, Joint both 65+, Not in universe, Not in universe, Householder, Householder,2075.7, Nonmover, Nonmover, Nonmover, No, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,1,0,94,-50000
13, Not in universe,4,2, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1571.0, Nonmover, Not in universe, Not in universe, Not in universe under 1 year old, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,95,-50000
77, Not in universe,4,0, Some college but no degree, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,,1944,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,288.69, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,0,94,-50000
5, Private,9,2, Bachelors degree(BA AB BS), Not in universe, Married-civilian spouse present, Personal services except private HH, Professional specialty, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,2, Joint both under 65, Not in universe, Not in universe, Householder, Householder,288.69, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,1,0,0,94,-50000
3, Not in universe,4,0, Children, Not in universe, Never married, Not in universe or children, Not in universe, Other, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,2, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,624.21, Nonmover, Not in universe, Not in universe, Not in universe under 1 year old, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
3, Not in universe,4,2, Children, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1138.09, Nonmover, Abroad, Not in universe, Not in universe under 1 year old, Not in universe,0, Both parents present, Jamaica, United-States, United-States, Native- Born in the United States,0, Not in universe,0,1,0,94,-50000
1, Not in universe,3,3, Children, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,,2, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,253.62, Nonmover, Not in universe, Not in universe, Not in universe under 1 year old, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,1,2,95,-50000
3, Not in universe,4,3, Children, Not in universe, Never married, Not in universe or children, Not in universe, Other, Other Spanish, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,391.08, Nonmover, Not in universe, Not in universe, Not in universe under 1 year old, Not in universe,0, Both parents present, Columbia, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
5, Not in universe,0,10, 10th grade, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,,,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1225.38, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,1,0,94,-50000
3, Private,4,3, High school graduate, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Precision production craft & repair, White, All other, Male, Yes, Not in universe, Full-time schedules,0,0,2, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2002.87, Nonmover, Abroad, Abroad, Not in universe under 1 year old, Not in universe,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,25,0,95,-50000
1, Not in universe,3,3, High school graduate, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,2, Single, Not in universe, Not in universe, Other Rel 18+ ever marr not in subfamily, Other relative of householder,1788.4, Nonmover, Abroad, Not in universe, Not in universe under 1 year old, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,1,0,94,-50000
74, Not in universe,4,0, Masters degree(MA MS MEng MEd MSW MBA), Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, NA, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Householder, Householder,1990.46, NonMSA to nonMSA, Abroad, Not in universe, Not in universe under 1 year old, Not in universe,0, Not in universe, United-States, Italy, United-States, Native- Born in the United States,0, Not in universe,0,0,2,94,-50000
11, Self-employed-incorporated,4,6, 11th grade, Not in universe, Never married, Education, Professional specialty, White, All other, Female, Not in universe, Not in universe, Full-time schedules,,0,0, Single, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,803.49, Nonmover, Abroad, Not in universe, Not in universe under 1 year old, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,25,0,95,-50000
12, Private,20,4, Prof school degree (MD DDS DVM LLB JD), Not in universe, Never married, Medical except hospital, Professional specialty, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Other Rel 18+ never marr not in subfamily, Other relative of householder,1682.7, Nonmover, Abroad, Not in universe, Not in universe under 1 year old, Not in universe,1, Not in universe, Philippines, Philippines, Philippines, Foreign born- Not a citizen of U S ,0, Not in universe,0,0,0,95,-50000
0, Not in universe,4,2, High school graduate, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both 65+, Not in universe, Not in universe, Spouse of householder, Spouse of householder,634.16, Nonmover, Abroad, Not in universe, Not in universe under 1 year old, Not in universe,4, Not in universe, Italy, United-States, United-States, Native- Born in the United States,0, Not in universe,0,26,2,94,-50000
6, Private,4,2, Bachelors degree(BA AB BS), Not in universe, Never married, Social services, Professional specialty, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,2, Single, Not in universe, Not in universe, Secondary individual, Nonrelative of householder,2075.7, Nonmover, Abroad, Not in universe, Not in universe under 1 year old, Not in universe,0, Not in universe, Ireland, United-States, United-States, Native- Born in the United States,0, Not in universe,0,25,0,95,-50000
3, Private,41,3, Some college but no degree, Not in universe, Divorced, Hospital services, Technicians and related support, White, All other, Female, No, Not in universe, Children or Armed Forces,,0,0, Single, Not in universe, Not in universe, Householder, Householder,1380.37, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
7, Private,4,17, High school graduate, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Sales, White, All other, Female, No, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,2138.7, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, Scotland, Scotland, Scotland, Foreign born- Not a citizen of U S ,0, Not in universe,0,0,0,94,-50000
3, Private,4,2, Masters degree(MA MS MEng MEd MSW MBA), Not in universe, Married-civilian spouse present, Entertainment, Professional specialty, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,3382.69, Nonmover, Nonmover, Nonmover, Yes, Not in universe,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
6, Not in universe,4,2, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,2, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1237.55, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
2, Not in universe,4,0, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,2, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1433.34, Nonmover, Nonmover, Nonmover, No, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,10,0,94,-50000
45, Private,4,2, Masters degree(MA MS MEng MEd MSW MBA), Not in universe, Married-civilian spouse present, Retail trade, Professional specialty, Asian or Pacific Islander, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,253.62, Nonmover, Abroad, Not in universe, Not in universe under 1 year old, Not in universe,1, Not in universe, Taiwan, Taiwan, Taiwan, Foreign born- U S citizen by naturalization,0, Not in universe,0,34,0,94,-50000
3, State government,43,9, Masters degree(MA MS MEng MEd MSW MBA), Not in universe, Married-civilian spouse present, Education, Professional specialty, White, All other, Female, No, Not in universe, Children or Armed Forces,,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1605.47, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
6, Not in universe,4,0, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,868.55, Nonmover, Not in universe, Not in universe, Not in universe under 1 year old, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,1,0,94,-50000
11, Not in universe,4,3, High school graduate, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, Black, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,842.41, MSA to MSA, Abroad, Not in universe, Not in universe under 1 year old, Not in universe,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,0,95,-50000
