AAGE,ACLSWKR,ADTINK,ADTOCC,AHGA,AHSCOL,AMARITL,AMJIND,AMJOCC,ARACE,AREORGN,ASEX,AUNMEM,AUNTYPE,AWKSTAT,CAPGAIN,GAPLOSS,DIVVAL,FILESTAT,GRINREG,GRINST,HHDFMX,HHDREL,MARSUPWRT,MIGMTR1,MIGMTR3,MIGMTR4,MIGSAME,MIGSUN,NOEMP,PARENT,PEFNTVTY,PEMNTVTY,PENATVTY,PRCITSHP,SEOTR,VETQVA,VETYN,WKSWORK,AHRSPAY,year,income
7, Self-employed-not incorporated,,3, 9th grade, Not in universe, Married-civilian spouse present, Transportation, Transportation and material moving, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1788.4,,,, Not in universe under 1 year old,,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,,52,,95,-50000
, Private,2,3, Some college but no degree,, Married-civilian spouse present, Manufacturing-nondurable goods, Adm support including clerical, White, All other, Male, Not in universe, Other job loser, Children or Armed Forces,0,2051,0, Joint both under 65, Not in universe, Not in universe,, Householder,1934.1, Nonmover, Nonmover, Nonmover, Yes,,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,,4,0,94,-50000
9, Not in universe,4,2, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,873.2,, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,,0,94,-50000
1, Private,4,1, High school graduate, Not in universe, Married-civilian spouse present, Wholesale trade, Sales, White, Mexican-American, Male, Not in universe,, Full-time schedules,,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,610.1,,,, Not in universe under 1 year old,,0, Not in universe, United-States, United-States, United-States,,0, Not in universe,,12,0,95,-50000
, Not in universe,0,3, Children, Not in universe, Never married, Not in universe or children, Not in universe,, Mexican-American, Male, Not in universe, Not in universe,,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily,,846.51,,,, Not in universe under 1 year old,,0,, Mexico, United-States, United-States, Native- Born in the United States,, Not in universe,0,,0,,-50000
0, Not in universe,,, Some college but no degree, College or university, Never married, Not in universe or children,, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,, Nonmover, Nonmover, Nonmover, Yes, Not in universe,, Not in universe,, United-States, United-States, Native- Born in the United States,0, Not in universe,0,4,0,94,-50000
1, Not in universe,4,35, Some college but no degree, College or university, Never married, Not in universe or children, Not in universe, Asian or Pacific Islander,, Male, Not in universe, Not in universe, Children or Armed Forces,0,1602,0, Single, Not in universe, Not in universe,, Child 18 or older,2366.11, Nonmover, Nonmover, Nonmover, No, Not in universe,, Not in universe,,,, Foreign born- U S citizen by naturalization,0, Not in universe,,4,0,94,-50000
, Not in universe,4,0, Children, Not in universe, Never married, Not in universe or children, Not in universe,, All other, Female, Not in universe,,,,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1125.37,,,, Not in universe under 1 year old,,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,4,0,94,-50000
5, Local government,39,23, Bachelors degree(BA AB BS), Not in universe, Married-civilian spouse present, Education, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, PT for non-econ reasons usually FT,0,0,0, Joint both under 65, Not in universe, Not in universe,,,2170.93,,,, Not in universe under 1 year old,,,, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,,4,,95,-50000
1, Private,4,, High school graduate, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Adm support including clerical, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2854.04, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe,, United-States, United-States,,0, Not in universe,2,4,,94,-50000
, Not in universe,4,3, Children, Not in universe, Never married, Not in universe or children, Not in universe,, All other,, Not in universe, Not in universe, Children or Armed Forces,0,0,, Nonfiler, Midwest, Wyoming, Child <18 never marr not in subfamily, Child under 18 never married,249.9, MSA to nonMSA, Same county, Same county,, No,0,, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,,94,-50000
1, Not in universe,,3, Children,, Never married, Not in universe or children, Not in universe, Black,, Female, Not in universe, Not in universe,,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,491.77,,,,,,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,4,0,94,-50000
1, Not in universe,4,3, 10th grade, Not in universe, Divorced, Not in universe or children, Not in universe, Other,, Female, Not in universe, Not in universe, Not in labor force,,0,0, Nonfiler, Not in universe, Not in universe,, Householder,1788.4,,,, Not in universe under 1 year old,,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,,0,94,-50000
62, Not in universe,0,3,, Not in universe, Never married, Not in universe or children, Not in universe, White,, Female, Not in universe, Not in universe, Children or Armed Forces,0,,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,586.86,,,, Not in universe under 1 year old,,0, Mother only present, United-States, United-States,, Native- Born in the United States,0, Not in universe,0,5,0,94,-50000
1, Not in universe,,3, 10th grade, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe,, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both 65+, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1687.15, Nonmover, Nonmover, Nonmover, Yes, Not in universe,,, United-States, United-States, United-States, Native- Born in the United States,, Not in universe,,,0,94,
1, Private,4,, High school graduate, Not in universe,, Medical except hospital, Adm support including clerical, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1440.18,,,, Not in universe under 1 year old,,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,4,0,95,-50000
1, Not in universe,4,3,, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,, Joint both 65+, Not in universe, Not in universe, Spouse of householder, Spouse of householder,867.1,, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,,4,0,94,-50000
24, Not in universe,4,, Some college but no degree, College or university, Never married, Not in universe or children, Not in universe,, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Nonfamily householder, Householder,1474.56,,,,,,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,4,,94,-50000
8, Not in universe,,0,,, Never married, Not in universe or children,, White, All other,, Not in universe, Not in universe, Children or Armed Forces,0,0,, Nonfiler, Not in universe,, Child <18 never marr not in subfamily, Child under 18 never married,1806.39,,,, Not in universe under 1 year old,,6, Both parents present, United-States, United-States, United-States,,0, Not in universe,,4,0,95,-50000
, Not in universe,4,, 9th grade, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican-American, Male, Not in universe, Not in universe, Children or Armed Forces,,,0, Nonfiler, Not in universe, Not in universe, Householder, Householder,1788.4, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, Peru, United-States, United-States, Native- Born in the United States,0, Not in universe,2,4,0,94,-50000
, Not in universe,4,3,,, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1897.4,,,, Not in universe under 1 year old,,0,, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,12,,94,-50000
2,,4,8, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, West, West Virginia, Child under 18 of RP of unrel subfamily, Nonrelative of householder,689.53, MSA to MSA, Different county same state, Different county same state, No, No,, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,4,0,94,
, Not in universe,4,0, Children, Not in universe, Never married,, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,,,,, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 ever married,237.67,,, Nonmover, Yes, Not in universe,0,, United-States,, United-States, Native- Born in the United States,0, Not in universe,0,4,,94,-50000
7, Not in universe,,3, Children,, Never married, Not in universe or children, Not in universe, White, All other,, Not in universe,,,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,867.1,,,, Not in universe under 1 year old,,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,4,,,-50000
1, Not in universe,0,3, Some college but no degree, College or university, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,,,0, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,, Nonmover, Nonmover,, Yes, Not in universe,0, Not in universe,, Portugal, Portugal, Foreign born- Not a citizen of U S ,, Not in universe,0,4,0,,-50000
8, Not in universe,,3, High school graduate, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male,, Not in universe, Children or Armed Forces,,0,0, Joint both 65+, Not in universe, Not in universe, Householder, Householder,1416.7, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,, Not in universe,0,4,,94,
1, Not in universe,0,3, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,,,,, Not in universe under 1 year old,,0, Both parents present, United-States, United-States, United-States,,0, Not in universe,0,,0,,-50000
, Not in universe,4,0, Some college but no degree,, Widowed, Not in universe or children, Not in universe, White,,, Not in universe, Not in universe, Children or Armed Forces,,1944,1464, Single, Not in universe, Not in universe, Nonfamily householder, Householder,448.21, Nonmover, Nonmover, Nonmover,,,0, Not in universe,, United-States, United-States, Native- Born in the United States,, Not in universe,,4,0,94,
, Private,30,,, Not in universe, Married-civilian spouse present, Personal services except private HH, Adm support including clerical, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe,, Householder,, Nonmover, Nonmover, Nonmover, No, Not in universe,0, Not in universe, United-States,, United-States, Native- Born in the United States,0,,0,52,0,94,-50000
1, Not in universe,4,2, Children,, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2229.69,,,, Not in universe under 1 year old,,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,,,,,-50000
, Not in universe,4,0, Children, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces,?,0,, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1913.57,,,,,,, Both parents present,,, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
10, Not in universe,,0, Children, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,370.89,,,, Not in universe under 1 year old,,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0,,0,4,0,95,-50000
, Not in universe,38,0, Children, Not in universe, Never married, Not in universe or children, Not in universe, Other, Other Spanish, Male, Not in universe, Not in universe, Children or Armed Forces,,,, Nonfiler, Not in universe,,, Child under 18 never married,491.77,,,, Not in universe under 1 year old,,0, Both parents present, Columbia, Puerto-Rico, United-States, Native- Born in the United States,, Not in universe,0,0,0,95,-50000
1, Not in universe,4,, 10th grade, Not in universe, Never married,, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,,, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1125.93, Nonmover, Nonmover, Nonmover, No, Not in universe,, Both parents present, United-States, United-States, United-States, Native- Born in the United States,, Not in universe,0,4,0,94,-50000
43, Private,4,3, Associates degree-occup /vocational, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Precision production craft & repair, White, All other, Male, Yes, Not in universe, Full-time schedules,,0,0, Joint both under 65,,, Householder, Householder,,,,, Not in universe under 1 year old,,, Not in universe, United-States, United-States, United-States, Native- Born in the United States,, Not in universe,2,52,500,95,-50000
1, Not in universe,4,, High school graduate, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Single, Not in universe, Not in universe, Other Rel 18+ ever marr not in subfamily, Other relative of householder,,,,, Not in universe under 1 year old,,, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,,0,,95,-50000
,,0,3, Masters degree(MA MS MEng MEd MSW MBA), Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White,, Male,, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Householder, Householder,1679.7,,,, Not in universe under 1 year old,,, Not in universe, Italy, Italy, United-States, Native- Born in the United States,0, Not in universe,2,4,0,94,-50000
17, Self-employed-incorporated,16,3, 11th grade, High school, Never married, Manufacturing-durable goods, Adm support including clerical, White, All other, Female, Not in universe,, Full-time schedules,0,,0, Single, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,249.9,,,, Not in universe under 1 year old,,2, Both parents present,, United-States, United-States,,0, Not in universe,0,36,,,-50000
3, Private,42,, Prof school degree (MD DDS DVM LLB JD), Not in universe, Never married, Medical except hospital, Professional specialty, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Full-time schedules,,0,, Single, Not in universe, Not in universe, Other Rel 18+ never marr not in subfamily, Other relative of householder,2246.27,,,,,,0, Not in universe, Philippines, Philippines,, Foreign born- Not a citizen of U S ,, Not in universe,0,12,0,94,
0, Not in universe,4,, High school graduate, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White,, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both 65+, Not in universe, Not in universe, Spouse of householder,,867.1,,,, Not in universe under 1 year old,,0, Not in universe, Italy, United-States, United-States,,0, Not in universe,,4,,94,-50000
35,,44,12, Bachelors degree(BA AB BS), Not in universe, Never married, Social services,, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,,0,, Not in universe, Not in universe, Secondary individual, Nonrelative of householder,1125.93,,,, Not in universe under 1 year old,,0,, Ireland, United-States, United-States,,0, Not in universe,2,52,0,94,-50000
62, Private,41,1, Some college but no degree, Not in universe, Divorced, Hospital services,, White, All other, Female, No, Not in universe, Children or Armed Forces,,,0,, Not in universe, Not in universe, Householder, Householder,826.7, Nonmover, Nonmover, Nonmover, Yes, Not in universe,, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,,12,1063,94,-50000
1, Private,,1,, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Sales, White, All other, Female, No,, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe,, Spouse of householder,1062.4, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, Scotland,, Scotland, Foreign born- Not a citizen of U S ,0,,0,0,0,94,-50000
, Private,,3, Masters degree(MA MS MEng MEd MSW MBA), Not in universe, Married-civilian spouse present, Entertainment, Executive admin and managerial, White, All other,,, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,249.9, Nonmover, Nonmover, Nonmover, Yes, Not in universe,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,0,5,0,94,-50000
6, Not in universe,4,3, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe,, Children or Armed Forces,0,,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,675.56, Nonmover, Nonmover, Nonmover,,,2, Both parents present, United-States, United-States, United-States,,0, Not in universe,0,0,,94,-50000
2, Not in universe,4,3, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1743.8, Nonmover, Nonmover, Nonmover,, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,, Not in universe,,4,0,94,-50000
, Private,,3, Masters degree(MA MS MEng MEd MSW MBA),, Married-civilian spouse present, Social services, Professional specialty, Asian or Pacific Islander, All other,, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1125.93,,,, Not in universe under 1 year old,,, Not in universe, China, Taiwan, Taiwan, Foreign born- U S citizen by naturalization,, Not in universe,,4,0,,-50000
1, State government,43,3, Masters degree(MA MS MEng MEd MSW MBA), Not in universe, Married-civilian spouse present, Education, Professional specialty, White, All other, Female, Not in universe, Not in universe,,,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,370.89, Nonmover, Nonmover, Nonmover, Yes, Not in universe,, Not in universe, United-States,, United-States, Native- Born in the United States,2, Not in universe,0,52,0,94,-50000
3, Not in universe,4,3, Children, Not in universe, Never married,, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1556.51,,,, Not in universe under 1 year old,,0, Both parents present, United-States,, United-States, Native- Born in the United States,0,,,4,0,95,-50000
,,4,, High school graduate, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,826.7,,,, Not in universe under 1 year old,,0, Not in universe, United-States, United-States,, Native- Born in the United States,0,,,,0,95,-50000
4, Private,19,31, Associates degree-occup /vocational, Not in universe, Married-civilian spouse present, Personal services except private HH, Other service, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,, Joint both under 65,, North Dakota, Child 18+ spouse of subfamily RP, Child 18 or older,313.81, NonMSA to MSA, Different county same state, Different county same state,, Yes,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,,4,0,94,-50000
4,,,, Some college but no degree, Not in universe, Never married,, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe,, Nonfamily householder, Householder,1640.84,,,, Not in universe under 1 year old,,, Not in universe, United-States, United-States,, Native- Born in the United States,0, Not in universe,2,4,0,94,-50000
1, Private,30,3, 10th grade, High school, Never married, Retail trade, Other service, White, All other,, Not in universe,, Children or Armed Forces,,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,826.7, Nonmover,, Nonmover,, Not in universe,, Both parents present, United-States, United-States, United-States,,0, Not in universe,0,,0,94,-50000
1,,,0, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe,, Child <18 never marr not in subfamily, Child under 18 never married,964.18,,,, Not in universe under 1 year old,,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,,0,95,-50000
7, Not in universe,,, Bachelors degree(BA AB BS), Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,4000,, Not in universe, Not in universe, Householder, Householder,1743.8,,,, Not in universe under 1 year old,,0, Not in universe, United-States,, United-States, Native- Born in the United States,0, No,1,4,,95,-50000
1, Not in universe,,?, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican-American, Male, Not in universe, Not in universe, Children or Armed Forces,0,,75, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 ever married,, Nonmover, Nonmover, Nonmover, Yes, Not in universe,, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,0,94,-50000
3, Not in universe,0,3, Children, Not in universe, Never married, Not in universe or children, Not in universe, White,, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,663.18,,,, Not in universe under 1 year old,,, Both parents present,, United-States, United-States, Native- Born in the United States,0, Not in universe,0,?,0,94,-50000
18, Private,2,41, High school graduate, Not in universe, Never married, Business and repair services, Handlers equip cleaners etc , White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Nonfiler, Not in universe, Not in universe, Secondary individual, Nonrelative of householder,,,,, Not in universe under 1 year old,,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,, Not in universe,0,,0,94,-50000
3, Not in universe,4,0, Children, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican (Mexicano),, Not in universe, Not in universe, Children or Armed Forces,,,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,202.83,,,, Not in universe under 1 year old,,, Both parents present, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0,,0,0,0,,-50000
