age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
30,Private,27834,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,,0,30,United-States,<=50K
30,Private,48087,HS-grad,1,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,,37,United-States,<=50K
34,Private,192290,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,>50K.
21,Private,278254,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,United-States,>50K
27,Private,96635,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,34,United-States,<=50K
30,Private,21906,HS-grad,1,Never-married,Craft-repair,Own-child,Black,Male,0,0,30,United-States,<=50K.
34,Private,21906,Some-college,5,Never-married,Sales,Not-in-family,White,Male,0,0,36,United-States,>50K
34,Private,82049,HS-grad,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,>50K
40,Private,239284,HS-grad,1,Married-civ-spouse,Craft-repair,Wife,White,Female,0,,34,United-States,<=50K.
30,Private,25139,HS-grad,1,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
20,Private,35032,HS-grad,1,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,<=50K
30,Private,76860,Prof-school,5,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K.
32,State-gov,171351,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,168,0,40,United-States,<=50K.
30,Private,124744,Some-college,1,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,,30,United-States,<=50K
30,Self-emp-not-inc,133126,HS-grad,4,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,24,United-States,>50K.
30,State-gov,21906,Bachelors,1,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,36,United-States,>50K
30,Private,46743,Bachelors,3,Never-married,Prof-specialty,Not-in-family,White,Male,,0,40,United-States,<=50K
50,Local-gov,153674,HS-grad,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,,40,United-States,>50K
31,Private,289653,HS-grad,5,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,3818,0,40,United-States,>50K.
61,Private,90533,Some-college,8,Divorced,Other-service,Not-in-family,White,Female,,0,34,United-States,<=50K
30,Private,31606,Some-college,1,Widowed,Sales,Unmarried,White,Female,2407,0,20,United-States,>50K
30,Self-emp-not-inc,21906,Prof-school,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,,0,60,United-States,>50K
39,Private,35945,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,34,United-States,<=50K
32,Private,360814,Bachelors,1,Never-married,Exec-managerial,Own-child,White,Male,0,,50,United-States,<=50K.
57,Private,183610,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,4014,0,30,United-States,>50K
33,Private,156745,Some-college,2,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,30,United-States,>50K
37,Private,239284,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,20,United-States,<=50K
32,Private,95639,Prof-school,5,Married-civ-spouse,Adm-clerical,Wife,White,Female,15024,0,30,United-States,>50K.
30,Private,21906,Some-college,1,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,36,United-States,>50K
20,Private,21906,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,168,0,50,United-States,>50K
90,Private,99179,9th,4,Never-married,Adm-clerical,Not-in-family,White,Female,,0,30,United-States,<=50K
33,State-gov,98141,Some-college,7,Married-civ-spouse,Protective-serv,Husband,White,Male,168,0,38,United-States,<=50K
32,Private,93579,HS-grad,1,Separated,Sales,Unmarried,Black,Female,0,0,30,United-States,<=50K.
35,Private,81259,12th,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
30,Private,43535,Masters,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,168,0,34,United-States,>50K
32,Private,47151,Some-college,6,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,168,0,34,United-States,<=50K
35,Private,99179,Some-college,3,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K
62,State-gov,76860,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,,30,United-States,>50K
53,Private,122018,HS-grad,1,Widowed,Tech-support,Not-in-family,White,Male,376,0,30,United-States,>50K.
29,Private,27834,7th-8th,1,Divorced,Other-service,Not-in-family,White,Male,,0,39,United-States,<=50K
41,Private,321403,HS-grad,1,Divorced,Other-service,Not-in-family,White,Male,,,30,United-States,<=50K
30,Private,215797,Some-college,3,Never-married,Other-service,Not-in-family,White,Female,0,,34,United-States,<=50K
39,Private,93579,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K.
39,Private,25139,Some-college,1,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
33,Private,24712,12th,6,Never-married,Craft-repair,Unmarried,White,Male,0,0,30,United-States,<=50K
23,Private,212793,HS-grad,4,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,>50K
34,Self-emp-not-inc,24712,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,39,United-States,>50K.
50,Private,47151,HS-grad,1,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,34,United-States,<=50K
42,Private,21906,9th,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,961,0,40,United-States,<=50K
31,Private,25139,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,953,0,33,United-States,>50K
37,Self-emp-inc,21906,Bachelors,3,Married-civ-spouse,Exec-managerial,Wife,White,Female,2407,0,30,United-States,>50K.
32,Local-gov,152373,Assoc-acdm,1,Divorced,Exec-managerial,Not-in-family,Black,Female,2407,0,30,United-States,<=50K
49,Private,27834,HS-grad,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K
30,Private,98141,Some-college,1,Widowed,Other-service,Not-in-family,White,Female,,0,34,United-States,>50K.
31,State-gov,99179,HS-grad,1,Never-married,Other-service,Own-child,White,Female,0,0,21,United-States,<=50K
37,Federal-gov,173944,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,30,Philippines,>50K
34,Private,21906,Bachelors,4,Divorced,Sales,Not-in-family,White,Female,,1408,30,United-States,<=50K
32,Private,212793,Bachelors,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
30,Private,212028,HS-grad,1,Married-civ-spouse,Sales,Husband,Black,Male,0,0,30,United-States,<=50K
31,Private,35032,HS-grad,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,953,0,30,United-States,>50K
40,Private,46743,Some-college,1,Married-civ-spouse,Prof-specialty,Wife,White,Female,174,0,25,United-States,>50K
40,Private,86723,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,30,United-States,<=50K.
36,Private,95639,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
29,Private,53707,HS-grad,1,Divorced,Tech-support,Not-in-family,Black,Male,114,,30,United-States,>50K
18,Private,35032,HS-grad,1,Never-married,Craft-repair,Not-in-family,White,Male,0,0,33,United-States,>50K
35,Private,35032,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,>50K
30,Private,35945,10th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
32,Private,25139,HS-grad,1,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
34,Private,21906,Bachelors,3,Separated,Machine-op-inspct,Not-in-family,Black,Male,,0,40,United-States,>50K
18,Local-gov,35945,9th,1,Never-married,Protective-serv,Own-child,White,Male,,0,34,United-States,<=50K
31,Private,130389,10th,1,Never-married,Other-service,Own-child,White,Male,0,0,36,Scotland,>50K
30,Private,198660,Assoc-acdm,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,>50K.
17,Private,25139,11th,1,Never-married,Craft-repair,Own-child,White,Male,376,0,32,United-States,<=50K.
34,Private,198216,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
30,State-gov,70919,HS-grad,7,Divorced,Other-service,Not-in-family,Black,Female,0,0,30,United-States,<=50K
27,Private,27834,5th-6th,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,,39,Mexico,<=50K.
35,Self-emp-inc,76860,HS-grad,1,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,0,,21,India,<=50K.
37,Self-emp-inc,31606,10th,4,Never-married,Sales,Own-child,White,Male,0,,30,United-States,<=50K
30,Private,93208,Some-college,4,Divorced,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,<=50K
31,Private,25139,Bachelors,1,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,>50K
40,Private,99179,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
30,Private,115289,HS-grad,4,Married-civ-spouse,Sales,Husband,White,Male,594,0,30,United-States,>50K
34,Private,198216,HS-grad,1,Never-married,Machine-op-inspct,Not-in-family,Black,Male,,0,50,United-States,<=50K.
32,Private,243190,9th,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,36,United-States,>50K
30,Self-emp-inc,173504,Some-college,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K.
37,Private,82699,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Female,0,2339,30,United-States,<=50K
30,Private,173944,HS-grad,1,Never-married,Other-service,Own-child,Black,Male,376,0,33,United-States,>50K
31,Private,43535,Bachelors,3,Never-married,Prof-specialty,Own-child,Black,Female,,,30,United-States,<=50K
36,Private,104052,HS-grad,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,442,,30,United-States,>50K.
30,Local-gov,190273,HS-grad,4,Never-married,Protective-serv,Not-in-family,White,Male,0,0,30,United-States,<=50K
30,Self-emp-not-inc,171351,Bachelors,3,Married-civ-spouse,Sales,Husband,White,Male,,,30,United-States,>50K.
30,Private,98141,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,10520,0,30,United-States,>50K
35,Private,360814,9th,5,Divorced,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
53,Private,70668,9th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,>50K
30,Private,152307,10th,1,Never-married,Craft-repair,Own-child,White,Male,0,,30,United-States,<=50K
34,Private,24712,Bachelors,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,34,United-States,<=50K
34,Private,173504,HS-grad,1,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,>50K
30,Private,282313,Some-college,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37,Mexico,<=50K.
30,Private,35945,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,35,United-States,<=50K.
30,Private,98141,Some-college,4,Widowed,Sales,Not-in-family,White,Female,0,0,34,United-States,<=50K
57,Private,163003,5th-6th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,174,,30,United-States,<=50K
29,Private,21906,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,,32,United-States,<=50K
34,Private,76860,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,34,Mexico,<=50K
60,Self-emp-not-inc,116621,HS-grad,1,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K.
38,Private,113182,HS-grad,1,Never-married,Adm-clerical,Own-child,White,Female,,0,30,United-States,>50K
40,Private,239256,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,174,0,30,United-States,>50K
36,Private,234328,Masters,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,442,0,40,United-States,>50K.
32,Private,206354,HS-grad,1,Never-married,Other-service,Unmarried,Black,Female,0,0,30,United-States,>50K
30,Private,210452,11th,1,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,30,United-States,<=50K
57,Private,133126,Some-college,1,Never-married,Craft-repair,Not-in-family,Black,Female,0,,34,United-States,<=50K
30,Private,104052,HS-grad,1,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,1741,30,United-States,<=50K
30,Federal-gov,183802,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,1887,36,United-States,>50K
35,Private,82049,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,45,United-States,>50K
39,Private,173504,Some-college,3,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
30,Private,190273,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
37,Private,133963,Bachelors,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024,0,30,United-States,>50K.
30,Private,113182,HS-grad,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,>50K
90,Private,99374,HS-grad,1,Never-married,Craft-repair,Not-in-family,White,Female,0,0,34,United-States,<=50K
35,Private,93579,Assoc-acdm,2,Divorced,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,<=50K.
38,Private,35945,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,4014,0,35,United-States,<=50K
40,Self-emp-not-inc,24712,9th,1,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,34,Haiti,>50K.
30,Private,43535,HS-grad,5,Married-civ-spouse,Craft-repair,Husband,White,Male,168,0,40,United-States,<=50K
33,Local-gov,113182,HS-grad,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,>50K
37,Self-emp-not-inc,99374,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,,30,United-States,<=50K
35,Private,99179,9th,4,Widowed,Adm-clerical,Unmarried,White,Female,0,0,28,United-States,<=50K
30,Private,35032,HS-grad,9,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0,0,34,United-States,<=50K
22,Private,86723,Some-college,1,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,20,United-States,<=50K
30,Local-gov,48087,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,,40,United-States,>50K
34,Private,152307,HS-grad,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,55,United-States,>50K
60,Private,70037,7th-8th,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,53,United-States,>50K
33,Private,107302,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,168,0,30,Cuba,<=50K
19,Private,48413,10th,1,Never-married,Handlers-cleaners,Own-child,White,Male,0,,30,United-States,>50K
30,Private,27834,HS-grad,4,Divorced,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,>50K
53,Private,24712,Assoc-voc,1,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,34,United-States,>50K
35,Private,99179,HS-grad,4,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,30,United-States,>50K
28,Private,86723,Some-college,1,Never-married,Exec-managerial,Own-child,White,Male,0,,30,United-States,<=50K
30,Private,181165,HS-grad,4,Divorced,Adm-clerical,Not-in-family,White,Female,0,1848,30,United-States,<=50K.
30,Private,212028,Bachelors,1,Married-civ-spouse,Sales,Husband,Black,Male,0,,39,United-States,>50K
34,Private,234738,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
30,Private,25139,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,,40,United-States,<=50K
30,Private,25139,HS-grad,9,Divorced,Transport-moving,Other-relative,White,Male,0,0,30,United-States,<=50K.
30,Self-emp-not-inc,215797,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,37,Mexico,>50K
34,Private,65802,Bachelors,1,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
40,Private,70668,9th,1,Divorced,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,<=50K
43,Self-emp-not-inc,25139,1st-4th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,,34,Mexico,<=50K
29,Private,35032,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,,34,United-States,<=50K
30,Private,569761,HS-grad,5,Married-civ-spouse,Transport-moving,Husband,White,Male,,0,40,Columbia,<=50K.
30,State-gov,21906,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,114,0,30,United-States,>50K
30,Private,171351,Some-college,1,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K.
31,Private,53707,HS-grad,4,Never-married,Adm-clerical,Own-child,Other,Female,,0,35,United-States,<=50K
30,Local-gov,27834,10th,6,Never-married,Craft-repair,Own-child,Black,Male,,0,30,United-States,<=50K.
34,Private,21906,HS-grad,4,Divorced,Transport-moving,Not-in-family,White,Male,0,0,30,United-States,<=50K
30,Private,171968,9th,1,Never-married,Transport-moving,Own-child,White,Male,,0,30,United-States,<=50K
65,Private,35945,Some-college,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
34,Self-emp-not-inc,31606,HS-grad,4,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,30,United-States,<=50K
32,Private,343591,HS-grad,4,Never-married,Other-service,Unmarried,Black,Male,114,0,38,United-States,<=50K
35,Private,217414,HS-grad,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,961,0,30,United-States,>50K.
30,Private,294466,HS-grad,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
30,State-gov,117618,Masters,7,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,30,Haiti,<=50K
30,State-gov,27834,HS-grad,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,,30,United-States,<=50K
30,Private,382499,HS-grad,1,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,>50K
60,Private,181165,Bachelors,1,Married-civ-spouse,Sales,Husband,White,Male,0,,34,United-States,<=50K
34,Private,82049,Doctorate,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,>50K.
38,Private,27834,11th,1,Never-married,Adm-clerical,Own-child,White,Female,0,0,37,United-States,<=50K
32,Private,82699,9th,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,46,United-States,>50K
30,Private,70919,Masters,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,>50K
24,Private,21906,9th,1,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,29,Mexico,<=50K
38,Private,43535,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,,20,United-States,<=50K
40,Private,48087,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,36,United-States,>50K
42,Federal-gov,27834,Bachelors,15,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,United-States,<=50K
30,State-gov,48413,Masters,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,953,0,42,United-States,>50K
42,Private,171351,HS-grad,8,Never-married,Exec-managerial,Not-in-family,White,Male,116,0,50,Mexico,>50K
22,Private,98141,11th,1,Separated,Craft-repair,Not-in-family,White,Male,,0,30,United-States,<=50K
30,Private,444554,Some-college,1,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,39,United-States,<=50K.
30,Private,93208,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,,30,United-States,>50K
32,Private,183802,Assoc-voc,4,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
30,Private,76860,9th,1,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,30,United-States,>50K.
64,Private,27834,1st-4th,1,Divorced,Priv-house-serv,Not-in-family,White,Female,,0,30,United-States,>50K
30,Private,282313,HS-grad,6,Never-married,Other-service,Other-relative,White,Male,,0,34,United-States,<=50K
20,Self-emp-not-inc,27834,7th-8th,1,Married-civ-spouse,Farming-fishing,Husband,Other,Male,,0,50,United-States,<=50K.
39,Private,21906,Some-college,1,Separated,Adm-clerical,Not-in-family,White,Female,,,45,United-States,>50K
50,Private,178449,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,33,United-States,>50K
40,Private,171351,HS-grad,4,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,34,United-States,<=50K
28,Private,35945,5th-6th,1,Never-married,Farming-fishing,Unmarried,Black,Male,,,30,Mexico,<=50K.
44,Private,152307,HS-grad,1,Never-married,Other-service,Unmarried,White,Male,0,,30,United-States,<=50K
30,Self-emp-inc,172281,Bachelors,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,>50K
34,Private,233681,HS-grad,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K.
30,Private,289653,Assoc-voc,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,34,United-States,<=50K
35,Private,70668,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,34,United-States,<=50K
30,Private,21906,HS-grad,4,Married-civ-spouse,Craft-repair,Husband,White,Male,168,0,50,United-States,>50K
30,Private,35032,Some-college,1,Never-married,Sales,Not-in-family,Black,Female,0,,35,United-States,<=50K
62,Private,83880,Assoc-acdm,12,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
45,Private,81259,Some-college,1,Never-married,Craft-repair,Not-in-family,Other,Male,0,,30,United-States,<=50K
37,Self-emp-inc,82049,Assoc-acdm,4,Separated,Exec-managerial,Unmarried,Black,Male,0,,30,United-States,<=50K
30,Local-gov,84774,Bachelors,1,Married-civ-spouse,Protective-serv,Husband,White,Male,0,,40,United-States,<=50K.
30,Private,24712,7th-8th,1,Widowed,Other-service,Unmarried,White,Female,0,,30,United-States,>50K.
30,Private,48087,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,30,United-States,>50K
30,Private,171968,Assoc-acdm,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37,United-States,<=50K.
35,Private,35945,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,Other,Male,961,0,30,United-States,<=50K
30,Private,27834,Assoc-acdm,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,Puerto-Rico,<=50K
30,Private,239256,HS-grad,1,Never-married,Craft-repair,Other-relative,White,Male,0,0,30,United-States,<=50K.
32,Private,181165,HS-grad,6,Divorced,Other-service,Other-relative,Other,Male,0,0,30,United-States,>50K
30,Private,31606,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,,0,30,United-States,<=50K
20,Private,215797,HS-grad,5,Never-married,Craft-repair,Other-relative,White,Male,0,0,36,United-States,>50K
32,Private,282313,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
47,Self-emp-not-inc,93208,HS-grad,1,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,Italy,<=50K
