age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
31,admin.,single,tertiary,no,516,no,no,cellular,5,jun,227,1,-1,0,failure,no
42,management,married,tertiary,no,2220,yes,no,cellular,30,nov,10,2,-1,0,other,no
33,services,married,secondary,no,-329,yes,no,cellular,9,apr,113,1,-1,0,failure,no
34,blue-collar,divorced,secondary,no,16,no,no,cellular,15,may,228,2,97,1,other,no
30,management,single,tertiary,no,1696,no,no,cellular,1,aug,25,9,74,3,failure,no
20,retired,married,secondary,no,208,no,no,cellular,1,jul,70,2,91,0,failure,no
45,unemployed,divorced,primary,yes,-249,yes,no,cellular,11,jul,98,1,-1,0,failure,no
25,technician,married,secondary,no,4,no,yes,cellular,22,jul,156,1,-1,0,failure,no
36,technician,divorced,tertiary,no,-317,yes,no,cellular,1,may,11,3,-1,0,failure,no
58,admin.,married,secondary,no,15,yes,no,telephone,29,jul,61,1,-1,0,other,yes
32,admin.,married,secondary,no,1974,no,no,cellular,30,may,104,1,35,0,other,no
53,blue-collar,married,secondary,no,-162,yes,no,cellular,11,jul,81,1,-1,1,failure,no
36,self-employed,married,tertiary,no,794,no,no,cellular,17,nov,78,1,-1,1,failure,no
55,management,married,secondary,no,53,no,no,cellular,18,jul,23,1,-1,0,failure,no
23,management,married,tertiary,no,692,no,no,cellular,20,oct,118,1,-1,1,failure,no
50,management,divorced,tertiary,no,1349,yes,no,cellular,28,jan,23,1,35,0,other,no
55,technician,married,secondary,no,517,yes,yes,cellular,19,mar,26,1,-1,0,failure,no
37,admin.,single,secondary,no,1066,yes,no,cellular,2,may,83,1,35,0,failure,no
23,technician,single,secondary,yes,1150,yes,yes,cellular,6,jul,66,2,-1,1,failure,no
60,management,married,primary,no,21,no,no,telephone,14,jul,13,1,-1,0,failure,no
56,blue-collar,married,secondary,no,881,yes,no,cellular,14,may,3,1,35,0,failure,no
48,blue-collar,divorced,secondary,no,2071,no,no,cellular,14,may,17,1,-1,1,failure,no
23,management,married,tertiary,no,1,no,no,cellular,14,sep,155,1,-1,0,failure,no
20,blue-collar,single,secondary,no,1,yes,no,cellular,6,may,500,3,91,0,failure,no
20,blue-collar,married,secondary,no,1299,yes,no,cellular,25,may,104,3,34,0,failure,no
20,student,single,primary,no,3238,no,no,telephone,28,aug,237,1,-1,0,other,no
36,management,single,tertiary,no,1,no,no,cellular,21,may,3,1,-1,0,failure,no
22,self-employed,single,secondary,no,78,yes,no,cellular,9,may,825,1,180,1,failure,no
20,management,married,tertiary,no,1,yes,no,cellular,1,jun,3,2,-1,0,failure,no
20,retired,divorced,secondary,no,4380,yes,no,cellular,8,sep,369,1,35,0,failure,yes
35,self-employed,single,tertiary,no,94,no,no,cellular,6,jul,29,4,15,0,failure,no
35,admin.,single,tertiary,no,777,no,yes,cellular,28,mar,85,1,35,0,other,no
33,blue-collar,single,secondary,no,212,yes,no,cellular,14,may,123,1,370,3,other,no
37,blue-collar,married,primary,no,461,yes,no,cellular,30,mar,3,2,-1,0,other,no
35,technician,married,secondary,no,2189,no,no,cellular,5,nov,256,2,35,0,failure,no
20,technician,married,secondary,no,2152,yes,no,cellular,1,may,155,2,-1,1,failure,no
37,management,married,tertiary,yes,0,no,no,cellular,11,nov,44,1,123,2,failure,no
22,management,married,tertiary,no,1,yes,yes,cellular,30,may,255,1,-1,0,other,no
41,blue-collar,divorced,primary,no,210,yes,no,telephone,13,oct,238,1,35,1,failure,no
20,admin.,married,secondary,no,1,no,no,cellular,27,jul,24,1,35,1,other,no
20,blue-collar,married,secondary,no,1,yes,no,cellular,8,may,102,1,91,1,failure,no
23,blue-collar,divorced,secondary,no,522,no,no,cellular,8,jul,559,1,-1,0,failure,no
38,admin.,married,secondary,no,3190,yes,no,cellular,1,jun,3,2,-1,7,failure,no
20,technician,single,tertiary,no,257,yes,no,cellular,2,jul,183,1,-1,0,failure,no
20,admin.,single,secondary,no,17,no,no,cellular,26,mar,475,1,-1,0,failure,no
30,management,single,tertiary,no,91,no,yes,cellular,1,jul,179,2,-1,1,failure,no
20,technician,married,secondary,no,2055,yes,no,cellular,16,mar,113,4,-1,1,failure,no
22,management,married,tertiary,no,692,no,no,cellular,1,aug,30,1,91,7,failure,yes
20,blue-collar,married,primary,no,61,yes,no,telephone,8,mar,10,5,-1,1,failure,no
20,services,married,secondary,no,701,yes,no,cellular,8,may,114,1,-1,0,failure,no
43,management,divorced,tertiary,no,3,no,yes,cellular,28,jun,3,1,35,0,other,no
29,management,single,tertiary,no,1,no,no,cellular,6,aug,174,1,91,0,failure,no
31,blue-collar,married,primary,no,-454,no,yes,cellular,28,may,861,2,35,0,other,no
27,technician,single,secondary,no,1359,no,no,telephone,25,jul,99,1,35,0,failure,no
37,entrepreneur,married,secondary,no,503,yes,no,cellular,20,may,156,1,89,0,failure,no
24,entrepreneur,married,tertiary,no,351,no,no,cellular,4,jul,364,4,-1,0,failure,no
49,management,single,tertiary,no,1040,no,no,cellular,10,mar,96,1,-1,0,failure,no
32,management,single,tertiary,no,1,no,no,telephone,3,dec,3,1,-1,0,success,no
33,technician,single,secondary,no,1,no,no,cellular,7,aug,341,2,-1,8,success,yes
36,technician,divorced,secondary,no,16,no,no,cellular,6,jul,9,2,-1,1,failure,no
20,blue-collar,married,primary,no,1,yes,no,cellular,29,jan,49,2,255,2,other,no
37,blue-collar,married,secondary,no,643,yes,no,cellular,10,jun,10,3,-1,0,failure,no
27,admin.,single,secondary,no,6,yes,no,cellular,16,may,156,2,-1,0,other,no
35,services,married,secondary,no,1995,no,no,cellular,17,apr,97,2,106,1,other,no
46,management,married,tertiary,no,79,yes,no,cellular,1,feb,90,1,91,0,failure,no
25,services,single,secondary,no,5,yes,no,cellular,10,mar,156,2,-1,0,failure,no
29,blue-collar,single,secondary,no,15,yes,no,cellular,1,may,3,1,35,3,failure,no
20,blue-collar,married,secondary,no,33,no,no,cellular,2,may,120,1,-1,0,failure,no
35,management,married,tertiary,no,131,yes,no,cellular,1,nov,84,1,-1,0,success,no
32,technician,married,secondary,no,2,yes,yes,cellular,8,jul,143,1,-1,0,failure,no
29,retired,married,secondary,no,3,no,yes,cellular,25,jul,468,1,-1,0,failure,no
57,blue-collar,married,primary,no,369,no,no,cellular,28,aug,161,4,35,1,other,no
31,admin.,married,secondary,no,17,no,no,cellular,1,feb,8,2,-1,0,failure,no
30,blue-collar,married,primary,no,36,yes,no,cellular,13,jul,3,1,35,1,failure,no
20,blue-collar,married,secondary,no,103,yes,no,cellular,18,jun,48,3,-1,1,failure,no
31,management,single,tertiary,no,163,no,no,cellular,6,sep,335,3,94,2,success,no
26,housemaid,married,primary,no,118,no,no,cellular,8,jul,416,4,35,0,failure,no
27,technician,single,secondary,no,1742,yes,no,cellular,6,may,787,1,-1,1,failure,yes
39,unemployed,married,primary,no,7005,no,no,cellular,1,jul,429,5,184,3,success,yes
55,blue-collar,married,secondary,no,1,yes,no,cellular,12,jun,33,2,35,0,failure,no
29,admin.,married,secondary,no,53,no,no,cellular,12,jun,3,2,91,0,failure,no
20,self-employed,married,secondary,no,21,no,yes,cellular,2,mar,286,1,-1,0,other,no
29,management,single,tertiary,no,27,yes,no,cellular,10,may,371,2,-1,1,failure,no
55,services,single,secondary,no,1150,no,yes,cellular,23,jul,218,2,-1,0,failure,no
55,management,married,secondary,no,11743,yes,no,cellular,30,may,75,2,-1,1,other,no
53,blue-collar,married,primary,no,273,yes,no,cellular,18,may,248,1,279,2,failure,no
52,technician,married,secondary,no,79,no,yes,cellular,2,feb,72,1,74,3,failure,no
20,self-employed,married,tertiary,no,263,no,no,cellular,4,may,20,1,78,8,other,no
37,blue-collar,married,primary,no,253,no,no,cellular,19,jun,156,2,-1,0,failure,no
36,technician,married,secondary,no,118,yes,no,cellular,1,jun,156,1,-1,0,failure,no
76,retired,married,primary,no,2590,no,no,telephone,9,feb,3,1,-1,0,failure,no
28,services,married,secondary,no,4,yes,no,cellular,2,sep,10,1,91,0,failure,no
20,blue-collar,single,secondary,no,1472,yes,no,cellular,10,may,769,4,35,0,failure,no
44,blue-collar,divorced,secondary,no,33,yes,no,cellular,13,mar,133,1,370,1,failure,no
39,blue-collar,married,secondary,no,685,yes,yes,cellular,20,apr,297,1,-1,0,success,no
60,retired,married,secondary,no,2722,no,no,cellular,12,jul,56,2,-1,0,failure,yes
44,blue-collar,married,secondary,no,1025,yes,no,cellular,21,dec,116,1,202,1,failure,no
39,management,single,secondary,no,11,yes,no,telephone,27,aug,23,9,35,0,other,no
23,entrepreneur,married,tertiary,no,83,yes,no,cellular,19,nov,108,1,-1,0,failure,no
60,management,married,secondary,no,0,no,no,telephone,23,feb,51,2,126,6,failure,no
20,services,married,secondary,no,229,no,yes,cellular,23,jul,55,10,35,1,failure,no
38,admin.,single,secondary,no,213,no,no,cellular,11,jun,339,1,13,0,failure,no
20,services,single,secondary,no,492,yes,no,cellular,12,may,156,1,91,1,other,no
45,blue-collar,married,primary,no,3282,no,no,cellular,6,may,23,3,-1,1,failure,no
20,technician,divorced,secondary,no,628,yes,no,cellular,3,feb,9,1,201,1,failure,no
49,blue-collar,married,secondary,no,1568,no,no,cellular,1,may,3,6,11,1,failure,no
48,blue-collar,married,secondary,no,1143,yes,no,cellular,20,nov,3,3,91,0,failure,no
46,blue-collar,married,primary,no,501,yes,no,cellular,11,jul,230,2,33,0,failure,no
40,blue-collar,divorced,primary,no,71,yes,no,cellular,11,jul,225,1,34,0,failure,no
59,admin.,married,primary,no,617,no,no,cellular,31,jul,114,1,21,1,other,no
27,entrepreneur,single,tertiary,no,0,yes,no,cellular,4,jul,103,2,-1,1,failure,no
43,admin.,married,secondary,no,2125,yes,no,cellular,21,jul,228,3,-1,1,failure,no
43,unemployed,married,secondary,no,377,yes,no,cellular,1,apr,23,2,136,2,failure,no
30,management,married,tertiary,no,231,no,no,cellular,1,aug,130,6,15,0,failure,no
30,technician,married,tertiary,no,794,no,no,telephone,3,jun,116,1,121,1,failure,no
42,management,married,tertiary,no,255,no,no,cellular,5,aug,3,2,35,0,failure,no
66,retired,divorced,secondary,no,53,no,no,cellular,12,jul,562,4,-1,0,other,yes
36,technician,married,secondary,no,0,no,no,cellular,1,aug,63,2,-1,0,failure,no
20,admin.,married,secondary,no,377,no,no,telephone,15,may,155,6,-1,0,failure,no
32,management,single,tertiary,no,1974,yes,yes,cellular,10,jul,107,2,-1,0,failure,no
72,retired,married,secondary,no,1612,no,no,cellular,7,aug,535,1,-1,6,success,yes
55,blue-collar,married,secondary,yes,208,yes,no,cellular,1,jun,3,1,-1,0,failure,no
38,technician,married,tertiary,no,1,no,no,cellular,11,aug,148,3,-1,1,failure,no
29,blue-collar,married,secondary,no,1,yes,no,cellular,18,nov,10,1,-1,0,failure,no
54,management,married,tertiary,no,1211,no,no,cellular,21,nov,26,1,-1,1,failure,no
20,unemployed,married,secondary,no,8,no,no,cellular,13,jan,113,1,33,3,other,no
33,self-employed,married,tertiary,no,416,yes,yes,cellular,23,may,3,1,-1,1,failure,no
20,management,married,tertiary,no,229,yes,no,cellular,5,may,197,1,-1,1,success,no
30,admin.,married,secondary,no,-294,yes,no,cellular,18,may,14,1,91,0,failure,no
36,admin.,married,secondary,no,5,yes,no,cellular,4,jul,52,1,35,0,failure,no
20,technician,married,secondary,no,118,no,no,cellular,8,jul,25,20,38,0,failure,no
20,blue-collar,married,secondary,no,213,yes,no,cellular,16,jun,3,2,-1,1,failure,no
29,blue-collar,single,secondary,no,-20,no,yes,cellular,21,jul,574,1,35,0,failure,no
47,housemaid,married,primary,no,0,yes,no,telephone,1,jul,162,1,13,1,failure,no
48,management,married,tertiary,no,3,yes,no,cellular,13,oct,126,2,-1,0,failure,no
65,retired,married,tertiary,no,198,no,no,cellular,2,feb,102,8,-1,0,failure,no
45,technician,married,secondary,no,3944,no,no,cellular,8,nov,141,1,-1,0,failure,no
38,self-employed,divorced,tertiary,no,6447,no,no,cellular,3,jul,156,1,92,1,failure,no
40,management,divorced,tertiary,no,2813,yes,no,cellular,13,may,3,1,-1,1,failure,no
29,management,single,secondary,no,2822,no,no,cellular,2,nov,253,2,91,0,success,no
23,unemployed,married,secondary,no,79,yes,no,cellular,1,may,156,5,38,0,failure,no
37,entrepreneur,married,tertiary,no,264,no,yes,cellular,20,nov,23,1,157,1,failure,no
42,entrepreneur,married,primary,no,759,yes,no,telephone,13,may,80,1,33,10,failure,no
33,management,married,tertiary,no,1,yes,no,cellular,21,nov,159,1,-1,0,other,no
26,management,single,tertiary,no,7628,no,no,cellular,1,apr,26,1,35,1,failure,no
47,blue-collar,married,primary,no,6439,yes,no,cellular,14,may,326,3,11,1,failure,no
55,retired,divorced,primary,no,925,no,no,telephone,17,jul,543,1,-1,0,failure,no
37,management,married,primary,no,-404,yes,no,cellular,2,feb,3,1,35,0,failure,no
52,entrepreneur,divorced,tertiary,no,1,yes,no,cellular,19,may,214,3,-1,3,failure,no
40,blue-collar,married,secondary,no,692,no,no,cellular,25,jul,3,1,-1,0,failure,no
20,self-employed,married,tertiary,no,131,yes,no,cellular,12,jun,252,1,-1,0,failure,no
40,services,married,secondary,no,809,no,no,cellular,2,feb,156,1,35,0,failure,no
33,self-employed,single,tertiary,no,94,yes,no,cellular,5,may,955,2,-1,0,failure,yes
38,management,single,tertiary,no,-898,no,no,cellular,1,jul,345,1,323,1,failure,no
31,admin.,single,secondary,no,3551,yes,no,cellular,12,may,3,3,35,1,failure,yes
34,technician,married,tertiary,no,230,no,no,cellular,26,may,243,2,35,6,other,yes
33,management,single,secondary,no,1,no,no,cellular,5,mar,198,1,-1,1,other,no
20,blue-collar,single,secondary,no,1311,yes,no,cellular,13,may,116,1,91,0,failure,no
20,student,single,secondary,no,643,yes,no,telephone,16,may,55,2,-1,0,success,no
44,management,married,tertiary,no,1764,no,no,cellular,18,aug,70,1,-1,0,failure,no
46,unemployed,married,secondary,no,3533,no,no,cellular,2,aug,235,2,-1,1,failure,no
40,entrepreneur,married,secondary,no,2663,yes,yes,cellular,1,feb,289,1,-1,5,failure,no
25,blue-collar,single,primary,no,116,no,no,telephone,15,may,160,1,-1,1,failure,no
55,technician,married,secondary,no,1393,no,no,telephone,21,nov,25,13,72,0,success,no
43,blue-collar,married,tertiary,no,335,yes,no,cellular,26,jun,3,3,-1,0,failure,no
31,services,married,primary,no,1,yes,no,cellular,8,may,174,1,13,0,failure,no
20,blue-collar,single,secondary,no,1,no,no,cellular,1,sep,520,1,-1,0,success,yes
45,blue-collar,divorced,primary,no,230,no,no,telephone,23,mar,1030,1,-1,0,failure,yes
30,blue-collar,married,secondary,no,203,yes,no,cellular,1,jul,143,1,-1,0,failure,no
20,admin.,married,secondary,no,1,no,no,cellular,7,may,10,1,35,0,failure,no
20,management,married,tertiary,no,709,no,no,cellular,20,nov,223,1,23,0,failure,no
42,admin.,married,tertiary,no,1536,no,no,cellular,25,aug,10,1,78,4,failure,no
38,blue-collar,married,primary,no,0,yes,no,cellular,1,nov,101,1,-1,1,failure,no
26,services,married,secondary,no,1,no,no,cellular,1,mar,17,1,-1,0,failure,no
35,entrepreneur,divorced,secondary,no,-69,yes,no,cellular,1,may,300,1,-1,0,failure,no
31,student,married,tertiary,no,46,yes,no,cellular,9,jul,487,1,-1,3,other,yes
49,blue-collar,married,secondary,no,6,no,no,cellular,1,may,17,4,-1,0,failure,no
50,technician,married,primary,no,189,no,no,cellular,11,mar,8,2,91,0,failure,no
45,blue-collar,single,secondary,no,1,yes,no,cellular,26,jul,768,2,35,5,success,no
25,services,divorced,secondary,no,4,yes,no,cellular,5,may,301,2,11,1,failure,no
50,technician,divorced,tertiary,no,126,no,no,telephone,1,jun,66,1,-1,0,failure,no
35,technician,divorced,secondary,no,-19,yes,no,cellular,27,may,137,2,35,0,other,no
20,self-employed,single,tertiary,no,392,no,yes,cellular,1,jul,156,1,23,0,failure,no
21,services,married,secondary,no,7019,no,no,cellular,30,may,3,2,121,0,other,no
41,management,married,secondary,no,280,yes,no,cellular,2,jun,88,1,35,1,success,no
52,unemployed,divorced,secondary,no,230,no,no,cellular,1,dec,23,2,-1,0,failure,yes
20,services,married,secondary,no,377,no,yes,cellular,1,jul,482,3,-1,0,failure,no
33,management,married,tertiary,no,530,no,no,cellular,1,aug,14,1,35,1,failure,no
51,entrepreneur,married,secondary,no,3282,no,no,cellular,31,jul,44,7,-1,0,other,no
24,blue-collar,single,primary,no,231,yes,no,cellular,26,jan,10,2,-1,1,failure,yes
20,technician,married,secondary,no,71,no,no,cellular,7,jun,524,4,-1,0,failure,no
39,management,married,secondary,no,2,yes,no,cellular,27,may,116,2,-1,1,other,no
36,admin.,married,secondary,no,72,yes,no,cellular,1,feb,123,1,91,1,failure,no
20,student,single,secondary,no,2144,yes,no,cellular,1,nov,3,2,47,1,success,no
36,technician,married,tertiary,no,1,no,no,cellular,18,aug,543,1,78,2,failure,no
30,technician,single,tertiary,no,390,yes,no,cellular,3,may,85,1,-1,0,failure,no
20,blue-collar,married,primary,no,753,yes,no,cellular,13,may,151,2,-1,0,failure,no
