age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
5,blue-collar,married,seodar,M*,410,"y""es",nz,cellular,2,feb,d1f36,,f,0,,no
59,services,married,secondary,,v,yes,no,,a126,s:axK^,74w,3,,0,,.yes
30,managmgnt,divorced,t(rtiar{y,,726,yes,no,c'YWu$wr,,,24,1,-1,0,,no
30q-',blue-collar,married,sETcQo=ary,no,246R,yek,,cellular,18,nov,166,2,113;,5,,0n[
59,managCmen~t,mrrFeced,tertiary,yes,782,,p2s,cellular,13,qug,17<,2,-n,,,>C]o
55,retired,married,secondary,l,7%5,",-s",} n0,cde7lularV,14,may,,,370,t2,,xJ2
58,rQtred,,puima]I,,67[0},no,no,celluWar,F1{,ju_,,X,-1,$,,c
48,enviceg',married,qsecondary,n?t,202,yes,no,cePllula-r,q,,1y~,Q:,-1,)W,,o
36,self-employed,married,tertiary,,}a,yes,no,,20,jun~,13,10,-1,,,no
52,management,married,priEMari,%lo,.<W+8,yYs,o,,30,juq,G3&,2,A-1,.eJ,,aGno
,"man<ag,men""t",maried',tertiary,#$,b6w6,no,no,,20,jun,8a,7,-1,N#,,EYN]
4,#ue-col&br,married,Oriary,nxO,(79v,yes,,,12,U0!max,H322,1,"""1",0,,noY
38,management,maUrribZed;,tertiary,no,g117,yes,yea!s? ,celpu0a*'r,7$&5,j n,27/>6,2,123,,failure,no
46,maagement,mGaried,t(riamy,,3!9,qo[,no,,s8,feb,295,S2,1y,1,failure,yes
54,housemaid,marri@ew,primary,no,3304,no,yes,cellular,25,jul,90,,-u,0,,no
5.;,9amin.,married,sec2ondary,no,602,n,f8#[,cellu~lar,3,mr,p113,,-1,,,4
39,bUluEecoll,marred,sec!dry,no,32)7,|e,ijo.,,,may,2L?_4,j,,0,,no
29,management,single,"te\rtiar,",5,54,,yes,,x6,,257,s,-j,0,,no
V>9h,etired,divNorced,secondary,no,631,no,no,,9,E,440,5,182,C.,fi-lre,no
47,vagSDnageme~nt,d3vorced,tertijpry,no,79#<4,yex@5,no,,3,Zjcun,\5,IW,-1,K,,no
47,management,married,,no,10v46,noF,(,,s1!,ju,g,1,-1,0,,no
56,sePf-emp/loy5d,married,secondary,no,ia]3,no,nB,,1T),may,FX1,1,f-(,0,,no
33,blue-collar,married1,4imary?,no,,ye]s,no,,R3,b:mary),302,,0W1,c,,no
31,manaqemenMt,single,secondary,no,202,ye_,knZ?,cellular,7,may,590,1,w,0,,Fo
35,blue-collar,marrigeXd,secnd5aryY,n,262,no,o,cellulSar,"2""",sep,T3C,1,@5,6,fi]lure,([
41{,management,vorc(d,tertiary,no,8106,no,no,cellular,,nov,yF,1,-1,,,no
25,technician,)ingle7,,no,9154,yes,2jU,telephone,4,v,40,5,-1,0,,no
46,amin.,divorced,qtrtiaf,,-363,no,Tes,cellau$lSr,30,jul,^ ,11,-1,0,,
,unemployed,single,\prir^,no,6>,no,no,cellular,'c,"ma,y",193,;{,,&,failure,yes
\49,management,di[)re),tertiary,no,T69,no,"5nm""",cellular,^,,}14\,1,-1,,,:
I,services,si%gle,scndRgary,no,183,yes,t,cellular,f,jul,60,<,-1,,,no
",D",/blke-co0llar,married,secondary,n>,320,yes,no,cev'llular,12,sa,352,W,828,2,fi0re,yes
33,admin.,singl,secondary,nX,5,)ys,o_p,cellular,,may,934,,3'8U,2,failure,0es
51,lue-clar,married,skcondry,,0,yes,nR|,cellular,21,nov,8,6,-1,0,,no
ny,bluEe-collar,married,>secdnpdary,no,378,yesy,no,cellular,14,i,566,2,-1,0,,yes
44,unemployed,married,primary,o,51,>o,0n,cellular,30,jul/,289,4,-1,x~,,no
51,management,married,tertiary,no,y4_,.K<,N,cekllular,3,"],",1N8,1,-1,?,,
37,m*Fn8ag#ement,married,tertiary,&o{,1300,yGeb,n,cellular,P,;,1fp1,u\1,-,0,,
LP,Gmanag#efenIt,MmaJied,tertiary,no,494,no,no,cellular,",",amj},"NbE0,",2,478,3,failure,
65,admin.,married,sedcondary,,2D40,~!,no,telephone,28,oct,149,q,-w,E{,,no
48,maMagemet,rrEi0e^d,tertiary,o1,0,no,no,cellular,&,aug,X,7,-l4E',-[0,,n?
3G,"sevi""cU",divorced,seco1ndaryI,Uy=7G,3G9,yIJ,",no",,,Day,g6C,4,-1,;,,no
w/6QL,blue-collar,,s2nary,no,3122,h7E4,no,telephone,18,aug,51,12,;,0,,no
31,dmi.,single,tertiary,&7,516,*Ao,noy,cellular,5,@cn+,227,A,-1,0,,o
42,,married,tertiary,,2s420,yes,oB,,30,o,1S,,-1Z?,0,,no
33,s*zi'ces,,secnay,nro,-329,yes,n`,_el=uIklar!,9,apr,113,1,-1,0,,no
34,blue-co am,dSivorcId,s>condaCry,no,16v,v7_Sv,,,15,may,228,2,^d7,1,XRe,]
3d,manxgfmAnV,s`inle2,te|vtiary,,1696,Is,n~on,"cellu\Gia""s",0,aug,20GX5e,a9,47]4,3,;Maalure,Z2ry
o,reti.,6aried,ec2ndarTy,no,208,no,no,%gcellIlwar,0,$,7*,,D1N,0,,no
45,:-nemloyd,;ivorced,primary,yes,-249,tybg,,,,jul,"9~,8",1,-1,0,,no
]lhp5,technician,marrie,secondary,/,84%,no,8ujy5s,cellular,2$2U,,,1,-1,0Q,,noi
,teachnicipn,divorced,tertiary,no,-317,yes,no,,/,may,y)/1,,-1,Y0u,,no
58,ai!n[,ma5g7ried),secondary,M,1J5O,yes,[2Wno,telephone,29,jul,61p,A,-1,0,,yes
32,adm[in.,!ried,secondry,no,1974,7*yk,no,,30,may,104,l,*A@,0,,no
53,blue-collar,married,secondary,$o,-162,yeOs,no,cellular,,jul,81,@,-1,C,,no
36,selfy-emp]oyed,married,teriyary,no,7S|4,<#o,no,acellu<kr,17,nov,78,1,@j]-i1,$,,"b,"
5g5,management,a(rieU`,secondary,+,58A36,no,no,,18,;RFjuF,%2<,1,-1,0,,""""
3,management,,terEtiary,no,,Y=,no,cClul8r,20,Qcu,J18,W,K-1>,"1,*",,no
50,m0aIagent,divoced,t@rtiay%,A,1349,yes,FW,cellular,28,jan,b2oy,1,~{,0,,no
55,technician,,s^cobndry,no,517,yes,yes,,w19,m=ah,e6fh,X,-1,0,,no
37,admin.,singl^,seconda,no,1066,yes,n,,H2,may,83,m,[,0,,no
23,technician,single,econdary,yes,1SsQ50,yes,yes,,6,Q,V6/6,,-1,#,,no
60,management,,rNmry,;',21,no,,telephone,14,jul,1t3#,j@,-1,0,,no
56,blue-Kcollar,married,secondary,=>=Qo,881,yPeSs,,,14,%ay,Y,=t,LM,,,
48,blue-collar,diorcedQ,secondaM,o,2071,P,no,cellular,14,EYy,1D7~,M,-1,U,,no
b3,management,married,tertiary,no,Ly/,nA,no,'clllaUr,14,sep,155,1,-1,0,,Q
2I<,blue-collar,single,secondary,snA,<,,@,cellular,6,{ay,500,,R1,0,,no
F,,,se:nary,7,1299,yes,"""",cellular,25,may[,104,,,^0,,no
20,rud:nt,dinl,primary,no,,no,R,,28,aug,2S7,',-1,0,,no
36,m*anaga=ment,single,tertiary,no,*|,no,no,,21,may,'Y,1,-1,0,,no
+2,selfg-employed,iQgl,secondary,(nQoW,78,yes,no,,9,may,825,\S1,1$-,_,,En}{o
fb,management,mrr`i Cd,#ertiry,no, ,Ne[,,,!B,jun,x,2,-1,~0,,nTo
D,retired,dwwzvrorc|d,s1econVdary,no,4380,,no,c<elBular,,sep,369,Ry,1y,0,,yes
35,self-empoyed,sigleh,tertiary,rL,@.94Q,no,no,,/6,jW,2G9,4,,0,,nA
35H,jadmE.in,single,tertiary, ,777,no,#6yOs,cellular,28,Iacz,85,S,p,0,,
33,bUue-collar,single,secondary,5o,P12,yes,Dn}G,collulaMr,14,may,123,#,q3=0,3,otor,no
K3pQ7L,blue-collar,marr/i?ev,priwa;q,no,461,yes,no,,30,m;{x,Y |,,->1,0gUe,,no
357T,technician,ar3i$d,"scZGdar""y",no,2189, n,,cellular,)5,nov,256,,(),0,,
~,techniian,jarr=/ed,secondary,,a215uS,yes,no,,&,may,155| ,2,-1,,,no
37,management,maied,tertiary,yes,0,no,n$$o,cellular,,]v,44,1,123,H2,failre,no
_)2,,arrfieun,^ei|ia7y,no,1T,yes,y}!,,30,may,255,1,-1,0,,no
41,blue-collar,givorced,QrixaYy,"C,",210,yes,no,,13,t,X38|,1,og-,L,,no
J,ad6gn.,ar~^ie:,sFc0Mndar|y,no,t,y,no,cellular,2p7,,2pNm4,&,u05N,!;,aother,no
RT/m,blu-cllar,rJrred,secondary,no,1,yes,no,,8,may,102,1,R1,,,no
3,,dcivorced,secondary,no,522,no,E`a,celhulNr,,jul,559,I,-1,0,,no
38,admin.,VaErie,secondary,no,3190,yes,no,,0,jun,;->,,-1,7O,,=LX
J,technician,single,tertiary,no,257,yVs,no,,2,rNuO,1H83,D,-1,,,
g,admin.,+ingCe,seco+dary,no,1{y7FQ,!,nTC,rellua,26,mar,475,1,;-fX,60,,De
30,,single,tertiary,L9n,91,s,yes,cellular,K,jul,179,,-1,&I,,no
z,technician,married,scoMdar,no,2055,yes,no,,16,"m""o",1T213,4,-1,#,,noq
2PRQ2,managementC,married,tertiary,%n,,fno,no,cellular,#,auy6g,"{3h7,0",1,91,7,,yes
-,bluecoxlar,married,primary,no,<61,yeCs,no,,8,Ga,1IeZ,5,-k,U,,!2
E,services,married,secondary,n},770k,"y,es",n$5k,cellular,8,By,114,1,-R,0,,no
,manageent,iEvorced,tertiary,,3z,no,yes,cellular,28,(jkn,J!l,1,M,0,,w^o
29,management,single,NerItiarGy,no,Q,no,no,cel>lulzr,6_],aug,174,{h,M1,,,no
31,lue-coLAax,married,prmary,no,-454,5y,y9m,,28,@Omay,861,2,kW*,,,no
27,GechCniciagn,single,secondary,>,1359,,S,tRelephone,25R,jul,99W,s{,D`,0,,ho
37,en_repr7eneur,married,seconqdaPry,}no,50y,yes,no,,20,may,,d*,W9,0,,;
4,entereuQr,marrieh,ertiary,no,3i5si,no,Z:o3,cellular,&4,jlE+,364,4,-~,0,,_nf
JQd49,m[anagement,seing#,thrtiarTy,no,1040,,o,,H.j0z,mb0%,96,BZ,-1,,,n]
32,"m""anabgetm=et",single,tertiary,no,fdW,no,no,telephone,3,oe|c,>Ja,1J,-1,,,
33,technician,Pvpoled,secondary,$8',y,'o,n<,cellular,S7Y,aug,341,,-1,8~,,yes
,technician,divorced,scondar,,1;+y6,no,no,cellular,N6?,>,-9e,2,-1,m,,no
T,blue-collar0,,uriary,no,L,yes,no,cellular,29,jan,49,,255,,other,no
37,blue-collar,r}d,secondary,,#43,yes,Ko,,DM0},jun,b0,3,-1,0,,64
F7,admin.,UinglUe,,no,6?!,yes,no,,16,may,,2,-1,0,,no
35,se&rvices,married,,no,1?935,s,no,9aelu7lar,17,apr,97,,,U,other,H0
46,management,ma.rpled,tertiary,g#o,mu9r,yes,Ey,cellular,s,feb,90,}%,hG1),0,,no
25,services,singDle,gsecondaprB,no,5=,yes,no,,,"m _$""",,2,-1,0,,no
29,,!iv1gle,secndrx0,nop,1l45',yes,no,ceSlDld,y1,may,3{,1,Y0,3,f-i3re,no
H,bljue-colar,m;rriCed,se.cjndar,4,33y,>V),no,,2YR,,"12,",X,-1`,0,,
35,m%nagement,atied,,,131,Zep,no,zl&lar,fw,ov:,G84n,1,-1,0,,nio
32,tecni^cEEan,mrd,secondary,"n,|",2,yes,yes,,8,%,143,K,X-],0,,no
oaP9,retired,mrr~dD,secondary,no,3M%,no,yes,,25,jul,468,VA,-1,,,qo
57,YVe-ollar,,,no,,W+n.bo,no&,,28,aug,161,4,U-,u,,Lno
31,admin.,,secondary,no,>7,no,o,cellular,P,feb,*W8,2,-1,,,n(6
30,blue-collar,Pma*ried,pr`@mry,no,23$6,yes,no,cellular,13,Q,u',1f,n3aO,~,+fNailum,no
e,bNle-<coNlar,married,secondary,qo,103,,n?,,18,jun,48,,-1,[=,,no
,managyement,single,trZi<y,,Df63,no8,,cellular,6,sy],335,3N\P^,9Z64,,,
26,housemaid,married,primary,6,1Q]8#,no,pX,ce6lar,8,/jl2,416,4,A,0,,no
27,technician,sfingle,secojndarJy,no,1742,yes,XDo,,w6, Qy9,787,1,-c,x,,yes
,udmployNd,married,pimaesry,(o;,7005,,no,ceDlwulr,yb,jul,429,"""5",184,3,su$cess,yes
55,,marred,secondary,Xdso,qyiBw,yes,In0f,,12,jun,"33_""",,F,0,,So
,admin,maried,seAcSondary,.,5:83,8noOt,nJo>,,,jun,o@`L,,>1,0,,
L,self-employed,married,,no,2|15,no,yes,celuxlr,F2,7ag0(,286,DQ,-1,0,,no
29,mnag0e`mnt,single,tertiary,Keo,"z2,79",pOs,$|,cllular,,?ay,371,^2,-1,"""",,4nFIo
55,services,aie,secondary,%no,1150,6ro,yes,eyluwa,23,jul,218,,-,0,,no
55,management,married,econdarey,Dn1,11743,yes,no,,=8330,may,75,,-1,T!,,]Q!
53,blue-collar,mrri[ed,primary,1f,273,qes,no,celulDar,18,may,248,1,279,2,failure,nLn o
52,thncian,married,secondary,no,r9,PXnF,yes,"c,llul3xr",,feb,7d2m,n)Y,,3,failure,no
Q+,self-employed,married,Xtewrtiry,nyTo,263,no,,cellular,4,may,20^,1,78,8,.otheL,O
37,blue-colar,married,pimary,no,253,v,no,,19,jun,,2,-1,0,,no
?,technician,married,secondary,s!,118,yes,no,,],,,1,-1,,,`+
76,retired,married,primary,o,2590,no,no,telephone,^9n,fCO,D,%u1',-1,,,
28,services,[rriei,6scondaryb,n,4,es,no,,2,sep,10,1,iy1,0,,no
Z.0,blue-collar,single,scond3;ry,no,1472,yes,no,cellular,^0,,769,4,@g,,,no
4m4,blue-collar,divorcd,secondary,no,33k,yes,no,ceP\lular,13,m6,133w,1,370,1,failure,2.)?o
,blue-collar,married,,s,6L5,yes,yes,celular,20,vp,297,Z,-1,0,,WnT;P
60,retired,married,secondary,,2722,*o,ow,c=luZr,12,>'8,5y06,T22,-1,s0,,yes
44,b@-collar,"alri(e""d",secondary,no,1025,,no,,2N1,Y.c,116,oS,202,1,failure,no
39,management,sinle,secondary,qmPA,11O,yes,no,telephone,27,aug,23,#9N,W,0,,no
\(-3Y/,entrepreneur,married,terxiaryg,no,83,yes,no,cllwlar,19,nov,108,gBi,-M,,,
60,m~aFageme0t,QTred,8eondary,"n,(",0,no,no,teqSph5ne1,2{S3r,feb,,,126,6,,no
2>,serKites,Aari.ed,secondry,k,C229D,o,yes,cellular,23,jul#,55,10,]o,Y,,no
38,a!qmn.,single,secondary,no,4{>2U3,o,n4,,11,jun,339,f,,B0,,no
r,services,single,secondary,VoT,492,%yemsD,MC1,jcllular,12,may,,1,l1o,L,ohe\,
45,blue-collar,married,prfima@y,nq,,,Ioi,,,may,2|!3,3,-1,,,no
MY,technician,divorce*d,sec1n-ary,no,e28,yes,nr-,cellular,,feb,wp9n,1,201,Z1,faiolure,G+
49*,blue-collar,married,secondary,no,1568,no,no,,i,may,=,6,,U,,)j
$48,blue-collar,",arrid",secoda|y,,1143,yes,nOoD[r,cellular,-20?,,:,3,]1,08,,no
`466,blue-collar,mariec,pwimary,n,501,yes,Jn*,,,Cm%,230,2,g8-3,0,,no
4;0p,blue-collar,dvorced,pra]u,GdK,71,.es,nN,cellulaor,,j9%y,225,1,,0,,no
59,admin.,8rie$,primary,fnf,6+_1-7,no,,cellular,31,jul,114,=f,,s,,no
wQQ27,entrepreneur,single,tertiary,n~,0,yes,no#{,,d4,"jb""3U",160iS3,2{,-1,j,,no
43zS,admin.,,secondary,no,JZ321?5u,yes,no,cellular,21,jul,228,3,-1,F,,=no5^
43,unemployed,married,seRcondS3y,Gnjo,,yes,no,Zcellul5,<,JpZ,23>|,2,136,2,m^aiure,no
3(,management,marrid,tZertxi7ary,no,231,no,,cellular,C,augY,130,6,,0,,no
3UUT,technician,}arried,tVerti5{ryA,gO>,794,o,oO,teleIphoLne,3,jun,116,~,121,,failure,nJWo
42,management,married,te7titr5y,no,25G5,o,no,cellular,`5,a}g,F,,M,,,no
66,retired,divrcgd,,no,53,no,no,cellular,12,jul,562,4,-1,0,,yYZs^
,tecThniciC|',dorriI\,secondary,no,0,no,",",ce`lulr,:,,63,2,-1L',?,,y%
Ly}\,FdLn4P,married,scon4dMr~y,no,,s?,no,telephone,15,may,155,6,-1,0,, o
32,"pmYna,gement",single,"MrtBia""y",,1954B,yes,yes,,10,I9,107,,-Yp,0:-,,nR
72,me=ed,married,,O*nKo,1612,n&RpB,no,cellular,j7b,aug,5s3t,0,-1,6@,,yes
'55,,marrie%,secondary,hye5s,M08,yes,no,,^f,@+n,!M,s,-1,0,,no
38L,technician,marr{8,tertiary,no,C,no,,cllar,11,aug,148,3,-1,.,,no
0b9,,married,secondary,,(i1,yes,no,cpe(ul7r,18,Lnv,UI0,1,-}}1,0,,Mo
54,,married,tltrt~iOty,"""",,no,no,cellular,21,Lov,2x6,1,/-1,.,,o
|,unempo-ed,mani`d)`,,g9o,J8,no,n-o,cellular,13,jQan,113,bZ,33,3Z,other,no
33,self-employed,married,tertLary,,416,yes,yes,,23,may,n{,;,-1,:,,no
R ,m-na^gemnt,married,,no,229,"y""es(",`-g,,5,may,197,*,-1,_<,,no
3~,admin.,married,secondary,no,-294,yes,Nl3o,cellular,18,mlzyc,1K4,1,u1,0,,no
36,badmin.,married,secondary,,5M,yes,no,,4T,jul,52,=X,/>,0,,npo
0,"te""8ncian",madrv$d,s eco0dar,};no,-L18,nio,no,~cXlar,,G,25,20,,,,
&,blue-collar,mAar^/*ed,0ecnda*w,n!8,213,yJe<s,no,,16,jun,U%,,-1,C,,no
29,,si7(gle,secondary,fo,-20,,yw-,cl:lulae,21,:b^ul,574,t]a,Ps,0,,}s
47,houemeid,,primary,no,0,yes,Co,telephone,D,jul,162,1,,S-,,no
48,\ma3nagem?nti,married,tertiary,no,s>3,ye,s,cellular,13,oct,1u26,,-1,0,,{
65,retired,,terary,,19x48,/of,no,cXllular,2,feb,t102,"""hS8",-1,0,,no
45,wech<nioan,married,secondary,no,3944,e!,no,cellular,Nj8;,n@Mov,141,o,-,0,,oo
38,self-employed,divorced,tertiary,pQd,6447,no,o,c$e}uar,f3(,jul,,`bb&,g2,1,failure,;W+o
4 ,management,divorced,tertiary,no,2813,yesK,,cellular,13,may,gPgvm,1',5|/-1,k,,1n
h9,,single,,no,2822,no,no,cellular,2_,no,*H5X3V,,g`1o,0,,no
U3,uhemployed,marriVXd,scondary,no,7&,yes,no,,"wo,",may,,5,,,,n
37,entrepVreneur,ma|rbrif\C,}e ttiIRry,9o,264,e,yes,cellular,20,nov,2E_i,1,157,?I,failure,no
42,eyrepremeur,mnrrie:d,p[i\m9ay,n,759,yes,no,telephone,13,daW?y,80,1,33<,10,failure,`oo
33,manemet,married,,n-,Y,CyXes,eo,cellular,B21,nov,159,1,-1,0,,no
26,management,zingle,teArKutZary,no,7628,W,no,9eoKlu)lar,h,a9p,t26,.f1,?$,,,no
47,blue-collar,married,pri6ary,no,6439,,Zo,,14,may,326,3,,L,,no
55,retired,diuoJrced,primary,no,925,B2,no,,17,\^iln,54O,1K,-1,0,,+n
37,umanaemeY,married,primary,no,;40/4,yes,D:,cellular,2,feb,J,1,U,0,,no
52,entrepreneur,divorced,tertiary,:,[,yes,no,,19,may,214,3,-1,~34q,,pnVRl
40,bluUe-ollmr,ma1ried,s.&condary,,,n,no,cellCular,25,j1u*l,fGz,D,-1,,,F
+i*,s'Vf--employd,married,tertiary,no,431=,yes,no,,12,jun,252,1,-1D,0,,k>o
4D,s`ervices,marieS,secondary,an,809,no,bo,cellular,2,feb,,1,}T,0,,no
