age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
30,management,married,secondary,no,264,no,no,cellular,1,apr,83,2,-1,1,failure,no
33,housemaid,married,secondary,no,101,no,no,cellular,22,jul,14,2,35,1,other,no
27,blue-collar,married,primary,no,782,no,no,cellular,18,aug,111,20,35,1,other,no
30,blue-collar,single,secondary,no,288,no,no,cellular,1,may,60,2,-1,1,other,no
24,admin.,single,secondary,no,5,no,no,cellular,3,jul,69,2,-1,1,other,no
50,blue-collar,married,primary,no,5,yes,no,cellular,1,jul,3,1,35,1,failure,no
30,blue-collar,married,secondary,no,571,yes,no,cellular,3,jul,3,1,35,0,failure,no
30,management,single,tertiary,no,37,no,no,cellular,21,jul,11,3,-1,1,failure,no
29,blue-collar,single,secondary,no,5,no,no,cellular,1,jul,94,1,-1,1,other,no
33,services,single,secondary,no,8,yes,yes,cellular,1,may,17,1,35,1,failure,no
27,student,single,tertiary,no,27,yes,no,cellular,1,feb,344,1,-1,1,failure,no
30,admin.,married,tertiary,no,5,yes,no,cellular,1,may,344,1,-1,1,failure,no
30,services,married,secondary,no,2367,yes,no,cellular,3,mar,103,1,-1,1,failure,no
32,technician,married,tertiary,no,101,no,yes,cellular,1,aug,145,1,-1,1,failure,no
35,management,single,tertiary,no,62,yes,no,cellular,2,apr,241,1,35,1,failure,no
33,management,married,tertiary,no,0,no,no,cellular,1,mar,324,1,92,1,success,yes
30,student,single,secondary,no,5,yes,no,cellular,11,may,55,1,-1,1,failure,no
35,management,married,tertiary,no,54,no,no,cellular,1,jul,70,2,-1,0,failure,no
34,technician,divorced,secondary,no,4497,no,no,cellular,8,may,3,1,-1,3,failure,no
33,technician,single,secondary,no,529,no,no,cellular,5,aug,11,1,-1,1,failure,no
35,blue-collar,married,secondary,no,471,yes,no,cellular,5,jun,149,1,35,0,failure,no
30,blue-collar,single,primary,no,5,yes,no,cellular,16,may,271,2,35,0,other,no
34,blue-collar,married,primary,no,73,no,no,cellular,1,jul,56,1,35,1,failure,no
34,technician,divorced,secondary,no,56,yes,no,cellular,1,may,3,1,35,1,failure,no
30,blue-collar,single,secondary,no,183,no,yes,cellular,1,jul,8,2,-1,0,failure,yes
36,management,married,tertiary,no,5,no,no,cellular,26,may,17,2,-1,1,success,no
31,management,single,tertiary,no,231,yes,no,cellular,1,mar,3,1,180,1,failure,no
31,technician,married,secondary,no,1764,yes,no,cellular,1,may,11,1,35,1,failure,no
35,technician,married,secondary,no,101,no,no,cellular,4,jul,3,1,-1,1,failure,no
33,blue-collar,married,secondary,no,0,yes,no,cellular,2,dec,11,1,35,0,failure,no
59,services,married,secondary,no,-69,no,no,cellular,1,may,70,1,15,1,failure,no
30,management,married,tertiary,no,782,yes,no,cellular,8,jul,146,1,-1,0,failure,no
30,blue-collar,married,secondary,no,56,yes,no,cellular,15,nov,3,9,-1,5,failure,no
30,management,married,tertiary,yes,782,no,yes,cellular,3,jul,17,2,-1,1,failure,no
35,blue-collar,married,secondary,no,73,no,no,cellular,14,may,14,1,35,1,failure,no
30,management,single,primary,no,5,no,no,cellular,7,jul,3,3,-1,7,other,no
40,services,married,secondary,no,270,yes,no,cellular,5,may,60,1,-1,1,failure,no
34,self-employed,married,tertiary,no,8,yes,no,cellular,2,jul,3,1,-1,1,failure,no
52,management,married,primary,no,8,no,no,cellular,1,jun,124,2,-1,0,failure,no
30,management,married,tertiary,no,863,no,no,cellular,1,jul,3,7,65,1,other,no
40,blue-collar,married,primary,no,5,yes,no,cellular,2,mar,56,1,35,0,failure,no
38,management,divorced,tertiary,no,1167,yes,no,cellular,4,jul,241,2,155,1,failure,no
36,management,married,tertiary,no,73,no,no,cellular,5,feb,295,2,77,3,failure,no
30,housemaid,married,primary,no,104,no,yes,cellular,5,jul,90,7,-1,0,other,no
30,admin.,married,secondary,no,602,no,no,cellular,3,mar,3,1,21,0,success,yes
29,blue-collar,married,secondary,no,37,yes,no,cellular,3,may,77,1,35,1,failure,no
30,management,single,tertiary,no,54,yes,yes,cellular,2,mar,385,3,-1,1,failure,no
37,blue-collar,divorced,secondary,no,56,no,no,telephone,5,jul,10,1,35,1,failure,no
29,management,divorced,primary,no,73,yes,no,cellular,3,jul,46,2,-1,1,failure,no
37,management,married,tertiary,no,56,no,no,cellular,1,jun,83,1,35,1,failure,no
36,self-employed,married,secondary,no,27,no,no,cellular,1,mar,3,5,15,0,other,no
33,blue-collar,married,primary,no,37,yes,no,cellular,2,mar,3,2,-1,1,failure,no
30,management,single,secondary,no,252,no,no,cellular,5,mar,90,1,-1,1,failure,no
36,blue-collar,married,secondary,no,56,no,no,cellular,13,sep,3,1,35,1,failure,yes
31,management,divorced,tertiary,no,2114,no,no,cellular,19,nov,328,2,35,1,success,no
35,blue-collar,single,secondary,no,153,yes,no,telephone,8,jul,14,1,-1,0,failure,no
34,admin.,divorced,tertiary,no,-363,no,no,cellular,1,jul,19,11,35,1,other,no
32,unemployed,single,primary,no,27,no,no,cellular,1,mar,19,2,115,1,failure,yes
40,management,divorced,tertiary,no,5,no,no,cellular,5,jul,141,1,15,0,other,no
30,services,single,secondary,no,183,yes,no,cellular,1,jul,60,1,35,1,failure,no
30,blue-collar,married,secondary,no,27,yes,no,cellular,1,mar,352,1,828,1,failure,yes
35,admin.,divorced,secondary,no,5,yes,no,cellular,15,mar,19,1,35,1,failure,no
53,blue-collar,married,secondary,no,5,yes,no,cellular,21,nov,8,1,9,1,failure,no
30,blue-collar,married,secondary,no,8,yes,no,cellular,1,may,60,1,-1,0,failure,no
30,unemployed,married,primary,no,351,no,no,cellular,30,apr,56,4,35,1,failure,no
31,management,married,tertiary,no,54,no,no,cellular,1,feb,17,1,-1,0,failure,no
34,management,married,tertiary,no,140,yes,no,cellular,6,jun,211,1,-1,1,failure,no
30,management,married,tertiary,no,5,no,no,cellular,7,mar,3,2,54,3,failure,no
35,admin.,married,secondary,no,140,no,no,telephone,5,jul,149,1,-1,1,other,no
30,management,married,tertiary,no,5,no,no,cellular,1,aug,3,1,-1,1,other,no
33,services,divorced,secondary,no,3297,yes,no,cellular,3,may,3,10,-1,1,failure,no
33,blue-collar,married,secondary,no,3122,no,no,telephone,18,apr,51,1,35,1,failure,no
30,admin.,single,tertiary,no,516,no,no,cellular,1,jun,217,1,-1,0,failure,no
40,management,married,tertiary,no,54,no,no,cellular,30,may,11,2,-1,1,failure,no
33,services,married,secondary,no,382,no,no,cellular,1,dec,113,1,35,1,failure,no
24,blue-collar,married,secondary,no,288,yes,no,cellular,15,jul,100,2,57,1,other,no
30,management,single,tertiary,no,1696,no,no,cellular,2,aug,146,1,35,1,failure,yes
30,technician,married,secondary,no,8,no,no,cellular,7,jul,3,4,35,3,failure,no
45,unemployed,divorced,primary,yes,-249,no,no,cellular,1,jul,19,1,-1,1,failure,no
30,technician,married,secondary,no,5,no,yes,cellular,2,jul,332,1,-1,1,failure,no
36,technician,divorced,tertiary,no,37,no,no,cellular,7,may,3,2,-1,1,other,no
30,admin.,married,secondary,no,54,no,no,telephone,9,jul,116,1,35,1,failure,yes
43,admin.,married,secondary,no,104,no,no,cellular,30,jul,10,1,35,0,failure,no
53,blue-collar,married,secondary,no,62,yes,no,cellular,4,jul,8,6,9,1,failure,no
36,self-employed,married,tertiary,no,5,no,no,cellular,1,nov,3,16,-1,1,other,no
30,management,married,secondary,no,177,no,no,cellular,1,jun,11,2,35,0,success,no
32,management,single,tertiary,no,5,no,no,cellular,1,aug,116,1,274,1,other,no
34,management,divorced,tertiary,no,1349,no,yes,cellular,28,jan,46,1,-1,1,failure,no
35,technician,married,secondary,no,5,yes,yes,cellular,9,mar,3,2,-1,1,failure,no
37,admin.,single,secondary,no,1066,yes,no,cellular,2,may,83,1,35,1,failure,no
30,technician,single,secondary,yes,0,yes,yes,cellular,1,jun,46,5,-1,1,other,no
30,management,divorced,primary,no,5,no,no,telephone,5,jul,11,1,35,0,other,no
30,blue-collar,married,secondary,no,881,yes,no,cellular,1,jul,228,1,35,2,failure,no
30,blue-collar,divorced,secondary,no,27,no,no,cellular,1,may,17,1,35,0,failure,no
30,management,married,tertiary,no,0,no,no,cellular,14,sep,146,1,-1,0,other,no
29,blue-collar,single,secondary,no,5,yes,no,cellular,1,may,500,1,35,0,failure,no
34,technician,married,secondary,no,1995,yes,no,cellular,8,mar,10,1,-1,1,failure,no
30,student,single,primary,no,255,no,no,cellular,28,aug,3,1,35,0,failure,no
30,management,single,tertiary,no,488,no,no,cellular,21,mar,62,2,35,1,success,yes
30,self-employed,single,secondary,no,73,yes,no,cellular,9,may,425,3,-1,0,failure,no
29,management,married,tertiary,no,5,yes,no,cellular,2,jul,3,2,15,1,success,no
37,retired,divorced,secondary,no,0,no,no,cellular,3,sep,369,1,-1,0,failure,yes
30,self-employed,single,tertiary,no,799,no,no,cellular,5,mar,69,1,92,4,failure,no
35,admin.,single,tertiary,no,27,no,yes,cellular,1,mar,403,1,-1,1,failure,no
33,blue-collar,single,secondary,no,288,yes,no,cellular,1,mar,124,3,35,1,other,no
36,blue-collar,married,primary,no,-411,yes,no,cellular,30,may,72,2,35,1,failure,no
30,technician,married,secondary,no,231,no,no,cellular,9,nov,55,3,-1,1,failure,no
40,technician,married,secondary,no,-411,yes,no,cellular,24,may,3,2,9,1,failure,no
33,management,married,tertiary,yes,5,no,no,cellular,6,jul,46,1,35,2,other,no
52,technician,married,tertiary,no,101,no,yes,cellular,5,may,255,1,-1,0,failure,no
34,blue-collar,divorced,secondary,yes,5,yes,no,cellular,1,may,83,1,-1,1,failure,no
33,admin.,married,secondary,no,5,yes,no,cellular,6,mar,324,6,35,1,other,no
34,blue-collar,married,secondary,no,5,no,no,cellular,8,mar,10,1,35,1,failure,no
33,technician,divorced,secondary,no,529,no,no,cellular,1,jul,559,4,35,1,failure,no
38,admin.,married,secondary,no,3297,yes,no,cellular,1,jun,3,1,21,1,failure,no
35,technician,single,tertiary,no,257,yes,no,cellular,1,jun,83,2,-1,1,failure,no
30,admin.,single,secondary,no,5,no,no,cellular,5,mar,55,1,-1,1,success,yes
30,technician,single,tertiary,no,89,yes,yes,cellular,21,jul,3,4,-1,1,failure,no
35,blue-collar,married,secondary,no,5,yes,no,cellular,16,mar,11,1,-1,1,failure,no
32,management,married,tertiary,no,529,no,no,cellular,1,jul,70,2,265,7,success,no
38,blue-collar,married,primary,no,56,yes,no,cellular,1,may,10,5,-1,0,failure,no
45,services,married,secondary,no,270,no,no,cellular,8,may,115,1,35,0,failure,no
40,management,divorced,tertiary,no,27,no,yes,cellular,2,jan,11,1,-1,1,failure,no
30,management,single,tertiary,no,98,no,no,cellular,1,jul,174,1,-1,1,failure,no
31,blue-collar,married,primary,no,-454,yes,yes,cellular,2,jul,56,2,35,1,other,no
27,technician,single,secondary,no,5,no,yes,telephone,1,jul,11,1,35,1,failure,no
34,entrepreneur,married,secondary,no,56,yes,no,cellular,20,may,3,1,-1,1,failure,no
37,entrepreneur,married,tertiary,no,-69,no,no,cellular,8,jul,324,4,17,0,other,no
30,management,single,tertiary,no,101,yes,no,cellular,1,may,3,2,-1,1,success,no
30,management,single,tertiary,no,8,no,no,telephone,7,jul,3,1,-1,0,failure,no
33,technician,divorced,secondary,no,8,no,no,cellular,1,jul,14,1,-1,1,success,yes
30,technician,divorced,secondary,no,112,no,no,cellular,1,mar,3,2,-1,7,failure,no
30,blue-collar,married,secondary,no,73,yes,no,cellular,29,jan,3,7,35,5,other,no
30,blue-collar,married,secondary,no,414,no,no,cellular,5,jun,295,1,35,1,failure,no
24,admin.,single,secondary,no,56,yes,no,cellular,1,mar,3,2,-1,1,failure,no
30,services,married,secondary,no,5,yes,no,cellular,1,jul,17,9,35,2,other,no
33,management,married,tertiary,no,1678,yes,no,cellular,6,feb,90,1,35,1,failure,no
30,services,single,secondary,no,5,no,no,cellular,3,may,94,1,-1,1,failure,no
30,technician,single,secondary,no,288,yes,no,cellular,13,jul,3,1,337,1,failure,no
30,blue-collar,married,secondary,no,288,no,no,cellular,8,may,130,2,-1,1,other,no
38,management,married,tertiary,no,37,yes,no,cellular,9,nov,146,1,-1,1,failure,no
32,blue-collar,married,secondary,no,73,yes,no,cellular,1,jul,14,1,35,1,failure,no
48,retired,married,secondary,no,37,no,no,cellular,25,jul,686,1,-1,1,failure,no
50,blue-collar,married,secondary,no,326,no,no,cellular,1,aug,11,4,17,0,failure,no
30,admin.,single,secondary,no,62,no,no,cellular,5,jul,84,1,-1,1,other,no
30,blue-collar,married,primary,no,288,no,no,cellular,1,mar,41,1,35,1,failure,no
34,blue-collar,married,secondary,no,5,no,no,cellular,18,jun,10,1,-1,1,failure,no
31,management,single,tertiary,no,62,no,no,cellular,5,jul,369,1,17,1,success,yes
30,management,married,primary,no,8,no,no,cellular,5,jul,116,4,35,0,failure,no
32,technician,single,secondary,no,5,yes,no,cellular,1,mar,17,8,-1,0,other,no
30,unemployed,married,primary,no,5,no,no,cellular,1,jul,19,2,180,1,success,yes
50,technician,married,secondary,no,5,yes,no,cellular,1,jul,3,1,9,0,failure,no
34,admin.,married,secondary,no,382,no,no,cellular,6,jul,17,1,17,1,failure,no
33,self-employed,married,tertiary,no,213,no,no,cellular,4,aug,218,1,35,1,failure,no
29,management,single,tertiary,no,27,yes,no,cellular,3,jul,337,1,-1,1,failure,no
35,services,married,secondary,no,112,no,yes,cellular,2,jul,218,1,9,1,failure,no
35,blue-collar,married,secondary,no,404,yes,no,cellular,10,may,75,1,-1,0,failure,no
30,blue-collar,married,primary,no,27,no,no,cellular,7,may,8,2,-1,1,failure,no
52,technician,married,secondary,no,288,no,yes,cellular,1,jul,3,2,92,3,failure,no
30,self-employed,married,tertiary,no,2663,no,no,cellular,1,jul,169,1,35,8,other,no
30,blue-collar,married,primary,no,252,yes,no,cellular,1,jun,41,2,-1,1,failure,no
36,technician,married,secondary,no,118,no,no,cellular,1,mar,233,1,57,1,failure,no
37,retired,married,secondary,no,5,no,no,cellular,4,feb,56,1,17,1,other,no
28,services,single,secondary,no,2367,no,no,cellular,6,sep,10,2,35,1,other,no
30,blue-collar,married,secondary,no,1727,yes,no,cellular,1,nov,769,4,-1,1,failure,no
30,blue-collar,divorced,secondary,no,8,no,no,cellular,13,mar,103,3,337,5,failure,no
30,blue-collar,married,secondary,no,5,no,yes,cellular,2,apr,297,2,-1,1,failure,no
66,retired,married,secondary,no,73,no,no,cellular,1,jul,3,1,35,1,failure,no
34,blue-collar,married,secondary,no,5,yes,no,cellular,1,dec,116,1,272,6,failure,no
30,management,single,secondary,no,153,yes,no,telephone,11,aug,3,9,35,1,other,no
30,entrepreneur,married,tertiary,no,5,yes,no,cellular,19,nov,141,1,88,8,failure,no
30,management,married,secondary,no,5,no,no,telephone,5,feb,55,1,-1,6,failure,no
33,services,married,secondary,no,27,no,no,cellular,17,nov,55,10,-1,0,other,no
30,admin.,single,secondary,no,0,no,no,cellular,21,jun,121,4,-1,2,other,no
33,services,single,secondary,no,4497,yes,no,cellular,5,mar,55,1,301,1,other,no
36,blue-collar,married,primary,no,-7,no,no,cellular,3,jul,3,1,35,1,failure,no
30,technician,divorced,secondary,no,252,yes,no,cellular,1,feb,295,16,201,5,other,no
30,blue-collar,married,secondary,no,288,no,no,cellular,1,may,276,6,-1,3,failure,no
30,blue-collar,married,secondary,no,73,yes,no,cellular,1,jul,3,1,35,1,failure,no
30,blue-collar,married,primary,no,5,yes,no,cellular,1,may,3,1,-1,0,failure,no
30,blue-collar,divorced,primary,no,5,no,no,cellular,8,may,255,2,35,0,other,no
59,admin.,married,primary,no,5,no,no,cellular,31,jul,11,2,-1,1,other,no
29,entrepreneur,single,tertiary,no,246,yes,no,cellular,1,jul,3,1,-1,2,failure,no
34,admin.,married,secondary,no,326,yes,no,cellular,21,jul,228,1,-1,0,failure,no
43,unemployed,married,secondary,no,98,yes,no,cellular,3,apr,3,1,35,3,failure,no
30,management,married,tertiary,no,231,no,no,cellular,1,jul,130,6,35,1,failure,no
30,technician,married,tertiary,no,27,no,no,telephone,5,jun,116,3,121,1,failure,no
40,management,married,tertiary,no,5,no,no,cellular,1,mar,3,1,-1,1,other,no
37,retired,divorced,secondary,no,5,no,no,cellular,1,jul,62,4,-1,0,success,yes
35,technician,married,secondary,no,5,no,no,cellular,4,mar,97,2,-1,0,other,no
29,admin.,married,secondary,no,177,yes,no,telephone,1,jun,55,6,-1,0,failure,no
32,management,single,primary,no,101,yes,yes,cellular,10,jul,107,9,35,1,other,no
30,retired,married,primary,no,62,no,no,cellular,7,jul,3,3,35,1,other,no
30,blue-collar,married,secondary,no,0,yes,no,cellular,1,jun,41,1,9,0,failure,no
33,technician,married,tertiary,no,288,no,no,cellular,11,jul,14,3,35,1,failure,no
42,blue-collar,married,secondary,no,881,yes,no,cellular,18,nov,100,1,35,1,failure,no
35,management,married,tertiary,no,240,no,no,cellular,13,nov,90,1,-1,1,failure,no
38,unemployed,married,secondary,no,288,no,no,cellular,13,jul,113,1,35,1,other,no
30,self-employed,married,tertiary,no,56,no,yes,cellular,23,may,90,2,35,1,failure,no
34,management,married,tertiary,no,5,yes,no,cellular,1,may,17,1,-1,1,other,no
36,admin.,married,secondary,no,-249,yes,no,cellular,1,may,94,1,-1,0,failure,no
30,admin.,married,secondary,no,109,yes,no,cellular,4,may,56,3,-1,0,failure,no
30,technician,married,secondary,no,782,no,no,cellular,9,jul,56,20,35,1,other,no
38,blue-collar,married,secondary,no,213,yes,yes,cellular,5,jun,211,1,-1,1,failure,no
30,blue-collar,single,secondary,no,204,no,yes,cellular,21,jul,174,8,-1,0,other,no
30,housemaid,married,primary,no,5,yes,no,telephone,1,jul,172,1,-1,1,failure,no
33,management,married,tertiary,no,1393,no,no,cellular,13,jul,172,1,116,1,success,yes
65,retired,married,tertiary,no,98,no,no,cellular,2,aug,11,1,35,1,failure,no
34,technician,married,secondary,no,5,yes,no,cellular,8,nov,11,1,-1,0,failure,no
38,self-employed,divorced,tertiary,no,4497,no,no,cellular,5,jul,364,1,180,1,failure,no
30,management,divorced,tertiary,no,2813,yes,no,cellular,13,may,441,2,35,1,failure,no
29,management,single,secondary,no,2812,no,no,cellular,7,jul,55,3,21,0,failure,no
34,unemployed,married,secondary,no,112,no,no,cellular,12,may,3,5,-1,1,failure,no
30,entrepreneur,married,tertiary,no,5854,no,yes,cellular,13,nov,271,3,57,1,failure,no
33,blue-collar,married,primary,no,5,yes,no,telephone,6,may,8,1,35,10,failure,no
30,management,married,tertiary,no,8,yes,no,cellular,10,nov,159,1,35,0,failure,no
30,management,single,tertiary,no,288,no,no,cellular,1,apr,60,1,14,1,failure,no
40,blue-collar,married,primary,no,6439,no,no,cellular,1,mar,56,3,-1,1,failure,no
47,retired,divorced,primary,no,98,no,no,cellular,7,jul,10,1,15,1,failure,no
30,management,married,primary,no,288,yes,no,cellular,1,feb,297,1,-1,1,failure,no
52,entrepreneur,divorced,tertiary,no,93,no,no,cellular,19,jul,40,3,35,1,failure,no
34,blue-collar,married,secondary,no,5,no,no,cellular,16,may,116,1,-1,1,failure,no
53,self-employed,married,tertiary,no,734,yes,no,cellular,12,jun,352,1,-1,1,failure,no
24,services,married,secondary,no,8304,no,no,cellular,4,jul,11,1,35,1,failure,no
33,self-employed,single,tertiary,no,5,yes,no,cellular,4,mar,140,1,17,1,success,yes
32,admin.,single,tertiary,no,8,no,no,cellular,1,jul,134,1,145,1,failure,no
30,admin.,single,secondary,no,73,yes,no,cellular,8,may,8,1,17,1,success,yes
30,technician,married,tertiary,no,37,no,no,cellular,26,mar,146,1,35,1,other,no
33,blue-collar,single,secondary,no,5,no,no,cellular,3,may,3,2,-1,1,other,no
30,blue-collar,single,secondary,no,231,yes,no,cellular,3,may,10,1,-1,0,failure,no
30,blue-collar,single,secondary,no,37,yes,yes,cellular,5,apr,55,1,35,1,failure,no
34,management,married,tertiary,no,1764,no,no,cellular,18,aug,70,1,35,0,failure,no
38,unemployed,married,secondary,no,3331,yes,no,cellular,1,aug,425,2,45,2,failure,no
40,entrepreneur,married,secondary,no,2663,no,yes,cellular,1,jul,90,1,35,0,failure,no
30,blue-collar,single,primary,no,-146,yes,no,cellular,16,may,11,1,-1,1,failure,no
33,technician,married,secondary,no,1393,no,yes,telephone,1,nov,64,5,-1,1,failure,no
37,blue-collar,married,tertiary,no,5,yes,no,cellular,26,jul,19,3,-1,1,failure,yes
36,services,married,secondary,no,101,yes,no,cellular,17,mar,3,1,-1,0,failure,no
34,technician,single,secondary,no,56,no,no,cellular,1,jul,45,1,-1,1,success,yes
35,blue-collar,divorced,primary,no,-411,no,no,cellular,1,may,1030,2,35,1,failure,yes
30,blue-collar,married,secondary,no,204,yes,no,cellular,8,jun,41,1,-1,1,failure,no
43,admin.,married,secondary,no,5,no,no,cellular,1,may,84,1,35,1,other,no
32,management,married,tertiary,no,6439,no,no,cellular,20,nov,233,2,35,1,other,no
33,management,married,tertiary,no,153,no,no,cellular,1,aug,70,3,92,1,failure,no
38,blue-collar,married,primary,no,0,yes,no,cellular,1,jul,11,1,35,1,failure,no
34,technician,married,secondary,no,101,no,no,cellular,1,apr,8,3,35,0,failure,no
30,entrepreneur,divorced,secondary,no,-69,yes,no,cellular,1,may,500,1,-1,1,failure,no
65,student,married,primary,no,62,yes,no,cellular,1,jul,3,1,-1,1,failure,no
29,blue-collar,married,secondary,no,5,no,no,cellular,1,mar,94,1,9,1,other,no
50,technician,married,primary,no,5,no,no,cellular,5,mar,11,2,35,0,other,no
35,blue-collar,single,secondary,no,0,yes,no,cellular,6,jul,70,1,-1,5,success,no
34,services,divorced,secondary,no,37,yes,no,cellular,5,may,30,1,-1,1,failure,no
57,technician,divorced,tertiary,no,112,no,no,telephone,1,jun,116,1,-1,1,failure,yes
30,blue-collar,divorced,secondary,no,-146,yes,no,cellular,7,may,49,1,-1,1,failure,no
30,management,married,tertiary,no,382,no,yes,cellular,1,jul,115,2,-1,1,failure,no
37,blue-collar,married,secondary,no,709,no,no,cellular,10,mar,45,1,-1,1,failure,no
40,management,married,primary,no,5,no,no,cellular,21,jul,88,1,35,1,success,no
50,unemployed,divorced,secondary,no,231,no,no,cellular,1,dec,228,1,180,1,failure,no
30,services,single,secondary,no,177,no,yes,cellular,1,jul,3,1,-1,0,failure,no
33,management,married,tertiary,no,5,yes,no,cellular,2,jul,14,1,35,1,other,no
31,entrepreneur,married,secondary,no,341,no,no,cellular,3,jul,56,3,-1,1,other,no
31,blue-collar,single,primary,no,27,no,no,cellular,6,jul,56,1,35,1,other,no
38,blue-collar,married,secondary,no,73,no,no,cellular,1,jun,524,1,15,2,other,no
30,management,married,secondary,no,101,yes,no,cellular,1,may,116,1,-1,9,failure,no
30,admin.,married,secondary,no,62,no,no,cellular,5,dec,103,6,92,1,failure,no
33,student,single,secondary,no,104,no,no,cellular,6,nov,328,1,35,1,failure,no
30,technician,married,tertiary,no,8,no,no,cellular,18,aug,3,4,35,1,failure,no
29,technician,single,tertiary,no,3297,yes,no,cellular,3,jul,3,10,-1,1,other,no
36,blue-collar,married,primary,no,5,no,no,cellular,16,mar,11,1,116,0,failure,no
35,technician,married,secondary,no,27,yes,no,cellular,1,jul,55,3,-1,0,failure,no
29,blue-collar,single,secondary,no,27,no,no,cellular,3,dec,3,5,-1,1,failure,no
30,management,divorced,tertiary,no,2909,no,no,cellular,8,may,11,1,-1,0,failure,no
