age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
50,services,divorced,tertiary,no,1349,yes,no,cellular,28,jan,120,1,-1,0,failure,no
55,technician,single,secondary,no,517,yes,yes,cellular,19,mar,60,1,-1,0,failure,no
37,admin.,single,tertiary,no,1066,yes,yes,cellular,7,may,83,1,93,0,failure,no
23,technician,single,secondary,yes,8304,yes,yes,cellular,6,sep,193,1,-1,1,success,no
60,management,single,tertiary,no,21,no,yes,telephone,14,jul,172,1,-1,0,failure,no
56,blue-collar,married,secondary,no,881,yes,no,cellular,14,may,120,3,-1,0,failure,no
48,blue-collar,divorced,secondary,no,2071,yes,no,cellular,14,may,1,1,-1,0,other,no
33,management,married,tertiary,no,572,yes,no,cellular,14,sep,155,1,-1,0,failure,yes
02,blue-collar,single,secondary,no,0,no,no,cellular,6,may,500,1,0,0,other,no
25,student,single,secondary,no,1299,yes,no,cellular,25,may,104,1,0,0,other,no
20,student,single,primary,no,0,no,no,cellular,28,aug,30,1,-1,0,failure,no
36,management,single,tertiary,no,0,no,no,cellular,21,may,80,1,-1,0,failure,no
25,self-employed,single,secondary,no,78,yes,no,cellular,9,may,825,1,0,0,failure,no
30,management,single,secondary,no,1000,yes,no,cellular,5,jun,120,2,-1,0,failure,yes
30,retired,single,secondary,no,4380,yes,no,cellular,1,sep,369,1,0,0,other,yes
35,self-employed,single,tertiary,no,0,no,no,cellular,6,jun,2,4,0,0,other,no
35,admin.,single,tertiary,no,777,no,no,cellular,28,jan,85,1,0,0,failure,no
33,blue-collar,single,secondary,no,0,yes,no,cellular,14,may,123,1,0,3,other,no
30,blue-collar,married,secondary,no,461,yes,no,cellular,30,may,120,1,0,0,other,no
25,technician,single,secondary,no,2189,no,no,cellular,1,nov,256,1,0,0,other,no
25,technician,single,secondary,no,0,yes,no,cellular,5,may,120,2,-1,0,failure,no
37,management,married,tertiary,yes,0,no,no,cellular,1,jan,44,1,123,0,failure,no
25,student,single,secondary,no,1000,yes,no,cellular,30,may,255,1,-1,0,failure,no
41,blue-collar,divorced,secondary,no,210,yes,no,cellular,13,mar,120,1,-1,0,failure,no
25,admin.,single,secondary,no,1000,yes,no,cellular,5,may,120,3,0,1,success,no
36,admin.,married,secondary,no,1,yes,no,cellular,8,may,102,1,81,2,failure,no
03,unemployed,divorced,secondary,no,522,no,no,cellular,1,jul,559,1,-1,0,failure,no
38,admin.,single,secondary,no,3190,yes,no,cellular,1,jun,30,1,-1,0,failure,no
25,technician,single,tertiary,no,257,yes,no,cellular,2,mar,120,2,-1,0,failure,no
25,admin.,single,secondary,no,1500,yes,no,cellular,26,mar,475,1,0,0,other,no
30,services,single,tertiary,no,91,yes,yes,cellular,8,jul,179,2,-1,2,failure,no
25,technician,married,secondary,no,2055,yes,no,cellular,16,may,120,4,-1,0,failure,no
25,management,married,tertiary,no,1000,yes,no,cellular,5,aug,120,1,91,7,success,yes
30,blue-collar,married,primary,no,100,yes,no,cellular,8,may,120,5,0,1,success,yes
25,services,married,secondary,no,770,yes,no,cellular,8,may,114,1,-1,0,other,no
30,management,divorced,tertiary,no,3000,no,yes,cellular,28,jan,120,1,0,0,success,yes
29,management,single,tertiary,no,0,no,no,cellular,6,aug,174,1,0,0,failure,no
31,blue-collar,married,primary,no,-454,yes,no,cellular,28,may,861,2,0,0,other,no
27,blue-collar,single,secondary,no,1359,yes,no,telephone,25,jul,99,1,0,0,other,no
37,entrepreneur,married,secondary,no,50,yes,no,cellular,20,may,0,1,0,0,other,no
04,entrepreneur,married,tertiary,no,0,no,no,cellular,1,jan,364,4,0,0,other,no
30,management,single,tertiary,no,1040,yes,no,cellular,5,mar,96,1,-1,0,failure,no
32,management,single,tertiary,no,0,no,no,telephone,3,oct,100,1,-1,0,other,no
33,technician,single,secondary,no,0,yes,no,cellular,1,aug,341,1,-1,0,other,yes
30,technician,divorced,secondary,no,1000,no,no,cellular,5,jun,120,2,-1,0,failure,no
29,services,single,secondary,no,-111,yes,no,cellular,29,jan,49,4,255,0,other,no
37,blue-collar,single,secondary,no,-679,yes,yes,cellular,7,jun,172,3,-1,0,failure,no
31,admin.,single,tertiary,no,199,yes,no,cellular,16,may,248,2,-1,0,failure,no
35,services,married,secondary,no,1935,yes,no,cellular,17,apr,97,1,0,0,other,no
46,management,single,tertiary,no,-679,yes,yes,cellular,7,feb,90,1,93,0,failure,no
25,services,single,tertiary,no,2907,yes,no,cellular,12,jul,248,2,-1,0,failure,no
29,unemployed,single,secondary,no,145,yes,no,cellular,1,may,30,1,0,3,other,no
30,blue-collar,married,secondary,no,0,yes,no,cellular,2,may,120,1,0,0,success,yes
35,management,single,secondary,no,131,yes,no,cellular,5,oct,120,1,-1,0,failure,no
32,technician,married,secondary,no,2,yes,yes,cellular,8,mar,143,1,-1,0,other,no
25,retired,single,secondary,no,1000,no,yes,cellular,25,jul,468,1,-1,0,failure,no
57,blue-collar,single,secondary,no,0,yes,no,cellular,28,aug,161,4,0,0,failure,no
31,admin.,single,secondary,no,0,no,no,cellular,1,feb,60,2,-1,0,failure,no
30,blue-collar,married,primary,no,236,yes,no,cellular,13,jan,1,1,0,0,failure,no
30,blue-collar,married,secondary,no,103,yes,no,cellular,18,jun,48,1,-1,0,failure,no
30,management,single,secondary,no,1000,no,no,cellular,6,may,335,3,0,0,failure,no
26,housemaid,married,primary,no,0,no,no,cellular,8,jan,416,4,0,0,other,no
27,technician,single,secondary,no,1742,yes,no,cellular,6,jun,787,1,-1,0,other,yes
30,unemployed,married,secondary,no,7005,yes,no,cellular,5,jul,429,1,184,3,success,yes
55,unemployed,married,secondary,no,0,yes,no,cellular,12,jun,33,1,0,0,other,no
30,admin.,married,secondary,no,583,yes,no,cellular,5,jun,120,1,0,0,success,yes
30,self-employed,married,secondary,no,1500,no,yes,cellular,5,jul,286,1,-1,0,failure,no
29,management,single,tertiary,no,279,yes,no,cellular,5,may,371,1,-1,0,failure,no
55,services,single,secondary,no,1150,yes,yes,cellular,23,jul,218,1,93,0,failure,no
55,management,married,secondary,no,11743,yes,no,cellular,1,may,75,1,-1,0,failure,no
53,blue-collar,married,primary,no,273,yes,no,cellular,18,may,248,1,279,2,failure,no
52,technician,married,secondary,no,9154,yes,yes,telephone,4,feb,40,5,-1,3,failure,no
44,self-employed,married,secondary,no,263,no,no,cellular,4,may,116,1,78,8,failure,no
37,admin.,married,secondary,no,253,yes,no,cellular,19,jun,67,2,-1,0,failure,no
30,technician,married,secondary,no,118,yes,no,cellular,5,jun,120,1,-1,0,success,yes
76,retired,married,primary,no,2590,no,no,telephone,8,may,182,2,-1,2,failure,no
28,services,single,tertiary,no,4,yes,no,cellular,2,sep,10,1,93,0,failure,no
53,blue-collar,single,primary,no,1472,yes,no,cellular,18,may,769,4,279,2,failure,no
30,blue-collar,single,secondary,no,1779,yes,no,cellular,13,aug,233,1,370,1,failure,yes
30,blue-collar,married,secondary,no,1500,yes,yes,cellular,20,may,297,5,-1,0,success,yes
60,retired,married,secondary,no,2722,yes,no,cellular,12,aug,5,2,-1,0,failure,yes
44,services,divorced,secondary,no,1025,yes,no,cellular,5,may,116,2,202,1,failure,no
39,management,single,secondary,no,-679,yes,no,telephone,27,aug,23,1,93,0,failure,no
30,entrepreneur,married,tertiary,no,83,yes,no,cellular,19,nov,108,1,0,0,failure,no
60,services,single,secondary,no,0,no,no,cellular,2,feb,120,1,126,6,failure,no
02,admin.,single,secondary,no,0,yes,yes,cellular,23,jul,55,10,0,0,other,no
38,blue-collar,single,secondary,no,0,yes,no,cellular,11,jun,339,1,0,0,failure,no
25,services,single,secondary,no,492,yes,no,cellular,12,may,120,1,0,1,success,yes
45,blue-collar,married,primary,no,0,yes,no,cellular,1,may,10,3,-1,0,other,no
25,technician,divorced,secondary,no,1000,yes,no,cellular,15,feb,120,1,201,0,failure,no
49,blue-collar,married,secondary,no,1568,no,no,cellular,1,may,60,6,0,0,failure,no
48,blue-collar,married,secondary,no,1143,yes,no,cellular,1,jan,120,3,-1,0,failure,no
46,blue-collar,married,primary,no,501,yes,no,cellular,1,jan,230,2,-1,0,other,no
04,blue-collar,divorced,secondary,no,71,yes,no,cellular,1,jan,225,1,0,0,other,no
59,admin.,single,primary,no,0,no,no,cellular,31,jul,114,1,0,0,failure,no
25,entrepreneur,single,tertiary,no,0,yes,no,cellular,5,jun,120,2,-1,0,failure,no
30,admin.,single,secondary,no,112,yes,no,cellular,21,jul,228,3,-1,2,failure,no
43,unemployed,married,secondary,no,0,yes,no,cellular,1,jan,23,2,136,2,other,no
03,management,married,tertiary,no,231,no,no,cellular,1,aug,130,6,0,0,other,no
30,technician,married,tertiary,no,794,yes,no,telephone,3,jun,116,1,121,0,failure,no
42,management,married,tertiary,no,0,yes,no,cellular,1,jan,10,1,0,0,failure,no
66,retired,divorced,secondary,no,53,no,no,cellular,12,jul,562,4,-1,0,failure,no
30,technician,single,secondary,no,0,no,no,cellular,5,may,63,2,0,1,success,yes
29,self-employed,married,tertiary,no,270,yes,no,telephone,15,may,155,6,-1,0,failure,no
32,management,single,tertiary,no,1954,yes,yes,cellular,10,oct,107,1,0,0,other,no
72,retired,married,tertiary,no,1612,yes,no,cellular,5,aug,120,1,-1,0,failure,yes
55,unemployed,married,secondary,no,0,yes,no,cellular,1,jan,10,1,-1,0,failure,no
38,technician,married,tertiary,no,0,no,no,cellular,11,aug,148,3,-1,0,other,no
25,student,married,secondary,no,1500,yes,no,cellular,18,may,120,1,0,0,success,yes
54,blue-collar,married,secondary,no,0,no,no,cellular,21,mar,60,1,0,0,other,no
30,unemployed,married,secondary,no,1000,no,no,cellular,13,jan,113,1,33,0,other,no
33,self-employed,married,primary,no,416,yes,yes,telephone,23,may,257,2,-1,3,success,no
30,management,married,tertiary,no,229,yes,no,cellular,5,may,197,1,-1,0,other,no
53,admin.,married,secondary,no,-294,yes,no,cellular,18,may,248,1,279,0,failure,no
36,admin.,married,secondary,no,5000,yes,no,cellular,4,jul,52,1,0,0,failure,no
25,technician,single,secondary,no,-18,yes,no,cellular,5,may,25,20,0,0,failure,no
30,blue-collar,married,secondary,no,213,yes,no,cellular,16,jun,120,1,-1,0,failure,no
29,unemployed,single,secondary,no,-20,no,no,cellular,21,oct,574,1,0,0,other,no
47,housemaid,single,primary,no,0,yes,no,telephone,5,jul,162,1,0,0,other,no
48,management,married,tertiary,no,0,yes,no,cellular,13,oct,126,1,-1,0,failure,no
65,retired,single,tertiary,no,-679,yes,no,cellular,2,feb,172,1,-1,0,failure,no
45,services,married,secondary,no,3944,no,no,cellular,5,may,141,1,-1,0,failure,no
38,self-employed,divorced,tertiary,no,6447,no,no,cellular,7,jul,172,1,93,1,failure,no
04,management,divorced,tertiary,no,2813,yes,no,cellular,13,may,0,1,5,0,other,no
53,blue-collar,single,primary,no,2822,no,no,cellular,18,may,248,1,279,0,failure,no
30,unemployed,married,secondary,no,7,yes,no,cellular,5,may,60,5,0,0,failure,no
37,entrepreneur,single,secondary,no,264,yes,yes,cellular,20,nov,20,1,157,0,failure,no
42,blue-collar,married,secondary,no,759,yes,no,telephone,13,feb,80,1,-1,10,failure,no
33,management,married,secondary,no,0,yes,no,cellular,1,nov,159,1,-1,0,other,no
26,management,single,tertiary,no,7628,no,no,cellular,1,jan,30,1,0,0,other,no
47,blue-collar,married,tertiary,no,6439,no,no,cellular,14,may,326,3,478,3,failure,no
55,retired,divorced,primary,no,925,no,no,cellular,17,jan,540,1,-1,0,failure,no
37,blue-collar,married,primary,no,273,yes,no,cellular,2,feb,248,1,279,0,failure,no
52,entrepreneur,divorced,tertiary,no,0,yes,no,cellular,19,may,214,3,-1,0,other,no
40,blue-collar,married,secondary,no,0,no,no,cellular,25,jun,0,1,-1,0,failure,no
52,admin.,married,tertiary,no,199,yes,no,cellular,12,jun,252,1,189,0,other,no
04,services,married,secondary,no,809,no,no,cellular,2,feb,0,1,0,0,other,no
33,self-employed,single,tertiary,no,94,yes,no,cellular,5,may,955,2,-1,0,failure,yes
38,student,single,tertiary,no,-898,yes,no,cellular,5,may,345,1,323,0,failure,no
30,admin.,single,secondary,no,3551,yes,no,cellular,12,may,120,5,0,1,success,yes
34,technician,single,tertiary,no,2907,yes,no,cellular,26,jul,243,2,35,6,failure,yes
33,unemployed,single,secondary,no,1,no,no,cellular,5,may,198,1,-1,0,failure,no
09,student,single,secondary,no,1311,yes,no,cellular,13,may,120,1,0,0,success,yes
20,student,single,secondary,no,0,yes,no,cellular,16,jan,55,2,-1,0,other,no
44,management,married,tertiary,no,1764,no,yes,cellular,18,aug,70,1,93,0,failure,no
46,unemployed,married,secondary,no,3533,yes,no,cellular,8,may,235,2,-1,2,failure,no
40,entrepreneur,married,secondary,no,2663,no,yes,cellular,1,jan,289,1,0,0,other,no
05,blue-collar,single,primary,no,116,no,no,cellular,15,may,160,1,-1,0,failure,no
55,technician,married,tertiary,no,1393,yes,yes,cellular,21,nov,172,1,93,0,failure,no
30,blue-collar,single,tertiary,no,335,yes,no,cellular,26,jan,120,1,-1,0,failure,no
31,self-employed,single,tertiary,no,270,yes,no,cellular,8,may,174,5,274,0,failure,no
30,student,single,secondary,no,1000,yes,no,cellular,1,sep,120,1,-1,0,success,yes
45,unemployed,divorced,primary,no,0,no,no,cellular,23,jan,1030,1,-1,0,failure,no
03,student,married,secondary,no,203,yes,no,cellular,5,aug,143,1,-1,0,failure,no
25,admin.,single,secondary,no,0,yes,no,cellular,7,may,120,1,0,0,success,yes
52,management,married,tertiary,no,199,no,no,cellular,20,nov,223,1,189,0,other,no
42,admin.,single,tertiary,no,-679,yes,yes,cellular,7,aug,172,1,93,4,failure,no
38,blue-collar,married,primary,no,0,yes,no,cellular,8,nov,101,1,-1,1,success,no
06,services,married,secondary,no,0,no,no,cellular,1,jan,10,1,-1,0,failure,no
03,entrepreneur,divorced,secondary,no,-69,yes,no,cellular,1,may,300,1,-1,0,failure,no
31,student,single,secondary,no,46,yes,no,cellular,1,jul,487,1,-1,0,other,no
74,blue-collar,married,secondary,no,0,no,no,cellular,1,jan,10,1,-1,0,failure,no
50,technician,married,primary,no,0,no,no,cellular,1,jan,10,2,0,0,other,no
45,blue-collar,single,tertiary,no,264,yes,no,cellular,26,may,768,2,-1,5,success,no
44,services,divorced,secondary,no,1025,yes,no,cellular,5,may,116,2,202,1,failure,no
05,technician,divorced,tertiary,no,126,no,no,telephone,1,jan,66,1,-1,0,failure,no
35,admin.,married,secondary,no,199,yes,no,cellular,27,may,137,2,189,0,other,no
02,self-employed,single,tertiary,no,392,yes,yes,cellular,1,jul,60,1,0,0,failure,no
30,services,married,secondary,no,7019,no,no,cellular,30,may,120,1,-1,0,other,no
41,management,married,secondary,no,280,yes,no,cellular,2,oct,88,1,0,0,failure,no
52,unemployed,divorced,secondary,no,230,no,no,cellular,1,dec,2,2,-1,0,other,yes
31,services,single,tertiary,no,2907,yes,no,cellular,12,jul,248,3,-1,0,failure,no
33,management,single,tertiary,no,530,yes,no,cellular,5,aug,120,1,0,0,other,no
25,entrepreneur,married,secondary,no,1000,yes,no,cellular,31,mar,44,7,-1,0,failure,no
24,blue-collar,single,primary,no,200,yes,no,cellular,26,jan,120,2,-1,0,failure,yes
30,technician,married,secondary,no,71,no,no,cellular,5,jun,524,4,0,0,failure,no
39,management,single,secondary,no,200,yes,no,cellular,27,may,116,1,-1,0,failure,no
36,admin.,married,secondary,no,0,yes,no,cellular,1,jan,123,1,0,0,failure,no
25,student,single,secondary,no,2144,yes,no,cellular,5,nov,120,2,0,1,failure,no
30,technician,married,tertiary,no,0,no,no,cellular,18,aug,543,1,78,2,failure,no
30,technician,single,tertiary,no,390,yes,no,cellular,5,may,85,1,0,0,other,no
25,blue-collar,married,primary,no,753,yes,no,cellular,1,jan,151,1,-1,0,failure,no
