age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
49,blue-collar,single,secondary,no,-367,yes,no,cellular,2,feb,98,1,207,1,failure,no
34,management,married,tertiary,no,3047,no,no,cellular,30,apr,317,1,160,5,other,yes
30,admin.,single,tertiary,no,33,yes,no,cellular,25,jul,396,1,-1,0,,no
60,admin.,married,secondary,no,12210,yes,no,,19,may,256,1,-1,0,,no
24,services,single,secondary,no,281,yes,no,cellular,8,may,211,2,337,3,other,no
44,admin.,married,secondary,no,58544,yes,no,,7,may,144,2,-1,0,,no
59,retired,single,secondary,no,351,yes,no,,27,may,1063,5,-1,0,,yes
47,self-employed,divorced,secondary,no,8515,yes,no,,20,nov,14,7,112,4,other,no
59,management,married,primary,no,1727,no,no,telephone,25,may,500,4,358,2,failure,yes
37,technician,married,secondary,no,24,yes,no,cellular,13,aug,136,1,105,2,failure,no
43,technician,married,secondary,no,1937,yes,no,,5,may,181,1,-1,0,,no
27,student,single,secondary,no,538,no,no,cellular,4,jun,124,2,-1,0,,yes
30,admin.,single,secondary,no,818,yes,yes,cellular,16,apr,66,1,346,1,failure,no
31,management,married,secondary,no,2294,no,no,cellular,20,aug,483,2,-1,0,,no
53,housemaid,married,secondary,no,1103,no,no,cellular,22,jul,274,6,-1,0,,no
47,blue-collar,married,primary,no,362,yes,no,cellular,18,aug,111,8,-1,0,,no
35,blue-collar,single,secondary,no,5,no,no,,19,may,268,3,-1,0,,no
27,admin.,single,secondary,no,585,no,no,,3,jul,269,3,-1,0,,no
51,blue-collar,married,primary,no,864,yes,no,cellular,13,may,321,1,-1,0,,no
42,blue-collar,married,secondary,no,-145,yes,no,cellular,15,jul,231,3,-1,0,,no
29,management,single,tertiary,no,3357,no,no,cellular,21,jul,120,3,-1,0,,no
39,,single,secondary,no,0,no,no,,6,jun,188,1,-1,0,,no
33,services,married,secondary,no,0,yes,yes,cellular,7,may,172,2,-1,0,,no
27,student,single,tertiary,no,24,yes,no,cellular,2,feb,344,2,-1,0,,no
26,admin.,married,tertiary,no,685,yes,no,,26,may,346,2,-1,0,,no
38,services,married,secondary,no,435,yes,no,,23,may,193,2,-1,0,,no
42,technician,married,tertiary,no,13410,no,yes,cellular,14,aug,149,2,-1,0,,no
35,management,single,tertiary,no,62,yes,no,cellular,20,apr,213,3,-1,0,,yes
24,management,married,,no,448,no,no,cellular,14,apr,324,1,-1,0,,yes
36,student,single,,no,36,yes,no,,29,may,705,1,-1,0,,no
35,management,married,tertiary,no,-4,no,no,cellular,8,aug,129,2,-1,0,,no
47,technician,divorced,,no,442,yes,no,cellular,11,may,85,1,-1,0,,no
43,technician,married,secondary,no,629,no,no,cellular,5,aug,196,1,-1,0,,no
35,blue-collar,married,secondary,no,4731,yes,no,,2,jun,249,2,-1,0,,no
43,blue-collar,married,primary,no,361,yes,no,cellular,8,may,87,2,-1,0,,no
48,blue-collar,married,primary,no,8,no,no,cellular,20,aug,43,2,-1,0,,no
34,technician,divorced,secondary,no,592,yes,no,cellular,7,may,67,3,-1,0,,no
25,blue-collar,single,secondary,no,189,no,yes,cellular,8,jul,687,2,-1,0,,yes
60,management,married,tertiary,no,205,no,no,cellular,26,may,107,2,-1,0,,no
36,management,single,tertiary,no,1531,yes,no,cellular,8,may,81,3,170,1,failure,no
51,technician,married,secondary,no,1174,yes,no,cellular,15,may,301,1,-1,0,,no
50,technician,divorced,secondary,no,1591,no,no,cellular,4,aug,209,1,-1,0,,no
59,blue-collar,married,secondary,no,410,yes,no,cellular,2,feb,136,1,-1,0,,no
59,services,married,secondary,no,-22,yes,no,,26,may,748,3,-1,0,,yes
30,management,divorced,tertiary,no,726,yes,no,cellular,18,may,24,1,-1,0,,no
30,blue-collar,married,secondary,no,246,yes,no,cellular,18,nov,166,2,113,5,failure,no
59,management,married,tertiary,yes,782,no,yes,cellular,13,aug,127,2,-1,0,,no
55,retired,married,secondary,no,785,yes,no,cellular,14,may,47,1,370,2,failure,no
58,retired,single,primary,no,6570,no,no,cellular,21,jul,106,3,-1,0,,no
48,services,married,secondary,no,202,yes,no,cellular,5,aug,162,1,-1,0,,no
36,self-employed,married,tertiary,no,682,yes,no,,20,jun,13,10,-1,0,,no
52,management,married,primary,no,798,yes,no,,30,jun,123,2,-1,0,,no
47,management,married,tertiary,no,866,no,no,,20,jun,7,7,-1,0,,no
46,blue-collar,married,primary,no,-29,yes,no,,12,may,322,1,-1,0,,no
38,management,married,tertiary,no,1187,yes,yes,cellular,5,jun,76,2,123,1,failure,no
46,management,married,tertiary,no,349,no,no,cellular,15,feb,295,2,616,1,failure,yes
54,housemaid,married,primary,no,3304,no,yes,cellular,25,jul,90,7,-1,0,,no
54,admin.,married,secondary,no,602,no,no,cellular,3,mar,143,2,-1,0,,yes
39,blue-collar,married,secondary,no,327,yes,no,,20,may,244,1,-1,0,,no
29,management,single,tertiary,no,54,yes,yes,,26,may,257,3,-1,0,,no
79,retired,divorced,secondary,no,631,no,no,telephone,9,aug,440,5,182,3,failure,no
47,management,divorced,tertiary,no,17964,yes,no,,3,jun,165,2,-1,0,,no
47,management,married,,no,1046,no,no,,9,jun,83,1,-1,0,,no
56,self-employed,married,secondary,no,123,no,no,,13,may,81,1,-1,0,,no
33,blue-collar,married,primary,no,392,yes,no,,23,may,302,1,-1,0,,no
31,management,single,secondary,no,202,yes,no,cellular,7,may,590,1,-1,0,,no
35,blue-collar,married,secondary,no,262,no,no,cellular,15,sep,331,1,75,6,failure,yes
41,management,divorced,tertiary,no,8106,no,no,cellular,19,nov,39,1,-1,0,,no
25,technician,single,secondary,no,9154,yes,no,telephone,4,may,40,5,-1,0,,no
46,admin.,divorced,tertiary,no,-363,no,yes,cellular,30,jul,96,11,-1,0,,no
28,unemployed,single,primary,no,236,no,no,cellular,4,may,193,1,87,3,failure,yes
49,management,divorced,tertiary,no,169,no,no,cellular,18,jul,141,1,-1,0,,no
31,services,single,secondary,no,183,yes,no,cellular,11,jul,60,2,-1,0,,no
34,blue-collar,married,secondary,no,320,yes,no,cellular,12,aug,352,1,828,2,failure,yes
33,admin.,single,secondary,no,5,yes,no,cellular,15,may,934,2,368,2,failure,yes
51,blue-collar,married,secondary,no,0,yes,no,cellular,21,nov,8,6,-1,0,,no
30,blue-collar,married,secondary,no,378,yes,no,cellular,14,may,566,2,-1,0,,yes
44,unemployed,married,primary,no,51,no,no,cellular,30,jul,289,4,-1,0,,no
51,management,married,tertiary,no,2814,no,no,cellular,3,feb,178,1,-1,0,,no
37,management,married,tertiary,no,1300,yes,no,cellular,16,apr,211,1,-1,0,,no
39,management,married,tertiary,no,494,no,no,cellular,10,mar,106,2,478,3,failure,yes
65,admin.,married,secondary,no,11240,yes,no,telephone,28,oct,149,1,-1,0,,no
48,management,married,tertiary,no,0,no,no,cellular,27,aug,203,7,-1,0,,no
33,services,divorced,secondary,yes,339,yes,no,,23,may,496,4,-1,0,,no
60,blue-collar,married,secondary,no,3122,no,no,telephone,18,aug,51,12,-1,0,,no
31,admin.,single,tertiary,no,516,no,no,cellular,5,jun,227,1,-1,0,,no
42,management,married,tertiary,no,2440,yes,no,,30,may,199,2,-1,0,,no
33,services,married,secondary,no,-329,yes,no,cellular,9,apr,113,1,-1,0,,no
34,blue-collar,divorced,secondary,no,1614,yes,no,cellular,15,may,228,2,297,1,other,no
43,management,single,tertiary,no,1696,yes,no,cellular,26,aug,257,1,474,3,failure,yes
60,retired,married,secondary,no,208,no,no,cellular,20,aug,70,4,-1,0,,no
45,unemployed,divorced,primary,yes,-249,yes,yes,,1,jul,92,1,-1,0,,no
45,technician,married,secondary,no,-847,no,yes,cellular,22,jul,312,1,-1,0,,no
30,technician,divorced,tertiary,no,-317,yes,no,,7,may,381,2,-1,0,,no
58,admin.,married,secondary,no,145,yes,no,telephone,29,jul,616,13,-1,0,,yes
32,admin.,married,secondary,no,1974,yes,no,,30,may,104,3,-1,0,,no
53,blue-collar,married,secondary,no,-162,yes,no,cellular,14,jul,81,6,-1,0,,no
36,self-employed,married,tertiary,no,7343,no,no,cellular,17,nov,78,1,-1,0,,no
55,management,married,secondary,no,5836,no,no,,18,jun,192,1,-1,0,,no
32,management,single,tertiary,no,1,no,no,cellular,20,aug,108,5,-1,0,,no
50,management,divorced,tertiary,no,1349,yes,yes,cellular,28,jan,326,1,-1,0,,no
55,technician,married,secondary,no,517,yes,yes,,19,may,61,4,-1,0,,no
37,admin.,single,secondary,no,1066,yes,no,,28,may,83,4,-1,0,,no
23,technician,single,secondary,yes,150,yes,yes,,6,jun,66,5,-1,0,,no
60,management,divorced,primary,no,21,no,yes,telephone,14,jul,113,3,-1,0,,no
56,blue-collar,married,secondary,no,881,yes,no,,14,may,225,2,-1,0,,no
48,blue-collar,divorced,secondary,no,2071,no,no,cellular,14,may,127,1,-1,0,,no
37,management,married,tertiary,no,0,no,no,cellular,14,sep,155,1,-1,0,,no
29,blue-collar,single,secondary,no,114,yes,no,cellular,6,may,500,1,-1,0,,no
54,technician,married,secondary,no,1299,yes,no,cellular,25,may,104,1,-1,0,,no
20,student,single,primary,no,825,no,no,,28,aug,27,1,-1,0,,no
36,management,single,tertiary,no,808,no,no,,21,may,52,1,-1,0,,no
27,self-employed,single,secondary,no,78,yes,no,,9,may,825,1,-1,0,,no
39,management,married,tertiary,no,0,yes,no,,2,jun,46,2,-1,0,,no
71,retired,divorced,secondary,no,4380,no,no,cellular,22,sep,369,1,-1,0,,yes
35,self-employed,single,tertiary,no,4294,no,no,,26,jun,529,4,-1,0,,no
35,admin.,single,tertiary,no,777,no,yes,cellular,28,may,85,1,-1,0,,no
33,blue-collar,single,secondary,no,142,yes,no,cellular,14,may,123,1,360,3,other,no
37,blue-collar,married,primary,no,461,yes,no,,30,may,272,2,-1,0,,no
35,technician,married,secondary,no,2189,no,no,cellular,19,nov,256,3,-1,0,,no
49,technician,married,secondary,no,-215,yes,no,,26,may,155,2,-1,0,,no
37,management,married,tertiary,yes,0,no,no,cellular,17,nov,44,1,123,2,failure,no
52,technician,married,tertiary,no,1405,yes,yes,,30,may,255,1,-1,0,,no
41,blue-collar,divorced,primary,yes,210,yes,no,,13,may,383,1,-1,0,,no
37,admin.,married,secondary,no,7,yes,no,cellular,27,may,224,7,105,1,other,no
32,blue-collar,married,secondary,no,1,yes,no,,8,may,102,1,-1,0,,no
33,technician,divorced,secondary,no,522,no,yes,cellular,7,jul,559,4,-1,0,,no
38,admin.,married,secondary,no,3190,yes,no,,20,jun,20,2,-1,0,,no
32,technician,single,tertiary,no,257,yes,no,,2,jun,183,5,-1,0,,no
28,admin.,single,secondary,no,1277,no,no,cellular,26,mar,475,1,-1,0,,yes
30,technician,single,tertiary,no,91,yes,yes,cellular,10,jul,179,1,-1,0,,no
55,technician,married,secondary,no,2055,yes,no,,16,may,1023,4,-1,0,,no
42,management,married,tertiary,no,27696,no,no,cellular,11,aug,370,1,91,7,success,yes
38,blue-collar,married,primary,no,362,yes,no,,8,may,100,5,-1,0,,no
45,services,married,secondary,no,770,yes,no,cellular,8,may,114,1,-1,0,,no
45,management,divorced,tertiary,no,347,no,yes,cellular,28,jan,53,1,-1,0,,no
29,management,single,tertiary,no,74,no,no,cellular,6,aug,174,1,-1,0,,no
31,blue-collar,married,primary,no,-454,yes,yes,,28,may,861,2,-1,0,,no
27,technician,single,secondary,no,1359,no,yes,telephone,25,jul,199,1,-1,0,,no
37,entrepreneur,married,secondary,no,5064,yes,no,,20,may,79,1,-1,0,,no
47,entrepreneur,married,tertiary,no,3659,no,no,cellular,14,jul,364,4,-1,0,,no
34,management,single,tertiary,no,1040,yes,no,,20,may,96,2,-1,0,,no
32,management,single,tertiary,no,84,no,no,telephone,3,dec,37,1,-1,0,,no
33,technician,divorced,secondary,no,801,no,no,cellular,7,aug,341,5,-1,0,,yes
43,technician,divorced,secondary,no,1326,no,no,cellular,26,aug,93,2,-1,0,,no
47,blue-collar,married,primary,no,613,yes,no,cellular,29,jan,49,3,255,2,other,no
37,blue-collar,married,secondary,no,43,yes,no,,20,jun,250,3,-1,0,,no
27,admin.,single,,no,56,yes,no,,16,may,730,2,-1,0,,no
35,services,married,,no,1935,yes,no,cellular,17,apr,97,2,318,2,other,no
46,management,married,tertiary,no,1698,yes,no,cellular,6,feb,90,1,-1,0,,no
25,services,single,secondary,no,54,yes,no,,13,may,318,2,-1,0,,no
29,technician,single,secondary,no,468,yes,no,cellular,18,may,37,1,370,3,failure,no
30,blue-collar,married,secondary,no,363,yes,no,,28,may,132,1,-1,0,,no
35,management,married,tertiary,no,131,yes,no,cellular,19,nov,248,1,-1,0,,no
32,technician,married,secondary,no,2,yes,yes,cellular,8,jul,143,1,-1,0,,no
59,retired,married,secondary,no,377,no,yes,cellular,25,jul,468,4,-1,0,,no
57,blue-collar,married,,no,3196,no,no,cellular,28,aug,161,4,-1,0,,no
31,admin.,single,secondary,no,476,no,no,cellular,9,feb,284,2,-1,0,,no
30,blue-collar,married,primary,no,236,yes,no,cellular,13,may,44,1,364,1,failure,no
45,blue-collar,married,secondary,no,103,no,no,,18,jun,48,1,-1,0,,no
32,management,single,tertiary,no,623,no,no,cellular,6,jul,335,3,194,2,failure,yes
26,housemaid,married,primary,no,158,no,yes,cellular,8,jul,416,4,-1,0,,no
27,technician,single,secondary,no,1742,yes,no,,16,may,787,1,-1,0,,yes
39,unemployed,married,primary,no,7005,yes,no,cellular,28,jul,429,2,184,3,success,yes
55,technician,married,secondary,no,57,yes,no,,12,jun,331,12,-1,0,,no
40,admin.,married,secondary,no,538,no,no,,16,jun,167,2,-1,0,,no
33,self-employed,married,tertiary,no,215,no,yes,cellular,22,aug,286,2,-1,0,,no
29,management,single,tertiary,no,2799,yes,no,cellular,5,may,371,2,-1,0,,no
55,services,married,secondary,no,1150,no,yes,cellular,23,jul,218,3,-1,0,,no
55,management,married,secondary,no,11743,yes,no,,30,may,75,1,-1,0,,no
53,blue-collar,married,primary,no,273,yes,no,cellular,18,may,248,1,279,2,failure,no
52,technician,married,secondary,no,279,no,yes,cellular,2,feb,72,1,203,3,failure,no
34,self-employed,married,tertiary,no,263,no,no,cellular,4,may,203,1,78,8,other,no
37,blue-collar,married,primary,no,253,yes,no,,19,jun,145,2,-1,0,,no
35,technician,married,secondary,no,118,yes,no,,7,may,236,1,-1,0,,no
76,retired,married,primary,no,2590,no,no,telephone,9,feb,68,12,-1,0,,no
28,services,married,secondary,no,4,yes,no,,2,sep,10,1,-1,0,,no
30,blue-collar,single,secondary,no,1472,yes,no,cellular,20,nov,769,4,-1,0,,no
44,blue-collar,divorced,secondary,no,338,yes,no,cellular,13,may,133,1,370,1,failure,no
40,blue-collar,married,secondary,no,565,yes,yes,cellular,20,apr,297,2,-1,0,,no
60,retired,married,secondary,no,2722,no,no,cellular,12,aug,506,2,-1,0,,yes
44,blue-collar,married,secondary,no,1025,yes,no,cellular,21,dec,116,2,202,1,failure,no
39,management,single,secondary,no,113,yes,no,telephone,27,aug,23,9,-1,0,,no
38,entrepreneur,married,tertiary,no,83,yes,no,cellular,19,nov,108,1,-1,0,,no
60,management,married,secondary,no,0,no,no,telephone,22,feb,230,2,126,6,failure,no
56,services,married,secondary,no,-229,no,yes,cellular,23,jul,55,10,-1,0,,no
38,admin.,single,secondary,no,4023,no,no,,11,jun,339,2,-1,0,,no
44,services,single,secondary,no,492,yes,no,cellular,12,may,56,1,361,2,other,no
45,blue-collar,married,primary,no,97,yes,no,,7,may,923,3,-1,0,,no
32,technician,divorced,secondary,no,202,yes,no,cellular,4,feb,429,1,201,1,failure,no
49,blue-collar,married,secondary,no,1568,no,no,,21,may,206,6,-1,0,,no
48,blue-collar,married,secondary,no,1143,yes,no,cellular,20,aug,93,3,-1,0,,no
46,blue-collar,married,primary,no,501,yes,no,,14,may,230,2,-1,0,,no
40,blue-collar,divorced,primary,no,71,yes,no,cellular,8,may,225,1,-1,0,,no
59,admin.,married,primary,no,6187,no,no,cellular,31,jul,114,4,-1,0,,no
27,entrepreneur,single,tertiary,no,0,yes,no,,4,jun,103,2,-1,0,,no
43,admin.,married,secondary,no,3215,yes,no,cellular,21,jul,228,3,-1,0,,no
43,unemployed,married,secondary,no,1943,yes,no,cellular,3,apr,273,2,136,2,failure,no
35,management,married,tertiary,no,231,no,no,cellular,26,aug,130,6,-1,0,,no
39,technician,married,tertiary,no,794,no,no,telephone,3,jun,116,2,121,1,failure,no
42,management,married,tertiary,no,255,no,no,cellular,4,aug,302,2,-1,0,,no
66,retired,divorced,,no,53,no,no,cellular,12,jul,562,4,-1,0,,yes
46,technician,married,secondary,no,0,no,no,cellular,28,aug,63,2,-1,0,,no
39,admin.,married,secondary,no,8,yes,no,telephone,15,may,155,6,-1,0,,no
32,management,single,tertiary,no,1954,yes,yes,cellular,10,sep,107,1,-1,0,,no
72,retired,married,primary,no,1612,no,no,cellular,7,aug,530,2,-1,0,,yes
55,,married,secondary,yes,-208,yes,no,,3,jun,148,2,-1,0,,no
38,technician,married,tertiary,no,-3,no,no,cellular,11,aug,148,3,-1,0,,no
42,blue-collar,married,secondary,no,681,yes,no,cellular,18,nov,203,1,-1,0,,no
54,management,married,tertiary,no,37176,no,no,cellular,21,nov,206,1,-1,0,,no
28,unemployed,married,secondary,no,687,no,no,cellular,13,jan,113,3,33,2,other,no
33,self-employed,married,tertiary,no,416,yes,yes,,23,may,290,1,-1,0,,no
46,management,married,tertiary,no,229,yes,no,,5,may,197,1,-1,0,,no
36,admin.,married,secondary,no,-294,yes,no,cellular,18,may,148,1,-1,0,,no
36,admin.,married,secondary,no,75,yes,no,,4,jul,52,4,-1,0,,no
37,technician,married,secondary,no,-318,no,no,cellular,20,aug,25,20,-1,0,,no
38,blue-collar,married,secondary,no,213,yes,no,,16,jun,270,15,-1,0,,no
29,blue-collar,single,secondary,no,-20,no,yes,cellular,21,jul,574,1,-1,0,,yes
47,housemaid,married,primary,no,0,yes,no,telephone,15,jul,162,1,-1,0,,no
48,management,married,tertiary,no,1093,yes,yes,cellular,13,oct,1226,2,-1,0,,yes
65,retired,married,tertiary,no,1948,no,no,cellular,2,feb,102,2,-1,0,,no
45,technician,married,secondary,no,3944,yes,no,cellular,18,nov,141,1,-1,0,,no
38,self-employed,divorced,tertiary,no,6447,no,no,cellular,13,jul,316,3,182,1,failure,no
45,management,divorced,tertiary,no,2813,yes,no,cellular,13,may,43,1,-1,0,,no
39,,single,,no,2822,no,no,cellular,21,nov,573,3,-1,0,,no
43,unemployed,married,secondary,no,210,yes,no,,12,may,88,5,-1,0,,no
37,entrepreneur,married,tertiary,no,264,yes,yes,cellular,20,nov,276,1,157,1,failure,no
42,entrepreneur,married,primary,no,759,yes,no,telephone,13,may,80,1,343,10,failure,no
33,management,married,tertiary,no,418,yes,no,cellular,21,nov,159,1,-1,0,,no
26,management,single,tertiary,no,7628,no,no,cellular,1,apr,263,1,-1,0,,no
47,blue-collar,married,primary,no,6439,yes,no,,14,may,326,3,-1,0,,no
55,retired,divorced,primary,no,925,no,no,,17,jun,254,1,-1,0,,no
37,management,married,primary,no,1404,yes,no,cellular,2,feb,97,1,-1,0,,no
52,entrepreneur,divorced,tertiary,no,81,yes,no,,19,may,214,3,-1,0,,no
40,blue-collar,married,secondary,no,0,no,no,cellular,25,jul,96,2,-1,0,,no
53,self-employed,married,tertiary,no,4397,yes,no,,12,jun,252,1,-1,0,,no
40,services,married,secondary,no,809,no,no,cellular,2,feb,114,1,-1,0,,no
33,self-employed,single,tertiary,no,94,yes,no,cellular,5,may,955,2,-1,0,,yes
38,admin.,single,tertiary,no,-898,yes,no,cellular,9,apr,345,2,323,1,failure,no
57,admin.,single,secondary,no,3551,yes,no,cellular,12,may,458,1,-1,0,,yes
34,technician,married,tertiary,no,23076,no,no,cellular,26,may,243,2,35,6,other,yes
33,,single,,no,1,no,no,,5,may,198,1,-1,0,,no
27,blue-collar,single,secondary,no,1311,yes,no,,13,may,805,2,-1,0,,no
20,student,single,,no,4137,yes,no,telephone,16,apr,55,2,-1,0,,no
44,management,married,tertiary,no,1764,no,no,cellular,18,aug,70,2,-1,0,,no
46,unemployed,married,secondary,no,3533,yes,no,cellular,12,aug,235,2,-1,0,,no
40,entrepreneur,married,secondary,no,2663,yes,yes,cellular,6,feb,289,2,-1,0,,no
44,blue-collar,single,primary,no,116,yes,no,,15,may,160,1,-1,0,,no
55,technician,married,,no,1393,yes,yes,telephone,21,nov,55,5,-1,0,,no
27,blue-collar,married,tertiary,no,335,yes,no,,26,jun,519,3,-1,0,,yes
31,services,married,primary,no,11,yes,no,cellular,8,may,174,2,-1,0,,no
24,technician,single,secondary,no,726,no,no,cellular,8,sep,445,2,-1,0,,yes
45,blue-collar,divorced,primary,no,-311,yes,no,,23,may,1030,1,-1,0,,yes
39,blue-collar,married,secondary,no,203,yes,no,,3,jun,143,1,-1,0,,no
43,admin.,married,secondary,no,71,no,no,,7,may,180,5,-1,0,,no
52,management,married,tertiary,no,6909,no,no,cellular,20,nov,223,1,-1,0,,no
42,admin.,married,tertiary,no,1536,no,no,cellular,6,aug,140,1,182,4,failure,no
38,blue-collar,married,primary,no,0,yes,no,cellular,21,nov,101,1,-1,0,,no
46,services,married,secondary,no,111,no,no,cellular,13,aug,78,2,-1,0,,no
35,entrepreneur,divorced,secondary,no,-69,yes,no,,5,may,300,1,-1,0,,no
31,student,married,primary,no,46,yes,no,cellular,10,jul,487,1,-1,0,,yes
49,blue-collar,married,secondary,no,90,yes,no,,7,may,127,1,-1,0,,no
50,technician,married,primary,no,139,no,no,,5,may,114,2,-1,0,,no
45,blue-collar,single,secondary,no,0,yes,no,cellular,26,jul,768,2,91,5,success,no
45,services,divorced,secondary,no,343,yes,no,cellular,5,may,301,2,-1,0,,no
57,technician,divorced,tertiary,no,126,no,no,telephone,4,jun,166,2,-1,0,,yes
35,technician,divorced,secondary,no,-199,yes,no,,27,may,137,2,-1,0,,no
29,self-employed,single,tertiary,no,392,no,yes,,1,jul,135,1,-1,0,,no
48,services,married,secondary,no,7019,yes,no,,30,may,465,3,-1,0,,no
41,management,married,secondary,no,280,yes,no,cellular,2,jun,88,1,95,2,success,no
52,unemployed,divorced,secondary,no,230,no,no,cellular,24,dec,422,2,-1,0,,yes
30,services,single,secondary,no,148,no,yes,cellular,7,jul,482,3,-1,0,,no
33,management,married,tertiary,no,530,yes,no,cellular,8,aug,94,2,-1,0,,no
51,entrepreneur,married,,no,3404,no,no,cellular,31,jul,44,7,-1,0,,no
27,blue-collar,single,primary,no,232,yes,no,cellular,26,oct,701,2,-1,0,,yes
48,technician,married,secondary,no,71,no,no,,20,jun,524,4,-1,0,,no
39,management,married,secondary,no,1072,yes,no,,27,may,1168,2,-1,0,,no
36,admin.,married,secondary,no,725,yes,no,cellular,27,feb,123,3,99,8,failure,no
31,student,single,,no,2144,yes,no,cellular,19,nov,282,2,-1,0,,no
58,technician,married,tertiary,no,883,no,no,cellular,18,aug,543,1,78,2,failure,no
32,technician,single,tertiary,no,390,yes,no,,23,may,85,1,-1,0,,no
44,blue-collar,married,primary,no,753,yes,no,,8,may,151,2,-1,0,,no
54,technician,married,secondary,no,273,yes,no,cellular,30,jul,55,3,-1,0,,no
28,blue-collar,single,secondary,no,67,no,no,cellular,3,feb,20,5,-1,0,,no
52,management,divorced,tertiary,no,2909,yes,no,,30,may,110,1,-1,0,,no
57,management,married,secondary,no,0,yes,no,cellular,24,jul,725,2,-1,0,,no
33,services,married,secondary,no,450,yes,no,,4,jun,121,4,-1,0,,no
65,retired,married,secondary,no,23421,no,no,cellular,2,feb,432,1,-1,0,,no
55,blue-collar,married,primary,no,3297,yes,yes,telephone,30,apr,96,1,-1,0,,no
54,management,divorced,tertiary,no,496,no,no,cellular,13,jan,452,3,-1,0,,yes
81,retired,married,primary,no,5220,no,no,telephone,13,nov,135,1,94,2,other,yes
38,management,married,tertiary,no,1463,yes,no,cellular,25,aug,425,4,-1,0,,no
36,management,single,tertiary,no,7606,yes,no,,30,may,917,1,-1,0,,yes
58,management,married,,no,0,no,no,,11,jun,145,1,-1,0,,no
41,blue-collar,married,primary,no,1500,yes,no,cellular,31,jul,101,6,-1,0,,no
32,blue-collar,single,secondary,no,5,yes,yes,,8,may,134,1,-1,0,,no
46,blue-collar,married,secondary,no,2121,yes,no,,14,may,160,1,-1,0,,no
40,blue-collar,married,secondary,no,598,yes,no,,13,may,69,11,-1,0,,no
36,admin.,single,secondary,no,47,no,yes,cellular,9,jul,36,6,-1,0,,no
