age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
30,blue-collar,married,secondary,no,-100,,no,telephone,1,feb,135,1,172,9,failure,no
30,blue-collar,married,secondary,no,1,yes,no,cellular,1,may,8,1,-1,0,,no
40,services,divorced,secondary,no,579,yes,no,,28,may,385,1,-1,1,,no
42,technician,divorced,tertiary,no,1,no,no,cellular,27,aug,144,8,-1,,,no
60,technician,single,tertiary,no,17,,no,cellular,,jan,866,1,-1,1,,yes
30,technician,married,secondary,no,346,no,no,cellular,,jul,130,1,,1,,no
35,management,single,tertiary,no,1,no,no,cellular,1,,8,1,-1,1,,yes
40,admin.,married,tertiary,no,8,,,cellular,26,oct,8,1,146,1,failure,
30,,married,secondary,no,,yes,no,cellular,9,jul,183,1,,5,,no
40,services,single,tertiary,no,53,no,no,cellular,1,may,,2,-1,1,,no
30,retired,divorced,primary,no,107,no,no,telephone,,mar,181,1,,,,no
34,blue-collar,single,secondary,,367,yes,no,,,feb,21,1,170,,failure,no
33,management,married,tertiary,no,13,no,no,cellular,30,mar,311,1,146,5,other,yes
34,admin.,single,tertiary,no,13,yes,no,cellular,25,jul,326,,37,5,,no
30,admin.,,secondary,?,121,,no,,19,may,56,1,37,1,,no
34,services,single,secondary,no,28,yes,no,cellular,,mar,211,,37,3,other,
,admin.,married,secondary,no,44,yes,no,,7,may,8,1,-1,,,
35,retired,single,secondary,no,51,yes,,,2,mar,269,1,-1,1,,yes
,self-employed,divorced,secondary,no,8514,yes,no,,1,nov,44,7,146,,other,no
30,management,married,primary,no,327,no,no,telephone,2,jul,50,4,28,1,failure,yes
36,technician,married,secondary,no,1,yes,no,cellular,,aug,37,1,105,1,failure,no
,technician,married,secondary,no,273,no,no,,,mar,8,1,-1,0,,no
30,student,single,secondary,no,1,,no,cellular,1,jun,124,1,-1,,,yes
30,admin.,single,secondary,,881,,yes,cellular,5,mar,,7,,1,failure,
30,management,married,secondary,no,2294,no,no,cellular,,jul,,2,-1,1,,no
33,housemaid,married,secondary,no,1,no,no,cellular,12,,8,,37,1,,no
30,blue-collar,married,primary,no,2,yes,no,cellular,1,aug,131,,-1,4,,no
35,blue-collar,single,secondary,no,?,,,,,may,26,4,-1,1,,no
30,admin.,single,secondary,no,51,no,no,,3,jul,269,1,-1,1,,
30,blue-collar,married,primary,no,866,no,no,cellular,1,may,,1,-1,1,,no
30,blue-collar,married,secondary,no,14,yes,no,,1,jul,21,1,-1,1,,no
39,management,single,tertiary,,13,no,no,cellular,2,jul,20,3,-1,1,,no
39,,single,,no,1,no,,,6,jul,8,1,-1,1,,no
,services,married,secondary,no,1,yes,yes,cellular,1,may,13,1,37,1,,no
24,student,single,,no,246,yes,no,cellular,,,442,,,8,,no
26,admin.,married,tertiary,no,1385,yes,no,,1,may,37,1,-1,1,,no
30,services,married,secondary,no,25,yes,no,,,,93,1,,0,,no
50,technician,married,,no,140,no,yes,cellular,1,jul,14,2,-1,1,,no
30,management,single,tertiary,no,6,yes,no,cellular,1,apr,,1,37,,,yes
30,management,single,,,4,no,no,cellular,,apr,324,1,37,1,,
,,,,,1,yes,no,,1,jul,425,1,28,1,,no
38,management,married,tertiary,no,,,,cellular,1,aug,13,1,28,0,,no
32,technician,divorced,,no,4,yes,no,,1,,8,,37,0,,no
30,technician,married,secondary,no,19,no,no,cellular,5,aug,116,1,,1,,
35,blue-collar,,,no,4731,no,no,,1,jul,19,,-1,1,,no
30,blue-collar,married,primary,no,1,no,no,cellular,8,mar,87,2,-1,1,,no
30,,married,primary,no,1,no,no,cellular,10,mar,,1,-1,1,,no
30,technician,divorced,secondary,no,,no,no,cellular,7,may,8,1,37,1,,
32,blue-collar,single,primary,no,19,no,yes,cellular,,jul,87,2,-1,1,,yes
60,management,married,tertiary,no,25,no,no,cellular,,mar,8,2,-1,0,,no
36,management,single,tertiary,no,1,,no,cellular,8,mar,8,3,170,1,,
35,technician,married,primary,,1174,yes,no,cellular,15,mar,106,1,-1,0,,no
30,technician,divorced,secondary,no,11,no,no,cellular,1,jul,8,1,,1,,
,blue-collar,,secondary,no,210,yes,no,cellular,1,feb,116,1,-1,0,,no
,services,married,secondary,no,2,yes,no,,,may,74,1,-1,1,,no
30,management,married,,no,326,no,,,,mar,21,1,37,,,
30,blue-collar,married,secondary,no,246,,no,cellular,,nov,166,1,-1,1,failure,no
35,management,,tertiary,,480,no,yes,cellular,13,mar,8,1,-1,0,,no
,,married,secondary,no,1,no,no,cellular,,jul,8,1,37,2,failure,no
38,retired,single,primary,no,1,,,cellular,2,,,3,-1,5,,
48,services,married,secondary,no,1,no,no,cellular,1,aug,,1,-1,1,,no
36,self-employed,married,tertiary,no,682,no,,,1,jun,8,1,-1,1,,no
30,management,married,primary,no,19,,no,,30,jun,13,1,-1,1,,no
47,management,married,tertiary,no,866,no,no,,2,jul,,1,37,1,,no
30,blue-collar,married,primary,no,,yes,no,,1,may,372,1,,1,,no
30,management,married,tertiary,no,117,no,no,cellular,,jun,26,1,37,,failure,no
40,management,married,tertiary,no,4,,no,cellular,1,feb,8,2,361,,failure,yes
54,housemaid,married,primary,no,1,,yes,cellular,1,jul,8,1,-1,1,,
30,admin.,married,secondary,no,12,no,no,cellular,1,mar,143,1,-1,1,,yes
30,blue-collar,married,secondary,no,327,,no,,1,may,14,1,37,1,,no
39,management,single,tertiary,,4,no,yes,,26,may,21,1,-1,2,,
39,retired,divorced,secondary,no,1,no,no,telephone,1,aug,20,1,182,3,failure,no
34,management,divorced,tertiary,no,17,,no,,3,,,2,37,,,no
,management,married,,no,346,no,no,,29,jun,83,,-1,0,,no
35,self-employed,married,secondary,no,,no,no,,13,mar,8,1,-1,0,,no
32,blue-collar,married,primary,,1,no,no,,,may,8,,-1,1,,no
30,management,single,,no,2,no,no,cellular,1,jul,290,1,-1,1,,no
30,blue-collar,married,secondary,no,276,no,,cellular,5,sep,133,1,74,,failure,yes
30,management,divorced,tertiary,no,,no,,cellular,19,nov,19,1,37,1,,
24,technician,single,secondary,no,254,no,,telephone,1,mar,8,5,37,0,,no
36,admin.,divorced,tertiary,no,,,yes,cellular,30,jul,8,,37,0,,no
28,unemployed,single,primary,no,1,no,no,,,jul,8,,28,,failure,yes
39,management,divorced,tertiary,no,1,no,,cellular,14,jul,14,1,-1,1,,no
31,services,single,secondary,no,,no,no,cellular,1,jul,8,1,-1,1,,no
34,blue-collar,married,secondary,no,1,yes,no,cellular,,jul,385,1,,1,failure,yes
30,admin.,single,secondary,no,0,no,no,cellular,15,mar,94,1,361,1,failure,yes
51,blue-collar,married,secondary,no,1,yes,no,cellular,1,nov,8,6,37,,,no
30,blue-collar,married,secondary,,17,no,no,cellular,14,may,26,1,37,0,,no
,unemployed,married,primary,no,1,no,no,cellular,1,jul,,1,-1,,,
50,management,,tertiary,no,1,no,no,,,mar,74,6,-1,1,,no
33,management,,tertiary,no,300,yes,no,cellular,1,mar,21,1,,1,,no
39,management,married,tertiary,no,494,no,no,,,mar,8,,148,1,,
30,admin.,married,secondary,no,112,yes,no,telephone,28,oct,149,,-1,1,,no
,management,,tertiary,,1,no,no,cellular,27,aug,21,1,-1,3,,no
33,services,divorced,secondary,yes,139,yes,no,,23,mar,106,1,-1,,,no
30,,married,secondary,no,327,no,no,telephone,1,aug,8,,37,1,,no
30,admin.,single,tertiary,,516,no,,cellular,5,jun,82,1,-1,1,,
42,management,married,tertiary,no,140,,no,,,mar,13,1,,1,,no
33,services,married,secondary,no,,yes,no,cellular,6,jul,13,,-1,9,,
34,blue-collar,divorced,secondary,no,14,no,no,cellular,5,mar,298,1,279,1,other,no
34,management,single,,no,16,yes,no,cellular,6,aug,270,1,74,1,,no
30,retired,married,secondary,no,4608,no,no,cellular,,aug,370,6,-1,4,,no
30,unemployed,divorced,primary,no,-249,yes,,,,jul,,1,,1,,no
30,technician,married,secondary,no,-847,no,yes,cellular,2,jul,37,1,-1,,,no
30,technician,divorced,tertiary,,315,yes,no,,,mar,385,1,-1,1,,no
30,admin.,married,,no,1,yes,,telephone,1,jul,606,,,0,,no
30,admin.,married,secondary,,,yes,no,,,mar,,1,,1,,no
30,blue-collar,married,secondary,,1,no,no,cellular,14,jul,21,1,-1,0,,
36,self-employed,married,tertiary,no,373,no,no,cellular,1,nov,,1,-1,0,,no
38,management,married,secondary,no,1,no,no,,1,jul,192,1,,,,no
30,management,single,tertiary,no,1,no,,cellular,1,,,5,-1,1,,no
,management,divorced,tertiary,no,19,,yes,cellular,28,jan,13,1,-1,,,no
50,technician,married,secondary,no,17,yes,yes,,9,may,8,,-1,1,,no
33,admin.,single,,no,1066,yes,,,,may,,4,-1,0,,
32,technician,single,secondary,yes,25,yes,yes,,1,jun,,,28,1,,no
,management,divorced,primary,no,,,no,,,jul,113,1,,1,,no
30,,married,secondary,no,,no,no,,1,,165,1,,,,no
48,blue-collar,married,,no,710,no,,cellular,14,,147,1,-1,1,,no
,management,married,tertiary,no,0,no,,cellular,,sep,115,1,37,,,no
39,blue-collar,single,secondary,no,11,yes,no,cellular,1,jul,8,1,37,1,,no
,technician,married,secondary,no,17,yes,no,cellular,1,,8,1,-1,0,,no
30,student,single,primary,no,,no,no,,6,apr,8,1,-1,,,no
36,management,single,tertiary,no,1,no,,,2,,52,1,28,1,,no
24,,,secondary,no,1,yes,no,,1,mar,85,1,,1,,no
71,management,married,tertiary,no,,yes,no,,4,jul,8,1,-1,2,,no
31,retired,divorced,secondary,no,480,no,,cellular,1,sep,19,,37,3,,yes
30,self-employed,single,tertiary,no,494,no,,,,,56,,-1,0,,no
35,admin.,,,no,17,no,no,cellular,,may,85,1,-1,,,no
30,blue-collar,single,secondary,no,1,yes,no,cellular,4,may,,1,370,1,other,no
,blue-collar,married,primary,no,1,yes,no,,3,may,21,,37,1,,no
,technician,married,secondary,no,2,,,cellular,1,nov,26,3,,1,,no
30,technician,married,primary,no,121,yes,no,,,mar,,2,37,0,,no
,management,married,primary,yes,1,no,no,cellular,17,nov,44,,28,1,failure,no
30,technician,married,tertiary,no,25,no,no,,30,nov,85,1,37,,,no
31,blue-collar,divorced,primary,yes,210,no,no,,13,jul,8,,,1,,no
30,admin.,married,secondary,no,1,no,,cellular,27,may,224,7,37,1,other,no
32,blue-collar,married,secondary,no,1,yes,no,,1,,8,1,-1,1,,
30,technician,divorced,secondary,no,1,no,no,cellular,1,jul,,,-1,1,,no
38,admin.,married,secondary,no,0,no,no,,1,jun,,1,37,1,,
30,technician,single,,no,276,yes,no,,2,jun,13,1,37,0,,
30,admin.,single,secondary,no,1277,no,no,cellular,26,mar,8,1,,0,,no
40,technician,single,tertiary,no,1,yes,yes,cellular,1,jul,19,1,37,1,,no
55,technician,,secondary,no,25,yes,no,,16,may,110,1,37,0,,no
31,management,married,,,2096,no,no,,1,aug,37,,,,success,yes
38,blue-collar,married,primary,no,327,yes,no,,1,apr,130,5,-1,0,,no
36,services,married,secondary,no,80,yes,no,,8,may,14,1,,1,,no
45,management,divorced,,no,,no,,cellular,2,apr,53,1,-1,1,,no
30,management,single,tertiary,,4,no,no,cellular,,aug,174,,-1,0,,no
30,blue-collar,married,primary,no,405,yes,yes,,,,261,,37,0,,
32,,single,secondary,no,1359,no,yes,telephone,1,jul,19,1,,1,,no
30,entrepreneur,married,secondary,no,54,yes,no,,20,may,8,1,37,1,,
,entrepreneur,,tertiary,no,19,no,no,cellular,14,jul,44,1,-1,,,no
30,management,single,tertiary,,,no,no,,,may,8,1,,,,no
30,management,,tertiary,no,5874,no,no,telephone,3,dec,8,,146,0,,no
30,technician,divorced,secondary,no,80,no,,cellular,7,,,,-1,0,,yes
43,technician,divorced,secondary,no,13,no,no,,,aug,93,,,1,,no
,blue-collar,married,primary,no,13,,no,cellular,1,jan,44,3,255,1,,no
37,blue-collar,married,secondary,no,3343,yes,no,,10,jun,50,1,-1,1,,no
27,admin.,single,,no,,no,,,1,may,,,37,,,no
35,services,married,,no,13,yes,,cellular,1,apr,,1,182,,,no
30,management,married,primary,no,6,yes,no,cellular,6,feb,8,1,37,1,,no
30,services,single,secondary,no,54,yes,no,,9,,21,1,37,1,,no
39,technician,single,secondary,no,346,no,no,,18,may,37,1,370,3,,
30,blue-collar,married,secondary,no,1,,no,,28,may,13,1,37,2,,no
30,management,married,tertiary,no,11,,no,cellular,19,nov,24,1,,0,,
32,technician,married,secondary,no,1,yes,yes,,7,jul,13,,-1,,,no
,retired,married,secondary,no,,no,yes,cellular,1,jul,8,1,,0,,no
,,married,,no,346,no,no,cellular,1,aug,13,4,-1,,,no
30,admin.,single,secondary,,1,no,no,cellular,9,feb,8,1,-1,1,,no
,,married,primary,no,23,no,no,,1,jul,44,1,37,1,failure,no
30,blue-collar,married,,no,104,no,,,1,jun,48,,74,1,,no
32,management,single,tertiary,no,1,no,no,cellular,1,jul,330,,146,1,failure,no
30,housemaid,married,primary,no,8,no,yes,cellular,,jul,44,1,37,1,,no
30,technician,single,secondary,no,1742,yes,no,,16,,94,1,37,1,,yes
39,unemployed,married,primary,no,710,no,,cellular,1,jul,429,,184,,success,yes
30,technician,married,secondary,no,,,,,2,jul,331,1,,1,,no
30,admin.,married,secondary,no,13,no,no,,11,jun,116,5,37,,,no
30,self-employed,married,tertiary,no,215,no,yes,cellular,,aug,8,2,-1,0,,no
,management,single,tertiary,no,579,,no,,1,may,37,1,-1,1,,no
39,,married,secondary,no,25,no,no,cellular,23,jul,,3,37,1,,no
30,management,married,secondary,,1174,yes,no,,1,may,75,,37,,,no
,blue-collar,married,primary,no,273,yes,no,cellular,1,jul,24,1,279,1,failure,no
30,technician,married,,no,276,no,yes,,1,dec,74,,28,3,failure,no
30,self-employed,,tertiary,no,,no,,cellular,1,may,20,,74,1,other,no
37,blue-collar,married,,no,53,no,no,,1,jul,,1,-1,1,,no
30,technician,married,secondary,no,1,yes,no,,10,may,37,1,,1,,
30,retired,single,primary,no,290,,,telephone,9,feb,168,12,37,1,,no
28,,,secondary,no,4,no,no,,2,jul,,1,37,,,no
30,blue-collar,,secondary,no,1782,yes,no,cellular,1,nov,74,4,37,1,,no
44,blue-collar,divorced,secondary,no,8,yes,no,,1,may,37,1,,1,failure,no
30,,married,secondary,no,,yes,no,,,apr,,5,37,1,,no
30,retired,married,secondary,,17,no,no,cellular,1,,506,2,-1,,,no
34,blue-collar,married,secondary,no,1,yes,no,cellular,21,dec,116,1,28,1,failure,no
30,management,single,secondary,no,11,yes,no,telephone,24,aug,13,,-1,1,,no
,entrepreneur,married,tertiary,no,13,no,no,cellular,19,nov,110,1,37,0,,no
36,management,married,secondary,no,1,no,no,telephone,1,dec,20,1,146,,failure,no
36,services,married,secondary,no,228,no,yes,cellular,,jul,8,10,37,1,,no
30,admin.,single,,no,,no,no,,,,39,1,,1,,no
,services,single,secondary,no,462,yes,,cellular,2,mar,8,1,361,1,other,no
30,,married,primary,no,17,yes,no,,1,,,1,-1,,,no
32,technician,divorced,secondary,no,25,yes,,,1,feb,429,1,28,1,failure,no
49,blue-collar,,secondary,no,6,no,no,,,may,,1,-1,1,,no
40,blue-collar,married,secondary,no,1,yes,no,,1,aug,93,,37,0,,no
30,blue-collar,married,primary,no,501,yes,no,,4,may,20,2,-1,1,,no
30,blue-collar,divorced,primary,no,1,no,no,cellular,,jul,21,1,37,,,no
39,admin.,married,,no,6,no,no,cellular,1,jul,,4,-1,4,,
24,entrepreneur,single,tertiary,no,,yes,no,,,jun,13,,-1,1,,no
30,,married,secondary,no,121,yes,,cellular,21,jul,8,1,-1,0,,no
30,unemployed,married,secondary,no,,yes,,cellular,1,apr,37,1,146,,failure,no
,management,,tertiary,no,341,no,no,cellular,1,aug,130,1,-1,1,,no
30,technician,married,tertiary,,1,no,,telephone,,,,1,28,1,failure,no
42,management,married,tertiary,no,25,no,no,cellular,,,302,1,,0,,no
36,retired,divorced,,no,53,no,no,cellular,12,jul,562,4,37,0,,yes
45,technician,married,secondary,no,1,no,no,cellular,28,jun,37,,37,0,,no
,admin.,married,secondary,no,8,yes,no,telephone,15,,155,6,-1,,,no
51,management,single,tertiary,no,-195,yes,,cellular,,dec,147,?,37,1,,no
,retired,,primary,,112,no,,cellular,,mar,130,1,-1,,,
50,,married,secondary,no,28,no,no,,3,mar,48,2,37,,,no
38,technician,married,primary,no,1,,no,cellular,,jul,14,1,37,7,,no
30,blue-collar,married,secondary,,1,no,no,cellular,1,nov,8,1,-1,1,,no
,management,married,primary,,37176,no,no,cellular,1,nov,13,1,-1,0,,no
24,unemployed,married,secondary,no,,no,no,cellular,1,jan,,,37,2,other,no
30,self-employed,,tertiary,,16,no,no,,1,mar,290,1,37,0,,no
40,,married,tertiary,,228,yes,,,,,197,1,,1,,no
60,admin.,married,secondary,no,44,,no,cellular,,may,18,1,-1,0,,no
,admin.,married,secondary,no,25,yes,,,4,jul,8,1,37,,,no
,technician,married,secondary,no,315,no,no,cellular,20,jul,14,1,-1,4,,no
38,blue-collar,married,secondary,no,1,no,no,,1,jul,,15,-1,1,,no
30,blue-collar,single,secondary,no,1,,yes,,21,jul,74,,-1,1,,no
37,housemaid,married,primary,no,1,,no,telephone,5,jul,116,1,,,,
30,management,married,tertiary,no,,yes,no,cellular,,dec,1226,,-1,,,yes
65,retired,married,tertiary,,1,,no,cellular,1,jul,101,2,-1,1,,no
30,technician,married,secondary,no,344,yes,no,cellular,1,nov,37,1,-1,0,,
30,self-employed,divorced,tertiary,no,147,no,no,cellular,1,jul,26,1,182,1,failure,no
34,management,divorced,,no,2213,yes,no,cellular,3,may,8,1,279,1,,no
30,,,,,28,no,no,cellular,21,nov,13,1,37,1,,no
,unemployed,,,no,210,no,,,12,jul,88,7,-1,1,,no
71,,married,tertiary,no,4,no,no,cellular,20,mar,26,1,170,1,failure,no
40,,married,primary,no,25,yes,no,telephone,13,apr,8,1,37,10,,no
35,,married,tertiary,no,,yes,no,,1,nov,159,,-1,,,no
30,management,single,tertiary,no,28,no,no,cellular,1,,83,1,-1,,,no
,blue-collar,married,primary,no,53,yes,no,,4,may,8,1,-1,,,
35,retired,divorced,,no,25,no,no,,1,jun,254,1,,1,,no
37,management,married,primary,no,44,yes,,cellular,1,feb,97,9,-1,,,no
35,entrepreneur,divorced,,no,81,yes,no,,1,may,,3,,1,,no
30,blue-collar,single,secondary,no,1,no,no,,1,jul,26,2,,1,,no
30,self-employed,married,tertiary,,13,yes,,,1,jun,52,1,37,1,,
30,services,married,secondary,no,80,no,no,cellular,,feb,13,1,-1,0,,no
30,self-employed,single,tertiary,no,19,no,no,cellular,3,jul,,1,37,1,,
30,admin.,single,tertiary,no,-198,yes,,cellular,,apr,345,2,37,1,failure,no
30,admin.,single,,no,25,yes,no,cellular,2,,58,1,-1,0,,no
,technician,,tertiary,no,276,no,no,,1,mar,243,,37,,other,yes
30,,single,,no,,no,no,,5,may,19,,,,,
27,blue-collar,single,secondary,no,1,,no,,,mar,8,,-1,0,,no
30,student,,,no,493,no,,telephone,,apr,44,2,-1,1,,no
44,management,married,tertiary,no,14,,no,cellular,18,jul,87,1,-1,0,,no
,unemployed,married,,,1,no,no,cellular,12,apr,235,,-1,,,no
34,entrepreneur,married,,no,276,yes,yes,cellular,1,feb,8,1,,2,,
34,blue-collar,single,,no,11,,no,,,may,20,1,37,1,,no
60,technician,married,,no,393,yes,yes,telephone,2,jul,55,1,37,,,no
27,blue-collar,married,tertiary,no,315,yes,no,,26,jul,56,1,-1,1,,yes
31,services,married,primary,no,1,no,no,cellular,1,mar,174,2,-1,0,,no
24,,single,secondary,no,7606,no,no,cellular,,jul,145,1,-1,,,yes
,,divorced,primary,no,13,no,no,,1,?,130,1,-1,1,,yes
30,blue-collar,married,secondary,no,1,,no,,1,jul,143,1,-1,1,,no
43,admin.,married,secondary,no,1,no,no,,1,,,,37,0,,no
30,management,married,tertiary,,19,no,,cellular,20,nov,243,,37,1,,no
30,admin.,married,tertiary,no,13,,,cellular,1,aug,24,5,37,1,failure,no
37,blue-collar,married,primary,,1,no,no,,,nov,8,1,-1,0,,no
36,services,married,secondary,no,111,no,,,1,aug,78,1,-1,0,,no
30,entrepreneur,divorced,secondary,no,-69,yes,,,5,may,8,1,-1,0,,no
31,student,married,primary,,1,,no,cellular,10,jul,48,1,-1,1,,yes
30,blue-collar,married,secondary,,90,yes,no,,7,may,124,,37,0,,no
30,technician,married,primary,,139,no,no,,,may,14,1,-1,1,,no
30,blue-collar,single,secondary,no,0,yes,no,cellular,26,jul,768,,,1,success,
,services,divorced,,no,13,yes,no,,5,may,300,1,-1,1,,
57,technician,divorced,,no,,,no,telephone,1,jun,166,,-1,1,,yes
30,technician,,secondary,no,16,yes,no,,7,jul,407,1,-1,1,,no
39,self-employed,single,,no,2,?,yes,,1,jul,,1,,,,no
30,services,married,secondary,,19,,no,,10,may,44,,-1,1,,no
40,management,married,secondary,no,28,yes,no,cellular,1,jul,8,1,105,1,success,no
51,unemployed,married,secondary,,23,no,no,cellular,1,dec,224,1,-1,0,,no
30,,,secondary,no,4,no,no,cellular,1,jul,8,1,,8,,no
30,management,married,,no,0,yes,no,cellular,1,dec,14,1,,1,,no
,entrepreneur,married,,,104,no,no,,,jul,8,1,37,1,,no
27,blue-collar,,primary,no,23,yes,no,cellular,26,,20,,,1,,no
57,technician,married,,no,1,no,no,,10,jun,8,,,,,no
30,management,married,,no,2,no,no,,,jul,168,1,37,1,,no
,admin.,married,secondary,no,25,yes,no,cellular,2,feb,37,,,,,no
30,student,single,,no,2144,yes,no,cellular,1,nov,286,1,-1,0,,no
,technician,married,tertiary,no,881,,no,cellular,18,jul,14,1,37,1,failure,no
32,technician,single,tertiary,no,0,,no,,3,mar,85,1,-1,,,no
30,blue-collar,married,primary,,13,yes,no,,1,may,21,2,-1,,,no
54,technician,married,secondary,no,17,no,no,cellular,30,jul,,2,,,,no
30,blue-collar,single,secondary,no,1,no,no,cellular,1,jul,20,5,37,,,no
24,management,divorced,tertiary,no,290,yes,,,1,may,116,1,37,0,,no
37,management,married,secondary,no,0,yes,no,cellular,24,jul,325,2,37,0,,no
30,services,married,secondary,no,25,yes,no,,1,jul,212,,37,,,no
,retired,married,,no,4,no,no,cellular,2,feb,232,1,37,1,,no
35,blue-collar,married,,no,327,no,no,telephone,1,,64,4,-1,1,,
30,management,divorced,tertiary,no,4,no,no,cellular,1,jun,52,3,,,,
,retired,married,primary,no,1,no,,telephone,,jul,85,1,,1,other,yes
,management,married,tertiary,no,13,yes,no,cellular,25,jul,425,1,-1,0,,no
36,management,single,tertiary,,7606,,no,,30,,917,1,87,1,,yes
,management,married,,no,,no,no,,1,,8,1,37,1,,no
34,blue-collar,married,primary,no,1,no,,cellular,1,jul,101,6,-1,0,,no
32,blue-collar,single,secondary,no,1,yes,yes,,8,mar,14,1,37,6,,no
30,blue-collar,married,secondary,no,11,,,,1,may,116,1,37,,,no
40,blue-collar,married,secondary,,8,no,no,,3,mar,64,1,-1,1,,no
36,admin.,single,secondary,,147,no,yes,cellular,1,jul,64,,,0,,no
36,blue-collar,single,secondary,no,6,,no,cellular,,sep,,,37,14,success,no
33,services,married,,no,866,no,no,cellular,,jul,8,1,,,,
33,,married,secondary,no,4,no,no,cellular,12,mar,37,,37,1,failure,no
38,management,,,no,1,no,no,cellular,1,jul,13,1,37,,,no
30,self-employed,single,tertiary,no,,yes,yes,telephone,17,oct,135,1,37,,,yes
30,,married,primary,no,6,,no,,4,may,,1,-1,,,no
38,technician,single,tertiary,,,,no,cellular,1,jun,232,1,37,0,,yes
,admin.,married,secondary,no,-22,yes,yes,cellular,1,feb,18,2,148,1,success,no
32,services,married,secondary,no,16,yes,yes,telephone,16,mar,8,,37,1,failure,no
36,management,single,tertiary,no,54,no,no,cellular,1,nov,162,1,,9,success,yes
54,blue-collar,married,secondary,no,8,yes,,cellular,4,dec,379,1,-1,1,,no
30,management,married,secondary,,1,no,no,cellular,,nov,116,,37,0,,
,management,married,tertiary,no,315,no,no,cellular,9,jan,8,1,,1,,no
30,management,single,tertiary,no,315,yes,no,cellular,1,nov,14,1,37,0,,no
,management,,,no,367,no,yes,cellular,1,may,102,1,37,1,failure,
30,entrepreneur,married,tertiary,no,25,,,,1,,690,7,-1,,,no
,blue-collar,divorced,secondary,,104,no,no,cellular,1,jul,8,1,,,,no
30,management,married,primary,no,51,yes,no,telephone,17,nov,,?,-1,1,,no
25,admin.,single,secondary,no,51,no,no,cellular,5,may,8,?,37,,failure,yes
30,management,married,,no,1068,,no,,1,aug,183,,,0,,no
34,management,married,primary,no,6,yes,,,5,may,8,1,-1,1,,no
40,technician,married,secondary,no,90,no,no,,1,jun,,1,-1,,,no
40,housemaid,married,tertiary,no,0,no,no,,9,jul,8,,-1,1,,no
41,retired,married,tertiary,no,1,,no,cellular,29,,20,3,37,1,,no
30,technician,married,secondary,no,228,no,no,cellular,20,aug,357,1,,,,no
30,technician,single,tertiary,,147,no,no,cellular,1,jul,13,1,37,1,,no
33,services,married,secondary,no,344,yes,no,telephone,21,dec,144,1,,,failure,no
30,technician,married,secondary,no,25,yes,no,,,may,,,,1,,yes
30,technician,single,tertiary,no,1,no,,cellular,1,aug,8,1,37,,,no
,retired,married,tertiary,no,8,no,no,cellular,1,aug,20,,,,,no
35,blue-collar,single,primary,no,17,,no,,1,may,97,,-1,1,,
30,,married,secondary,no,12,no,no,,,may,19,1,-1,1,,no
50,services,divorced,secondary,no,,,no,cellular,1,jul,254,1,-1,1,,no
34,,,primary,no,1241,no,no,,16,,8,1,37,0,,no
30,housemaid,married,secondary,no,63,no,no,,7,jul,13,1,,1,,no
30,blue-collar,single,secondary,no,25,yes,no,cellular,,,89,1,37,1,,yes
